team1,team2,score1,score2,odds1,odds2,datetime,notes
Tampa Bay Rays,Toronto Blue Jays,5,2,-167,+146,25 Sep 2011 17:40,
Pittsburgh Pirates,Cincinnati Reds,4,5,-125,+106,25 Sep 2011 17:35,
Washington Nationals,Atlanta Braves,3,0,-101,-116,25 Sep 2011 17:35,
Cleveland Indians,Minnesota Twins,4,6 ,-175,+152,25 Sep 2011 17:05,
Detroit Tigers,Baltimore Orioles,10,6,-156,+136,25 Sep 2011 17:05,
New York Yankees,Boston Red Sox,6,2,-111,-108,25 Sep 2011 17:05,
Los Angeles Angels,Oakland Athletics,4,2,-145,+125,25 Sep 2011 01:05,
San Diego Padres,Los Angeles Dodgers,3,0,-106,-111,25 Sep 2011 00:35,
Arizona Diamondbacks,San Francisco Giants,15,2,-185,+164,25 Sep 2011 00:10,
Chicago White Sox,Kansas City Royals,6,3,-135,+116,24 Sep 2011 23:10,
Milwaukee Brewers,Miami Marlins,6,4,-200,+174,24 Sep 2011 23:10,
New York Mets,Philadelphia Phillies,6,3,+102,-118,24 Sep 2011 23:10,
Tampa Bay Rays,Toronto Blue Jays,6,2,-145,+125,24 Sep 2011 23:10,
Cleveland Indians,Minnesota Twins,7,6,-141,+124,24 Sep 2011 23:05,
Detroit Tigers,Baltimore Orioles,5,6,-270,+227,24 Sep 2011 23:05,
Houston Astros,Colorado Rockies,2,4 ,-125,+106,24 Sep 2011 23:05,
Pittsburgh Pirates,Cincinnati Reds,4,3,+104,-123,24 Sep 2011 23:05,
New York Yankees,Boston Red Sox,9,1,+124,-141,24 Sep 2011 20:10,
Texas Rangers,Seattle Mariners,7,3,+100,-115,24 Sep 2011 20:10,
New York Mets,Philadelphia Phillies,2,1,+125,-143,24 Sep 2011 17:10,
St.Louis Cardinals,Chicago Cubs,2,1,-204,+175,24 Sep 2011 17:10,
Cleveland Indians,Minnesota Twins,8,2,-152,+133,24 Sep 2011 17:05,
Washington Nationals,Atlanta Braves,4,1,+134,-156,24 Sep 2011 17:05,
Los Angeles Angels,Oakland Athletics,1,3,-189,+162,24 Sep 2011 02:05,
San Diego Padres,Los Angeles Dodgers,0,2,-101,-116,24 Sep 2011 02:05,
Arizona Diamondbacks,San Francisco Giants,3,1,-102,-112,24 Sep 2011 01:40,
St.Louis Cardinals,Chicago Cubs,1,5,-200,+172,24 Sep 2011 00:15,
Chicago White Sox,Kansas City Royals,1,11,-116,-101,24 Sep 2011 00:10,
Milwaukee Brewers,Miami Marlins,4,1,-244,+204,24 Sep 2011 00:10,
Houston Astros,Colorado Rockies,11,2,-141,+121,24 Sep 2011 00:05,
Texas Rangers,Seattle Mariners,5,3,-303,+250,24 Sep 2011 00:05,
Tampa Bay Rays,Toronto Blue Jays,1,5,-204,+175,23 Sep 2011 23:10,
Cleveland Indians,Minnesota Twins,6,5,-192,+167,23 Sep 2011 23:05,
Detroit Tigers,Baltimore Orioles,4,3 ,-175,+152,23 Sep 2011 23:05,
Pittsburgh Pirates,Cincinnati Reds,4,3,+118,-137,23 Sep 2011 23:05,
Washington Nationals,Atlanta Braves,4,7,-108,-110,23 Sep 2011 23:05,
Los Angeles Dodgers,San Francisco Giants,8,2,+114,-133,23 Sep 2011 02:10,
Houston Astros,Colorado Rockies,9,6,-127,+108,23 Sep 2011 00:05,
Toronto Blue Jays,Los Angeles Angels,4,3 ,+100,-119,22 Sep 2011 23:07,
Cleveland Indians,Chicago White Sox,11,2,-116,-102,22 Sep 2011 23:05,
Detroit Tigers,Baltimore Orioles,5,6,-149,+129,22 Sep 2011 23:05,
New York Yankees,Tampa Bay Rays,8,15,+127,-147,22 Sep 2011 23:05,
Philadelphia Phillies,Washington Nationals,1,6,-200,+171,22 Sep 2011 23:05,
Oakland Athletics,Texas Rangers,4,3,+131,-152,22 Sep 2011 19:35,
St.Louis Cardinals,New York Mets,6,8,-192,+167,22 Sep 2011 17:45,
Minnesota Twins,Seattle Mariners,3,2,+100,-119,22 Sep 2011 17:10,
Los Angeles Dodgers,San Francisco Giants,5,8,+104,-123,22 Sep 2011 02:10,
Oakland Athletics,Texas Rangers,2,3,+147,-169,22 Sep 2011 02:05,
St.Louis Cardinals,New York Mets,6,5,-222,+188,22 Sep 2011 00:15,
Kansas City Royals,Detroit Tigers,3,6,+102,-120,22 Sep 2011 00:10,
Minnesota Twins,Seattle Mariners,4,5,+123,-143,22 Sep 2011 00:10,
Boston Red Sox,Baltimore Orioles,4,6,-270,+227,21 Sep 2011 23:10,
Miami Marlins,Atlanta Braves,4,0,-119,+102,21 Sep 2011 23:10,
Toronto Blue Jays,Los Angeles Angels,2,7,+125,-145,21 Sep 2011 23:07,
Cleveland Indians,Chicago White Sox,4,8,-154,+133,21 Sep 2011 23:05,
New York Yankees,Tampa Bay Rays,4,2,-179,+156,21 Sep 2011 23:05,
Philadelphia Phillies,Washington Nationals,5,7,-196,+170,21 Sep 2011 23:05,
Arizona Diamondbacks,Pittsburgh Pirates,8,5,-182,+156,21 Sep 2011 19:40,
Colorado Rockies,San Diego Padres,0,4,-119,+100,21 Sep 2011 19:10,
Chicago Cubs,Milwaukee Brewers,7,1,-104,-114,21 Sep 2011 18:20,
New York Yankees,Tampa Bay Rays,4,2,+135,-154,21 Sep 2011 17:05,
Cincinnati Reds,Houston Astros,2,0,-145,+125,21 Sep 2011 16:35,
Los Angeles Dodgers,San Francisco Giants,2,1,-127,+108,21 Sep 2011 02:10,
Oakland Athletics,Texas Rangers,2,7,+131,-154,21 Sep 2011 02:05,
Arizona Diamondbacks,Pittsburgh Pirates,3,5,-217,+185,21 Sep 2011 01:40,
Colorado Rockies,San Diego Padres,1,2,+106,-125,21 Sep 2011 00:40,
St.Louis Cardinals,New York Mets,11,6,-185,+161,21 Sep 2011 00:15,
Kansas City Royals,Detroit Tigers,10,2,-119,+100,21 Sep 2011 00:10,
Minnesota Twins,Seattle Mariners,4,5,-108,-110,21 Sep 2011 00:10,
Chicago Cubs,Milwaukee Brewers,1,5,+131,-152,21 Sep 2011 00:05,
Boston Red Sox,Baltimore Orioles,5,7,-263,+218,20 Sep 2011 23:10,
Cincinnati Reds,Houston Astros,6,4,-169,+146,20 Sep 2011 23:10,
Miami Marlins,Atlanta Braves,0,4,-108,-110,20 Sep 2011 23:10,
Toronto Blue Jays,Los Angeles Angels,6,10,-128,+108,20 Sep 2011 23:07,
Cleveland Indians,Chicago White Sox,4,5,-104,-114,20 Sep 2011 23:05,
New York Yankees,Tampa Bay Rays,5,0,-164,+142,20 Sep 2011 23:05,
Philadelphia Phillies,Washington Nationals,0,3,-256,+215,20 Sep 2011 23:05,
Cleveland Indians,Chicago White Sox,4,3,-101,-118,20 Sep 2011 17:05,
Philadelphia Phillies,Washington Nationals,3,4,-182,+160,20 Sep 2011 17:05,
Arizona Diamondbacks,Pittsburgh Pirates,1,0,-250,+212,20 Sep 2011 01:40,
Colorado Rockies,San Diego Padres,2,8,-116,-101,20 Sep 2011 00:40,
Chicago Cubs,Milwaukee Brewers,5,2,+129,-152,20 Sep 2011 00:05,
Boston Red Sox,Baltimore Orioles,18,9,-250,+220,19 Sep 2011 23:10,
Cincinnati Reds,Houston Astros,2,3,-156,+137,19 Sep 2011 23:10,
Miami Marlins,Atlanta Braves,6,5,+102,-120,19 Sep 2011 23:10,
Toronto Blue Jays,Los Angeles Angels,3,2 ,-145,+125,19 Sep 2011 23:07,
Philadelphia Phillies,St.Louis Cardinals,3,4,-227,+190,19 Sep 2011 23:05,
Cleveland Indians,Seattle Mariners,6,12,-161,+139,19 Sep 2011 20:05,
Boston Red Sox,Baltimore Orioles,5,6,-172,+154,19 Sep 2011 17:05,
New York Yankees,Minnesota Twins,6,4,-278,+235,19 Sep 2011 17:05,
Philadelphia Phillies,St.Louis Cardinals,0,5,-120,+106,19 Sep 2011 00:05,
Los Angeles Dodgers,Pittsburgh Pirates,15,1,-161,+139,18 Sep 2011 20:10,
Seattle Mariners,Texas Rangers,0,3,-112,-105,18 Sep 2011 20:10,
Oakland Athletics,Detroit Tigers,0,3,+156,-182,18 Sep 2011 20:05,
San Diego Padres,Arizona Diamondbacks,1,5,-108,-110,18 Sep 2011 20:05,
Colorado Rockies,San Francisco Giants,5,12,+141,-161,18 Sep 2011 19:10,
Chicago Cubs,Houston Astros,2,3,-152,+131,18 Sep 2011 18:20,
Kansas City Royals,Chicago White Sox,5,10,-110,-108,18 Sep 2011 18:10,
Minnesota Twins,Cleveland Indians,5,6,+121,-141,18 Sep 2011 18:10,
Atlanta Braves,New York Mets,5,7,-189,+165,18 Sep 2011 17:35,
Baltimore Orioles,Los Angeles Angels,2,11,+152,-175,18 Sep 2011 17:35,
Boston Red Sox,Tampa Bay Rays,5,8,+125,-145,18 Sep 2011 17:35,
Washington Nationals,Miami Marlins,4,3,-154,+131,18 Sep 2011 17:35,
Cincinnati Reds,Milwaukee Brewers,1,8,+152,-179,18 Sep 2011 17:10,
Toronto Blue Jays,New York Yankees,3,0,-110,-108,18 Sep 2011 17:07,
Los Angeles Dodgers,Pittsburgh Pirates,6,1,-164,+141,18 Sep 2011 02:10,
San Diego Padres,Arizona Diamondbacks,3,1,+127,-147,18 Sep 2011 00:35,
Colorado Rockies,San Francisco Giants,5,6,-123,+104,18 Sep 2011 00:10,
Cincinnati Reds,Milwaukee Brewers,1,10,+116,-135,17 Sep 2011 23:10,
Kansas City Royals,Chicago White Sox,10,3,-139,+119,17 Sep 2011 23:10,
Seattle Mariners,Texas Rangers,6,7,+181,-213,17 Sep 2011 23:10,
Baltimore Orioles,Los Angeles Angels,6,2,+135,-156,17 Sep 2011 23:05,
Philadelphia Phillies,St.Louis Cardinals,9,2,-147,+129,17 Sep 2011 23:05,
Washington Nationals,Miami Marlins,1,4,-233,+195,17 Sep 2011 23:05,
Atlanta Braves,New York Mets,1,0,-175,+152,17 Sep 2011 20:10,
Boston Red Sox,Tampa Bay Rays,3,4,-175,+150,17 Sep 2011 20:10,
Oakland Athletics,Detroit Tigers,5,3,-154,+134,17 Sep 2011 20:05,
Minnesota Twins,Cleveland Indians,4,10,-105,-112,17 Sep 2011 17:10,
Toronto Blue Jays,New York Yankees,6,7,+127,-147,17 Sep 2011 17:07,
Chicago Cubs,Houston Astros,2,1,-149,+129,17 Sep 2011 17:05,
Los Angeles Dodgers,Pittsburgh Pirates,7,2,-192,+165,17 Sep 2011 02:10,
Seattle Mariners,Texas Rangers,4,0,+181,-213,17 Sep 2011 02:10,
Oakland Athletics,Detroit Tigers,1,3,+119,-137,17 Sep 2011 02:05,
San Diego Padres,Arizona Diamondbacks,2,0,-115,-102,17 Sep 2011 02:05,
Colorado Rockies,San Francisco Giants,1,9,+122,-143,17 Sep 2011 00:10,
Kansas City Royals,Chicago White Sox,7,6,-119,+100,17 Sep 2011 00:10,
Minnesota Twins,Cleveland Indians,6,7,+114,-133,17 Sep 2011 00:10,
Atlanta Braves,New York Mets,2,12,-167,+145,16 Sep 2011 23:35,
Boston Red Sox,Tampa Bay Rays,4,3,-143,+125,16 Sep 2011 23:10,
Cincinnati Reds,Milwaukee Brewers,3,6,-103,-115,16 Sep 2011 23:10,
Toronto Blue Jays,New York Yankees,5,4,+200,-238,16 Sep 2011 23:07,
Baltimore Orioles,Los Angeles Angels,8,3,+161,-185,16 Sep 2011 23:05,
Philadelphia Phillies,St.Louis Cardinals,2,4,-133,+116,16 Sep 2011 23:05,
Washington Nationals,Miami Marlins,0,3,-120,+102,16 Sep 2011 23:05,
Chicago Cubs,Houston Astros,4,3,-167,+144,16 Sep 2011 18:20,
Los Angeles Dodgers,Pittsburgh Pirates,2,6,-192,+165,16 Sep 2011 02:10,
Oakland Athletics,Detroit Tigers,6,1,-101,-116,16 Sep 2011 02:05,
Colorado Rockies,San Francisco Giants,5,8,-128,+110,16 Sep 2011 00:40,
Kansas City Royals,Chicago White Sox,7,2,-103,-114,16 Sep 2011 00:10,
Texas Rangers,Cleveland Indians,7,4,-256,+214,16 Sep 2011 00:05,
Philadelphia Phillies,Miami Marlins,2,1,-333,+273,15 Sep 2011 23:35,
Boston Red Sox,Tampa Bay Rays,2,9,-116,-102,15 Sep 2011 23:10,
Cincinnati Reds,Chicago Cubs,8,6,-149,+129,15 Sep 2011 23:10,
Philadelphia Phillies,Miami Marlins,3,1,-152,+131,15 Sep 2011 18:35,
New York Mets,Washington Nationals,1,10,-116,-101,15 Sep 2011 17:10,
Los Angeles Dodgers,Arizona Diamondbacks,3,2,-143,+123,15 Sep 2011 02:10,
Seattle Mariners,New York Yankees,2,1,+164,-192,15 Sep 2011 02:10,
Milwaukee Brewers,Colorado Rockies,2,6,-189,+164,15 Sep 2011 00:10,
Cincinnati Reds,Chicago Cubs,7,2,-196,+168,14 Sep 2011 23:10,
New York Mets,Washington Nationals,0,2,-135,+117,14 Sep 2011 23:10,
Baltimore Orioles,Tampa Bay Rays,6,2,+134,-154,14 Sep 2011 23:05,
Texas Rangers,Cleveland Indians,9,1,-227,+194,14 Sep 2011 23:05,
Kansas City Royals,Minnesota Twins,7,3,-159,+137,14 Sep 2011 20:10,
San Francisco Giants,San Diego Padres,3,1,-167,+145,14 Sep 2011 19:45,
Oakland Athletics,Los Angeles Angels,1,4,+139,-161,14 Sep 2011 19:35,
Chicago White Sox,Detroit Tigers,5,6,-116,-101,14 Sep 2011 18:10,
Houston Astros,Philadelphia Phillies,0,1,+225,-270,14 Sep 2011 18:05,
Boston Red Sox,Toronto Blue Jays,4,5,-128,+108,14 Sep 2011 17:35,
Pittsburgh Pirates,St.Louis Cardinals,2,3,+129,-152,14 Sep 2011 16:35,
Atlanta Braves,Miami Marlins,4,1,-172,+148,14 Sep 2011 16:05,
San Francisco Giants,San Diego Padres,3,2,-159,+138,14 Sep 2011 02:15,
Los Angeles Dodgers,Arizona Diamondbacks,4,5,+119,-137,14 Sep 2011 02:10,
Seattle Mariners,New York Yankees,2,3,+147,-169,14 Sep 2011 02:10,
Oakland Athletics,Los Angeles Angels,3,6,-110,-108,14 Sep 2011 02:05,
Chicago White Sox,Detroit Tigers,0,5,+160,-185,14 Sep 2011 00:10,
Kansas City Royals,Minnesota Twins,4,0,-139,+120,14 Sep 2011 00:10,
Milwaukee Brewers,Colorado Rockies,2,1,-244,+202,14 Sep 2011 00:10,
Houston Astros,Philadelphia Phillies,5,2,+199,-238,14 Sep 2011 00:05,
Texas Rangers,Cleveland Indians,10,4,-167,+143,14 Sep 2011 00:05,
Atlanta Braves,Miami Marlins,7,1,-196,+169,13 Sep 2011 23:10,
Boston Red Sox,Toronto Blue Jays,18,6,-159,+138,13 Sep 2011 23:10,
Cincinnati Reds,Chicago Cubs,2,1,-143,+123,13 Sep 2011 23:10,
New York Mets,Washington Nationals,2,3,-152,+129,13 Sep 2011 23:10,
Baltimore Orioles,Tampa Bay Rays,4,2,+194,-233,13 Sep 2011 23:05,
Pittsburgh Pirates,St.Louis Cardinals,4,6,+148,-172,13 Sep 2011 23:05,
San Francisco Giants,San Diego Padres,8,3,-143,+123,13 Sep 2011 02:15,
Los Angeles Dodgers,Arizona Diamondbacks,2,7,-119,+102,13 Sep 2011 02:10,
Seattle Mariners,New York Yankees,3,9,-120,+102,13 Sep 2011 02:10,
Oakland Athletics,Los Angeles Angels,6,3,-145,+125,13 Sep 2011 02:05,
Chicago White Sox,Detroit Tigers,4,14,-114,-104,13 Sep 2011 00:10,
Houston Astros,Philadelphia Phillies,5,1,+166,-192,13 Sep 2011 00:05,
Atlanta Braves,Miami Marlins,4,5,-244,+202,12 Sep 2011 23:10,
Cincinnati Reds,Chicago Cubs,8,12,-164,+142,12 Sep 2011 23:10,
New York Mets,Washington Nationals,2,3,-145,+125,12 Sep 2011 23:10,
Baltimore Orioles,Tampa Bay Rays,2,5,+127,-149,12 Sep 2011 23:05,
Pittsburgh Pirates,St.Louis Cardinals,6,5,+127,-147,12 Sep 2011 23:05,
New York Mets,Chicago Cubs,6,10,+108,-125,12 Sep 2011 00:05,
Arizona Diamondbacks,San Diego Padres,6,7,-204,+177,11 Sep 2011 20:10,
Seattle Mariners,Kansas City Royals,1,2,-103,-115,11 Sep 2011 20:10,
San Francisco Giants,Los Angeles Dodgers,8,1,-141,+121,11 Sep 2011 20:05,
Los Angeles Angels,New York Yankees,5,6,-110,-108,11 Sep 2011 19:35,
Colorado Rockies,Cincinnati Reds,4,1,-119,+100,11 Sep 2011 19:10,
Texas Rangers,Oakland Athletics,8,1,-270,+218,11 Sep 2011 19:05,
St.Louis Cardinals,Atlanta Braves,6,3,+100,-119,11 Sep 2011 18:15,
Chicago White Sox,Cleveland Indians,3,7,-115,-102,11 Sep 2011 18:10,
Milwaukee Brewers,Philadelphia Phillies,3,2,-141,+121,11 Sep 2011 18:10,
Tampa Bay Rays,Boston Red Sox,9,1,+104,-123,11 Sep 2011 17:40,
Pittsburgh Pirates,Miami Marlins,1,4,-110,-108,11 Sep 2011 17:35,
Washington Nationals,Houston Astros,8,2,-227,+192,11 Sep 2011 17:35,
Toronto Blue Jays,Baltimore Orioles,6,5,-169,+146,11 Sep 2011 17:07,
Detroit Tigers,Minnesota Twins,2,1,-256,+215,11 Sep 2011 17:05,
Seattle Mariners,Kansas City Royals,2,4,-149,+129,11 Sep 2011 02:10,
Los Angeles Angels,New York Yankees,6,0,+125,-145,11 Sep 2011 01:05,
San Francisco Giants,Los Angeles Dodgers,0,3,-154,+136,11 Sep 2011 01:05,
Arizona Diamondbacks,San Diego Padres,6,5,-154,+134,11 Sep 2011 00:10,
St.Louis Cardinals,Atlanta Braves,4,3,-154,+133,10 Sep 2011 23:15,
Milwaukee Brewers,Philadelphia Phillies,2,3,+133,-154,10 Sep 2011 23:10,
Tampa Bay Rays,Boston Red Sox,6,5,-143,+123,10 Sep 2011 23:10,
Pittsburgh Pirates,Miami Marlins,0,3,+104,-123,10 Sep 2011 23:05,
Washington Nationals,Houston Astros,3,9,-154,+134,10 Sep 2011 23:05,
Chicago White Sox,Cleveland Indians,7,3,-152,+131,10 Sep 2011 20:10,
Colorado Rockies,Cincinnati Reds,12,7,-130,+110,10 Sep 2011 20:10,
Detroit Tigers,Minnesota Twins,3,2,-217,+186,10 Sep 2011 20:10,
Texas Rangers,Oakland Athletics,7,8,-185,+161,10 Sep 2011 20:10,
New York Mets,Chicago Cubs,4,5,-125,+106,10 Sep 2011 17:10,
Toronto Blue Jays,Baltimore Orioles,5,4,-204,+177,10 Sep 2011 17:07,
San Francisco Giants,Los Angeles Dodgers,1,2,-120,+102,10 Sep 2011 02:15,
Seattle Mariners,Kansas City Royals,7,3,-109,-108,10 Sep 2011 02:10,
Los Angeles Angels,New York Yankees,2,1,-133,+114,10 Sep 2011 02:05,
Arizona Diamondbacks,San Diego Padres,3,2,-169,+148,10 Sep 2011 01:40,
Colorado Rockies,Cincinnati Reds,1,4,-141,+122,10 Sep 2011 00:40,
St.Louis Cardinals,Atlanta Braves,4,3,-149,+127,10 Sep 2011 00:15,
Chicago White Sox,Cleveland Indians,4,8,-167,+144,10 Sep 2011 00:10,
Milwaukee Brewers,Philadelphia Phillies,3,5,+116,-133,10 Sep 2011 00:10,
Texas Rangers,Oakland Athletics,13,4,-182,+158,10 Sep 2011 00:05,
New York Mets,Chicago Cubs,5,4,-145,+125,09 Sep 2011 23:10,
