team1,team2,score1,score2,odds1,odds2,datetime,notes
Texas Rangers,Tampa Bay Rays,3,2,+106,-122,13 Aug 2014 00:05,
Atlanta Braves,Los Angeles Dodgers,2,4,-128,+112,12 Aug 2014 23:10,
Cincinnati Reds,Boston Red Sox,2,3,-130,+114,12 Aug 2014 23:10,
Miami Marlins,St.Louis Cardinals,3,0,+122,-139,12 Aug 2014 23:10,
New York Mets,Washington Nationals,1,7,+125,-141,12 Aug 2014 23:10,
Pittsburgh Pirates,Detroit Tigers,4,2,-122,+106,12 Aug 2014 23:05,
San Diego Padres,Colorado Rockies,4,3,-172,+150,12 Aug 2014 02:10,
Seattle Mariners,Toronto Blue Jays,11,1,-233,+198,12 Aug 2014 02:10,
Houston Astros,Minnesota Twins,2,4,-101,-114,12 Aug 2014 00:10,
Kansas City Royals,Oakland Athletics,3,2,-110,-105,12 Aug 2014 00:10,
Chicago Cubs,Milwaukee Brewers,1,3,-101,-112,12 Aug 2014 00:05,
Texas Rangers,Tampa Bay Rays,0,7,+114,-130,12 Aug 2014 00:05,
Miami Marlins,St.Louis Cardinals,6,5,-108,-105,11 Aug 2014 23:10,
Atlanta Braves,Los Angeles Dodgers,2,6,-179,+156,11 Aug 2014 23:10,
Baltimore Orioles,New York Yankees,11,3,-123,+106,11 Aug 2014 23:05,
Pittsburgh Pirates,Detroit Tigers,11,6,-102,-114,11 Aug 2014 23:05,
Philadelphia Phillies,New York Mets,3,5,+110,-125,11 Aug 2014 17:05,
Atlanta Braves,Washington Nationals,3,1,-119,+104,11 Aug 2014 00:05,
Arizona Diamondbacks,Colorado Rockies,3,5,-159,+140,10 Aug 2014 20:10,
Seattle Mariners,Chicago White Sox,4,2,-164,+144,10 Aug 2014 20:10,
Oakland Athletics,Minnesota Twins,1,6,-175,+156,10 Aug 2014 20:05,
Los Angeles Angels,Boston Red Sox,1,3,-152,+134,10 Aug 2014 19:35,
Chicago Cubs,Tampa Bay Rays,3,2,+143,-164,10 Aug 2014 18:20,
Houston Astros,Texas Rangers,2,6,-147,+129,10 Aug 2014 18:10,
Kansas City Royals,San Francisco Giants,7,4,-156,+137,10 Aug 2014 18:10,
Milwaukee Brewers,Los Angeles Dodgers,1,5,+134,-152,10 Aug 2014 18:10,
Baltimore Orioles,St.Louis Cardinals,3,8,-128,+116,10 Aug 2014 17:35,
Philadelphia Phillies,New York Mets,7,6,+100,-115,10 Aug 2014 17:35,
Pittsburgh Pirates,San Diego Padres,2,8,-110,-104,10 Aug 2014 17:35,
Cincinnati Reds,Miami Marlins,7,2,-189,+165,10 Aug 2014 17:10,
Toronto Blue Jays,Detroit Tigers,6,5,+145,-164,10 Aug 2014 17:07,
New York Yankees,Cleveland Indians,1,4,-143,+127,10 Aug 2014 17:05,
Seattle Mariners,Chicago White Sox,1,2,-189,+167,10 Aug 2014 01:10,
Los Angeles Angels,Boston Red Sox,5,4,-192,+170,10 Aug 2014 01:05,
Oakland Athletics,Minnesota Twins,9,4,-256,+217,10 Aug 2014 01:05,
Arizona Diamondbacks,Colorado Rockies,14,4,-108,-108,10 Aug 2014 00:10,
Atlanta Braves,Washington Nationals,1,4,+100,-118,09 Aug 2014 23:10,
Cincinnati Reds,Miami Marlins,3,4,-139,+125,09 Aug 2014 23:10,
Houston Astros,Texas Rangers,8,3,+160,-179,09 Aug 2014 23:10,
Kansas City Royals,San Francisco Giants,5,0,-147,+129,09 Aug 2014 23:10,
Milwaukee Brewers,Los Angeles Dodgers,4,1,+117,-133,09 Aug 2014 23:10,
Philadelphia Phillies,New York Mets,1,2,-175,+154,09 Aug 2014 23:05,
Pittsburgh Pirates,San Diego Padres,1,2,-172,+154,09 Aug 2014 23:05,
Baltimore Orioles,St.Louis Cardinals,10,3,-108,-106,09 Aug 2014 20:05,
Chicago Cubs,Tampa Bay Rays,0,4,+125,-143,09 Aug 2014 20:05,
Toronto Blue Jays,Detroit Tigers,3,2,+104,-120,09 Aug 2014 17:07,
New York Yankees,Cleveland Indians,0,3,-101,-114,09 Aug 2014 17:05,
Seattle Mariners,Chicago White Sox,4,1,-172,+152,09 Aug 2014 02:10,
Los Angeles Angels,Boston Red Sox,2,4,-185,+164,09 Aug 2014 02:05,
Oakland Athletics,Minnesota Twins,6,5,-217,+190,09 Aug 2014 02:05,
Arizona Diamondbacks,Colorado Rockies,5,3,-120,+106,09 Aug 2014 01:40,
Houston Astros,Texas Rangers,4,3,-115,+100,09 Aug 2014 00:10,
Kansas City Royals,San Francisco Giants,4,2,-108,-106,09 Aug 2014 00:10,
Milwaukee Brewers,Los Angeles Dodgers,9,3,-147,+129,09 Aug 2014 00:10,
Atlanta Braves,Washington Nationals,7,6,+100,-116,08 Aug 2014 23:35,
Cincinnati Reds,Miami Marlins,1,2,-132,+116,08 Aug 2014 23:10,
Toronto Blue Jays,Detroit Tigers,4,5,+117,-133,08 Aug 2014 23:07,
Baltimore Orioles,St.Louis Cardinals,12,2,-132,+117,08 Aug 2014 23:05,
New York Yankees,Cleveland Indians,10,6,-137,+121,08 Aug 2014 23:05,
Philadelphia Phillies,New York Mets,4,5,-105,-110,08 Aug 2014 23:05,
Pittsburgh Pirates,San Diego Padres,2,1,-118,+102,08 Aug 2014 23:05,
Chicago Cubs,Tampa Bay Rays,3,4,+110,-127,08 Aug 2014 20:05,
Seattle Mariners,Chicago White Sox,13,3,-189,+165,08 Aug 2014 02:10,
Los Angeles Angels,Los Angeles Dodgers,0,7,-108,-108,08 Aug 2014 02:05,
Oakland Athletics,Minnesota Twins,3,0,-278,+237,08 Aug 2014 02:05,
Arizona Diamondbacks,Kansas City Royals,2,6,+100,-115,08 Aug 2014 01:40,
St.Louis Cardinals,Boston Red Sox,5,2,-167,+146,07 Aug 2014 23:15,
Cincinnati Reds,Cleveland Indians,4,0,-119,+104,07 Aug 2014 23:10,
Toronto Blue Jays,Baltimore Orioles,1,2,-116,+102,07 Aug 2014 23:07,
Philadelphia Phillies,Houston Astros,6,5,-103,-111,07 Aug 2014 23:05,
Pittsburgh Pirates,Miami Marlins,7,2,-137,+120,07 Aug 2014 23:05,
Colorado Rockies,Chicago Cubs,2,6,-120,+104,07 Aug 2014 19:10,
Milwaukee Brewers,San Francisco Giants,3,1,-132,+116,07 Aug 2014 18:10,
New York Yankees,Detroit Tigers,1,0,-116,+102,07 Aug 2014 17:05,
Washington Nationals,New York Mets,5,3,-159,+141,07 Aug 2014 16:35,
Los Angeles Angels,Los Angeles Dodgers,1,2,-159,+140,07 Aug 2014 02:05,
Arizona Diamondbacks,Kansas City Royals,3,4,+129,-149,07 Aug 2014 01:40,
Colorado Rockies,Chicago Cubs,13,4,+110,-125,07 Aug 2014 00:40,
St.Louis Cardinals,Boston Red Sox,1,2,-139,+122,07 Aug 2014 00:15,
Milwaukee Brewers,San Francisco Giants,4,7,-133,+118,07 Aug 2014 00:10,
Cincinnati Reds,Cleveland Indians,8,3,-104,-110,06 Aug 2014 23:10,
Toronto Blue Jays,Baltimore Orioles,5,1,+104,-120,06 Aug 2014 23:07,
New York Yankees,Detroit Tigers,5,1,-115,-101,06 Aug 2014 23:05,
Philadelphia Phillies,Houston Astros,10,3,-139,+123,06 Aug 2014 23:05,
Pittsburgh Pirates,Miami Marlins,7,3,-132,+114,06 Aug 2014 23:05,
Washington Nationals,New York Mets,7,1,-154,+137,06 Aug 2014 23:05,
Seattle Mariners,Atlanta Braves,7,3,+102,-118,06 Aug 2014 19:40,
Oakland Athletics,Tampa Bay Rays,3,7,-196,+173,06 Aug 2014 19:35,
Chicago White Sox,Texas Rangers,1,3,-233,+197,06 Aug 2014 18:10,
Minnesota Twins,San Diego Padres,4,5,-108,-106,06 Aug 2014 17:10,
Los Angeles Dodgers,Los Angeles Angels,5,4,-217,+187,06 Aug 2014 02:10,
Seattle Mariners,Atlanta Braves,4,2,-172,+152,06 Aug 2014 02:10,
Oakland Athletics,Tampa Bay Rays,3,0,-125,+110,06 Aug 2014 02:05,
Arizona Diamondbacks,Kansas City Royals,2,12,+116,-132,06 Aug 2014 01:40,
Colorado Rockies,Chicago Cubs,5,6,-133,+117,06 Aug 2014 00:40,
St.Louis Cardinals,Boston Red Sox,3,2,-156,+139,06 Aug 2014 00:15,
Chicago White Sox,Texas Rangers,0,16,-111,-103,06 Aug 2014 00:10,
Milwaukee Brewers,San Francisco Giants,4,3,-139,+122,06 Aug 2014 00:10,
Minnesota Twins,San Diego Padres,3,1,-128,+112,06 Aug 2014 00:10,
Toronto Blue Jays,Baltimore Orioles,3,9,-111,-103,05 Aug 2014 23:07,
Cleveland Indians,Cincinnati Reds,2,9,-119,+104,05 Aug 2014 23:05,
New York Yankees,Detroit Tigers,3,4,+104,-119,05 Aug 2014 23:05,
Philadelphia Phillies,Houston Astros,2,1,-105,-109,05 Aug 2014 23:05,
Pittsburgh Pirates,Miami Marlins,3,6,-133,+118,05 Aug 2014 23:05,
Washington Nationals,New York Mets,1,6,-159,+140,05 Aug 2014 23:05,
Los Angeles Dodgers,Los Angeles Angels,0,5,-119,+104,05 Aug 2014 02:10,
Oakland Athletics,Tampa Bay Rays,3,2,-137,+122,05 Aug 2014 02:05,
Chicago White Sox,Texas Rangers,5,3,-141,+123,05 Aug 2014 00:10,
Cleveland Indians,Cincinnati Reds,7,1,-217,+187,04 Aug 2014 23:05,
New York Yankees,Detroit Tigers,2,1,+104,-119,04 Aug 2014 23:05,
Washington Nationals,Baltimore Orioles,3,7,-141,+124,04 Aug 2014 23:05,
New York Mets,San Francisco Giants,3,4,+114,-130,04 Aug 2014 16:10,
Boston Red Sox,New York Yankees,7,8,-103,-111,04 Aug 2014 00:00,
Arizona Diamondbacks,Pittsburgh Pirates,3,2,+152,-172,03 Aug 2014 20:10,
Los Angeles Dodgers,Chicago Cubs,3,7,-192,+167,03 Aug 2014 20:10,
San Diego Padres,Atlanta Braves,4,3,-130,+114,03 Aug 2014 20:10,
Oakland Athletics,Kansas City Royals,2,4,-164,+145,03 Aug 2014 20:05,
St.Louis Cardinals,Milwaukee Brewers,3,2,-139,+122,03 Aug 2014 18:15,
Chicago White Sox,Minnesota Twins,3,16,-152,+135,03 Aug 2014 18:10,
Houston Astros,Toronto Blue Jays,6,1,+152,-172,03 Aug 2014 18:10,
Tampa Bay Rays,Los Angeles Angels,5,7,-112,-102,03 Aug 2014 17:40,
Baltimore Orioles,Seattle Mariners,1,0,+108,-125,03 Aug 2014 17:35,
Washington Nationals,Philadelphia Phillies,4,0,-149,+131,03 Aug 2014 17:35,
Miami Marlins,Cincinnati Reds,3,7,-102,-114,03 Aug 2014 17:10,
New York Mets,San Francisco Giants,0,9,+110,-127,03 Aug 2014 17:10,
Detroit Tigers,Colorado Rockies,4,0,-233,+199,03 Aug 2014 17:08,
Cleveland Indians,Texas Rangers,4,3,+104,-120,03 Aug 2014 17:05,
Los Angeles Dodgers,Chicago Cubs,5,2,-200,+175,03 Aug 2014 01:10,
San Diego Padres,Atlanta Braves,3,2,+100,-116,03 Aug 2014 00:40,
Arizona Diamondbacks,Pittsburgh Pirates,3,8,+114,-130,03 Aug 2014 00:10,
St.Louis Cardinals,Milwaukee Brewers,9,7,-101,-114,02 Aug 2014 23:15,
Chicago White Sox,Minnesota Twins,6,8,-119,+102,02 Aug 2014 23:10,
Houston Astros,Toronto Blue Jays,8,2,+118,-133,02 Aug 2014 23:10,
Miami Marlins,Cincinnati Reds,2,1,-114,-102,02 Aug 2014 23:10,
New York Mets,San Francisco Giants,4,2,-125,+108,02 Aug 2014 23:10,
Tampa Bay Rays,Los Angeles Angels,10,3,-115,+100,02 Aug 2014 23:10,
Detroit Tigers,Colorado Rockies,11,5,-217,+188,02 Aug 2014 23:08,
Baltimore Orioles,Seattle Mariners,3,6,-122,+106,02 Aug 2014 23:05,
Cleveland Indians,Texas Rangers,2,0,-167,+148,02 Aug 2014 23:05,
Washington Nationals,Philadelphia Phillies,11,0,-185,+162,02 Aug 2014 23:05,
Boston Red Sox,New York Yankees,4,6,-115,+100,02 Aug 2014 20:05,
Oakland Athletics,Kansas City Royals,8,3,-172,+152,02 Aug 2014 20:05,
Los Angeles Dodgers,Chicago Cubs,2,8,-147,+131,02 Aug 2014 02:10,
San Diego Padres,Atlanta Braves,10,1,+110,-127,02 Aug 2014 02:10,
Arizona Diamondbacks,Pittsburgh Pirates,4,9,+108,-123,02 Aug 2014 01:40,
Oakland Athletics,Kansas City Royals,0,1,-233,+199,02 Aug 2014 01:35,
St.Louis Cardinals,Milwaukee Brewers,4,7,-156,+137,02 Aug 2014 00:15,
Chicago White Sox,Minnesota Twins,10,8,-286,+247,02 Aug 2014 00:10,
Houston Astros,Toronto Blue Jays,3,1,-112,-101,02 Aug 2014 00:10,
Boston Red Sox,New York Yankees,4,3,-127,+110,01 Aug 2014 23:10,
Miami Marlins,Cincinnati Reds,2,5,-114,-101,01 Aug 2014 23:10,
New York Mets,San Francisco Giants,1,5,-115,+100,01 Aug 2014 23:10,
Tampa Bay Rays,Los Angeles Angels,3,5,-110,-104,01 Aug 2014 23:10,
Detroit Tigers,Colorado Rockies,4,2,-233,+200,01 Aug 2014 23:08,
Baltimore Orioles,Seattle Mariners,2,1,-141,+124,01 Aug 2014 23:05,
Cleveland Indians,Texas Rangers,12,2,-179,+158,01 Aug 2014 23:05,
Washington Nationals,Philadelphia Phillies,1,2,-227,+195,01 Aug 2014 23:05,
Los Angeles Dodgers,Atlanta Braves,2,1,-217,+188,01 Aug 2014 02:10,
Arizona Diamondbacks,Pittsburgh Pirates,7,4,+112,-128,01 Aug 2014 01:40,
Houston Astros,Toronto Blue Jays,5,6,+135,-154,01 Aug 2014 00:10,
Kansas City Royals,Minnesota Twins,6,3,-213,+181,01 Aug 2014 00:10,
Miami Marlins,Cincinnati Reds,1,3,+100,-115,31 Jul 2014 23:10,
Washington Nationals,Philadelphia Phillies,4,10,-175,+154,31 Jul 2014 23:05,
Baltimore Orioles,Los Angeles Angels,0,1,-102,-111,31 Jul 2014 23:05,
Cleveland Indians,Seattle Mariners,5,6,-139,+122,31 Jul 2014 23:05,
San Diego Padres,St.Louis Cardinals,2,6,-102,-111,31 Jul 2014 19:40,
Chicago Cubs,Colorado Rockies,3,1,-196,+174,31 Jul 2014 18:20,
Detroit Tigers,Chicago White Sox,4,7,-185,+162,31 Jul 2014 17:08,
Los Angeles Dodgers,Atlanta Braves,3,2,-172,+152,31 Jul 2014 02:10,
San Diego Padres,St.Louis Cardinals,12,1,-116,+102,31 Jul 2014 02:10,
Kansas City Royals,Minnesota Twins,3,2,-156,+138,31 Jul 2014 00:10,
Chicago Cubs,Colorado Rockies,4,6,-105,-109,31 Jul 2014 00:05,
Texas Rangers,New York Yankees,3,2,+123,-139,31 Jul 2014 00:05,
Boston Red Sox,Toronto Blue Jays,1,6,-111,-104,30 Jul 2014 23:10,
Detroit Tigers,Chicago White Sox,7,2,-256,+221,30 Jul 2014 23:08,
Baltimore Orioles,Los Angeles Angels,4,3,+125,-141,30 Jul 2014 23:05,
Cleveland Indians,Seattle Mariners,2,0,-106,-109,30 Jul 2014 23:05,
San Francisco Giants,Pittsburgh Pirates,7,5,-118,+102,30 Jul 2014 19:45,
Houston Astros,Oakland Athletics,8,1,+121,-139,30 Jul 2014 18:10,
Miami Marlins,Washington Nationals,3,4,+135,-154,30 Jul 2014 16:40,
Cincinnati Reds,Arizona Diamondbacks,4,5,-109,-106,30 Jul 2014 16:35,
New York Mets,Philadelphia Phillies,11,2,-164,+145,30 Jul 2014 16:10,
Tampa Bay Rays,Milwaukee Brewers,0,5,-172,+150,30 Jul 2014 16:10,
San Francisco Giants,Pittsburgh Pirates,1,3,-119,+104,30 Jul 2014 02:15,
Los Angeles Dodgers,Atlanta Braves,8,4,-149,+129,30 Jul 2014 02:10,
San Diego Padres,St.Louis Cardinals,3,1,-116,+102,30 Jul 2014 02:10,
Houston Astros,Oakland Athletics,4,7,+175,-204,30 Jul 2014 00:10,
Kansas City Royals,Minnesota Twins,1,2,-204,+177,30 Jul 2014 00:10,
Chicago Cubs,Colorado Rockies,4,3,-105,-109,30 Jul 2014 00:05,
Texas Rangers,New York Yankees,11,12,+152,-172,30 Jul 2014 00:05,
Boston Red Sox,Toronto Blue Jays,2,4,-105,-110,29 Jul 2014 23:10,
Cincinnati Reds,Arizona Diamondbacks,3,0,-130,+114,29 Jul 2014 23:10,
Miami Marlins,Washington Nationals,3,0,+120,-137,29 Jul 2014 23:10,
New York Mets,Philadelphia Phillies,0,6,+110,-125,29 Jul 2014 23:10,
Tampa Bay Rays,Milwaukee Brewers,5,1,-159,+139,29 Jul 2014 23:10,
Detroit Tigers,Chicago White Sox,4,11,-164,+144,29 Jul 2014 23:08,
Baltimore Orioles,Los Angeles Angels,7,6,+119,-135,29 Jul 2014 23:05,
Cleveland Indians,Seattle Mariners,2,5,-116,+102,29 Jul 2014 23:05,
San Francisco Giants,Pittsburgh Pirates,0,5,-159,+140,29 Jul 2014 02:15,
Houston Astros,Oakland Athletics,7,3,+167,-192,29 Jul 2014 00:10,
Chicago Cubs,Colorado Rockies,4,1,-143,+125,29 Jul 2014 00:05,
Texas Rangers,New York Yankees,4,2,-156,+136,29 Jul 2014 00:05,
Boston Red Sox,Toronto Blue Jays,1,14,-139,+123,28 Jul 2014 23:10,
Cincinnati Reds,Arizona Diamondbacks,1,2,-141,+124,28 Jul 2014 23:10,
Miami Marlins,Washington Nationals,7,6,+129,-147,28 Jul 2014 23:10,
New York Mets,Philadelphia Phillies,7,1,-139,+122,28 Jul 2014 23:10,
Tampa Bay Rays,Milwaukee Brewers,2,1,-143,+125,28 Jul 2014 23:10,
Atlanta Braves,San Diego Padres,2,0,-208,+184,28 Jul 2014 16:10,
San Francisco Giants,Los Angeles Dodgers,3,4,+110,-125,28 Jul 2014 00:07,
Texas Rangers,Oakland Athletics,3,9,+189,-217,27 Jul 2014 23:05,
Atlanta Braves,San Diego Padres,8,3,-172,+152,27 Jul 2014 21:05,
Colorado Rockies,Pittsburgh Pirates,5,7,+104,-120,27 Jul 2014 20:10,
Seattle Mariners,Baltimore Orioles,2,3,-116,+100,27 Jul 2014 20:10,
Los Angeles Angels,Detroit Tigers,2,1,-127,+110,27 Jul 2014 19:35,
Chicago Cubs,St.Louis Cardinals,0,1,+142,-161,27 Jul 2014 18:20,
Houston Astros,Miami Marlins,2,4,-123,+110,27 Jul 2014 18:10,
Kansas City Royals,Cleveland Indians,3,10,-111,-102,27 Jul 2014 18:10,
Milwaukee Brewers,New York Mets,0,2,-132,+116,27 Jul 2014 18:10,
Minnesota Twins,Chicago White Sox,4,3,-128,+112,27 Jul 2014 18:10,
Tampa Bay Rays,Boston Red Sox,2,3,-139,+125,27 Jul 2014 17:40,
Philadelphia Phillies,Arizona Diamondbacks,4,2,+106,-122,27 Jul 2014 17:35,
Cincinnati Reds,Washington Nationals,2,4,+116,-132,27 Jul 2014 17:10,
New York Yankees,Toronto Blue Jays,4,5,-127,+110,27 Jul 2014 17:05,
Los Angeles Angels,Detroit Tigers,4,0,-118,+102,27 Jul 2014 01:05,
San Francisco Giants,Los Angeles Dodgers,0,5,+170,-196,27 Jul 2014 01:05,
Colorado Rockies,Pittsburgh Pirates,8,1,+102,-118,27 Jul 2014 00:10,
Texas Rangers,Oakland Athletics,1,5,+170,-196,27 Jul 2014 00:05,
Atlanta Braves,San Diego Padres,5,3,-185,+165,26 Jul 2014 23:10,
Houston Astros,Miami Marlins,3,7,-104,-111,26 Jul 2014 23:10,
Kansas City Royals,Cleveland Indians,7,5,-111,-104,26 Jul 2014 23:10,
Milwaukee Brewers,New York Mets,5,2,-161,+142,26 Jul 2014 23:10,
Minnesota Twins,Chicago White Sox,0,7,+158,-179,26 Jul 2014 23:10,
Tampa Bay Rays,Boston Red Sox,3,0,-110,-105,26 Jul 2014 23:10,
Philadelphia Phillies,Arizona Diamondbacks,6,10,-149,+131,26 Jul 2014 23:05,
Seattle Mariners,Baltimore Orioles,4,3,-110,-104,26 Jul 2014 20:10,
Chicago Cubs,St.Louis Cardinals,3,6,-130,+114,26 Jul 2014 20:05,
Cincinnati Reds,Washington Nationals,1,0,-103,-111,26 Jul 2014 20:05,
New York Yankees,Toronto Blue Jays,4,6,-137,+123,26 Jul 2014 17:05,
San Francisco Giants,Los Angeles Dodgers,1,8,+116,-132,26 Jul 2014 02:15,
Seattle Mariners,Baltimore Orioles,1,2,-192,+169,26 Jul 2014 02:10,
Los Angeles Angels,Detroit Tigers,2,1,-133,+117,26 Jul 2014 02:05,
Colorado Rockies,Pittsburgh Pirates,8,1,-101,-115,26 Jul 2014 00:40,
Houston Astros,Miami Marlins,0,2,-133,+116,26 Jul 2014 00:10,
Kansas City Royals,Cleveland Indians,6,4,-123,+108,26 Jul 2014 00:10,
Milwaukee Brewers,New York Mets,2,3,-123,+108,26 Jul 2014 00:10,
Minnesota Twins,Chicago White Sox,5,9,-125,+108,26 Jul 2014 00:10,
Texas Rangers,Oakland Athletics,4,1,+156,-179,26 Jul 2014 00:05,
Atlanta Braves,San Diego Padres,2,5,-167,+146,25 Jul 2014 23:35,
Cincinnati Reds,Washington Nationals,1,4,+110,-125,25 Jul 2014 23:10,
Tampa Bay Rays,Boston Red Sox,6,4,-147,+129,25 Jul 2014 23:10,
New York Yankees,Toronto Blue Jays,6,4,-135,+118,25 Jul 2014 23:05,
Philadelphia Phillies,Arizona Diamondbacks,9,5,+114,-128,25 Jul 2014 23:05,
Chicago Cubs,St.Louis Cardinals,7,6,+102,-115,25 Jul 2014 20:05,
Seattle Mariners,Baltimore Orioles,0,4,-141,+125,25 Jul 2014 02:10,
Los Angeles Angels,Detroit Tigers,4,6,-119,+104,25 Jul 2014 02:05,
Kansas City Royals,Cleveland Indians,2,1,-119,+102,25 Jul 2014 00:10,
Milwaukee Brewers,New York Mets,9,1,-154,+135,25 Jul 2014 00:10,
Minnesota Twins,Chicago White Sox,2,5,-161,+142,25 Jul 2014 00:10,
Chicago Cubs,San Diego Padres,3,13,+114,-130,25 Jul 2014 00:05,
Atlanta Braves,Miami Marlins,2,3,-135,+118,24 Jul 2014 23:10,
Oakland Athletics,Houston Astros,13,1,-278,+234,24 Jul 2014 19:35,
New York Yankees,Texas Rangers,4,2,-179,+160,24 Jul 2014 17:05,
Philadelphia Phillies,San Francisco Giants,2,1,-125,+110,24 Jul 2014 17:05,
Toronto Blue Jays,Boston Red Sox,8,0,-112,-102,24 Jul 2014 16:37,
Los Angeles Angels,Baltimore Orioles,3,2,-169,+150,24 Jul 2014 02:05,
Oakland Athletics,Houston Astros,9,7,-263,+224,24 Jul 2014 02:05,
Chicago Cubs,San Diego Padres,3,8,-111,-103,24 Jul 2014 00:05,
St.Louis Cardinals,Tampa Bay Rays,0,3,+104,-119,23 Jul 2014 23:15,
Atlanta Braves,Miami Marlins,6,1,-179,+156,23 Jul 2014 23:10,
Toronto Blue Jays,Boston Red Sox,6,4,-102,-111,23 Jul 2014 23:07,
New York Yankees,Texas Rangers,2,1,+102,-119,23 Jul 2014 23:05,
Philadelphia Phillies,San Francisco Giants,1,3,+127,-143,23 Jul 2014 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,6,1,-154,+136,23 Jul 2014 23:05,
Arizona Diamondbacks,Detroit Tigers,5,11,+125,-143,23 Jul 2014 19:40,
Seattle Mariners,New York Mets,2,3,-130,+116,23 Jul 2014 19:40,
Colorado Rockies,Washington Nationals,6,4,+133,-149,23 Jul 2014 19:10,
Chicago White Sox,Kansas City Royals,1,2,-110,-105,23 Jul 2014 18:10,
Milwaukee Brewers,Cincinnati Reds,5,1,-143,+124,23 Jul 2014 18:10,
Minnesota Twins,Cleveland Indians,3,1,+127,-145,23 Jul 2014 17:10,
Seattle Mariners,New York Mets,1,3,-118,+102,23 Jul 2014 02:10,
Los Angeles Angels,Baltimore Orioles,2,4,-137,+121,23 Jul 2014 02:05,
Oakland Athletics,Houston Astros,2,3,-263,+227,23 Jul 2014 02:05,
Arizona Diamondbacks,Detroit Tigers,5,4,+104,-119,23 Jul 2014 01:40,
Colorado Rockies,Washington Nationals,4,7,+170,-192,23 Jul 2014 00:40,
St.Louis Cardinals,Tampa Bay Rays,2,7,-149,+131,23 Jul 2014 00:15,
Chicago White Sox,Kansas City Royals,1,7,+131,-149,23 Jul 2014 00:10,
Milwaukee Brewers,Cincinnati Reds,4,3,-132,+116,23 Jul 2014 00:10,
Minnesota Twins,Cleveland Indians,2,8,+125,-143,23 Jul 2014 00:10,
Chicago Cubs,San Diego Padres,6,0,-133,+118,23 Jul 2014 00:05,
Atlanta Braves,Miami Marlins,5,6,-182,+159,22 Jul 2014 23:10,
Toronto Blue Jays,Boston Red Sox,7,3,+106,-120,22 Jul 2014 23:07,
New York Yankees,Texas Rangers,2,1,-182,+158,22 Jul 2014 23:05,
Philadelphia Phillies,San Francisco Giants,6,9,+106,-120,22 Jul 2014 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,12,7,-115,+100,22 Jul 2014 23:05,
Seattle Mariners,New York Mets,5,2,-128,+112,22 Jul 2014 02:10,
Los Angeles Angels,Baltimore Orioles,2,4,-135,+119,22 Jul 2014 02:05,
Arizona Diamondbacks,Detroit Tigers,3,4,+120,-135,22 Jul 2014 01:40,
Colorado Rockies,Washington Nationals,2,7,+134,-152,22 Jul 2014 00:40,
Chicago White Sox,Kansas City Royals,3,1,-179,+156,22 Jul 2014 00:10,
Milwaukee Brewers,Cincinnati Reds,5,2,-154,+137,22 Jul 2014 00:10,
Minnesota Twins,Cleveland Indians,4,3,+100,-116,22 Jul 2014 00:10,
Atlanta Braves,Miami Marlins,1,3,-189,+166,21 Jul 2014 23:10,
Toronto Blue Jays,Boston Red Sox,1,14,-103,-111,21 Jul 2014 23:07,
New York Yankees,Texas Rangers,2,4,-164,+145,21 Jul 2014 23:05,
Philadelphia Phillies,San Francisco Giants,4,7,-128,+112,21 Jul 2014 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,2,5,-112,-103,21 Jul 2014 23:05,
St.Louis Cardinals,Los Angeles Dodgers,3,4,+162,-182,21 Jul 2014 00:05,
Arizona Diamondbacks,Chicago Cubs,3,2,-106,-108,20 Jul 2014 20:10,
San Diego Padres,New York Mets,2,1,+100,-115,20 Jul 2014 20:10,
Oakland Athletics,Baltimore Orioles,10,2,-159,+140,20 Jul 2014 20:05,
Los Angeles Angels,Seattle Mariners,6,5,-169,+150,20 Jul 2014 19:35,
Chicago White Sox,Houston Astros,7,11,-127,+112,20 Jul 2014 18:10,
Minnesota Twins,Tampa Bay Rays,3,5,+120,-137,20 Jul 2014 18:10,
Atlanta Braves,Philadelphia Phillies,8,2,-182,+158,20 Jul 2014 17:35,
Boston Red Sox,Kansas City Royals,6,0,-156,+138,20 Jul 2014 17:35,
Pittsburgh Pirates,Colorado Rockies,5,3,-175,+154,20 Jul 2014 17:35,
Washington Nationals,Milwaukee Brewers,5,4,-128,+112,20 Jul 2014 17:35,
Miami Marlins,San Francisco Giants,3,2,+116,-132,20 Jul 2014 17:10,
Detroit Tigers,Cleveland Indians,5,1,-125,+110,20 Jul 2014 17:08,
Toronto Blue Jays,Texas Rangers,9,6,-179,+154,20 Jul 2014 17:07,
New York Yankees,Cincinnati Reds,3,2,-122,+106,20 Jul 2014 17:05,
Los Angeles Angels,Seattle Mariners,2,3,-106,-109,20 Jul 2014 01:05,
Oakland Athletics,Baltimore Orioles,4,8,-159,+139,20 Jul 2014 01:05,
San Diego Padres,New York Mets,6,0,-139,+122,20 Jul 2014 00:40,
Arizona Diamondbacks,Chicago Cubs,9,3,-152,+133,20 Jul 2014 00:10,
Atlanta Braves,Philadelphia Phillies,1,2,-106,-109,19 Jul 2014 23:10,
Boston Red Sox,Kansas City Royals,2,1,-127,+110,19 Jul 2014 23:10,
