team1,team2,score1,score2,odds1,odds2,datetime,notes
Colorado Rockies,Miami Marlins,3,2,+120,-139,19 Aug 2012 19:10,
St.Louis Cardinals,Pittsburgh Pirates,3,6,-161,+140,19 Aug 2012 18:15,
Kansas City Royals,Chicago White Sox,5,2,-105,-111,19 Aug 2012 18:10,
Milwaukee Brewers,Philadelphia Phillies,0,8,-132,+114,19 Aug 2012 18:10,
Houston Astros,Arizona Diamondbacks,1,8,+175,-204,19 Aug 2012 18:05,
Atlanta Braves,Los Angeles Dodgers,0,5,-115,-103,19 Aug 2012 17:35,
Washington Nationals,New York Mets,5,2,-217,+184,19 Aug 2012 17:35,
Cincinnati Reds,Chicago Cubs,5,4,-263,+222,19 Aug 2012 17:10,
Toronto Blue Jays,Texas Rangers,2,11,+140,-161,19 Aug 2012 17:07,
Detroit Tigers,Baltimore Orioles,5,7,-179,+152,19 Aug 2012 17:05,
Seattle Mariners,Minnesota Twins,3,2,-118,+100,19 Aug 2012 01:10,
Los Angeles Angels,Tampa Bay Rays,8,10,-147,+127,19 Aug 2012 01:05,
Oakland Athletics,Cleveland Indians,8,5,-159,+138,19 Aug 2012 01:05,
San Diego Padres,San Francisco Giants,7,8,-106,-111,19 Aug 2012 00:35,
Colorado Rockies,Miami Marlins,5,6,-128,+110,19 Aug 2012 00:10,
Atlanta Braves,Los Angeles Dodgers,2,6,-145,+125,18 Aug 2012 23:10,
Cincinnati Reds,Chicago Cubs,7,9,-189,+162,18 Aug 2012 23:10,
Kansas City Royals,Chicago White Sox,9,4,+123,-143,18 Aug 2012 23:10,
Milwaukee Brewers,Philadelphia Phillies,3,4,-106,-111,18 Aug 2012 23:10,
Detroit Tigers,Baltimore Orioles,2,3,-189,+168,18 Aug 2012 23:05,
Houston Astros,Arizona Diamondbacks,4,12,+145,-167,18 Aug 2012 23:05,
Washington Nationals,New York Mets,0,2,-145,+125,18 Aug 2012 23:05,
New York Yankees,Boston Red Sox,1,4,-114,-104,18 Aug 2012 20:05,
St.Louis Cardinals,Pittsburgh Pirates,5,4,-169,+146,18 Aug 2012 20:05,
Cincinnati Reds,Chicago Cubs,5,3,-200,+170,18 Aug 2012 17:10,
Toronto Blue Jays,Texas Rangers,1,2,+120,-135,18 Aug 2012 17:07,
Seattle Mariners,Minnesota Twins,5,3,-133,+116,18 Aug 2012 02:10,
Los Angeles Angels,Tampa Bay Rays,3,12,-161,+137,18 Aug 2012 02:05,
Oakland Athletics,Cleveland Indians,6,4,-128,+110,18 Aug 2012 02:05,
San Diego Padres,San Francisco Giants,1,10,+137,-159,18 Aug 2012 02:05,
Colorado Rockies,Miami Marlins,5,6,-135,+117,18 Aug 2012 00:40,
St.Louis Cardinals,Pittsburgh Pirates,1,2,-156,+135,18 Aug 2012 00:15,
Kansas City Royals,Chicago White Sox,4,2,+133,-154,18 Aug 2012 00:10,
Milwaukee Brewers,Philadelphia Phillies,6,2,-154,+133,18 Aug 2012 00:10,
Houston Astros,Arizona Diamondbacks,1,3,+159,-185,18 Aug 2012 00:05,
Atlanta Braves,Los Angeles Dodgers,4,3,-115,-102,17 Aug 2012 23:35,
Cincinnati Reds,Chicago Cubs,7,3,-204,+174,17 Aug 2012 23:10,
Toronto Blue Jays,Texas Rangers,3,2,+149,-172,17 Aug 2012 23:07,
Detroit Tigers,Baltimore Orioles,5,3,-286,+240,17 Aug 2012 23:05,
New York Yankees,Boston Red Sox,6,4,-139,+121,17 Aug 2012 23:05,
Washington Nationals,New York Mets,6,4,-159,+136,17 Aug 2012 23:05,
Los Angeles Angels,Tampa Bay Rays,0,7,-106,-111,17 Aug 2012 02:05,
Colorado Rockies,Miami Marlins,5,3,-120,+102,17 Aug 2012 00:40,
St.Louis Cardinals,Arizona Diamondbacks,1,2,-145,+125,17 Aug 2012 00:15,
Kansas City Royals,Oakland Athletics,0,3,-114,-103,17 Aug 2012 00:10,
Milwaukee Brewers,Philadelphia Phillies,7,4,+100,-119,17 Aug 2012 00:10,
Atlanta Braves,San Diego Padres,6,0,-196,+169,16 Aug 2012 23:10,
Cincinnati Reds,New York Mets,4,8,-156,+135,16 Aug 2012 23:10,
Toronto Blue Jays,Chicago White Sox,2,7,+125,-145,16 Aug 2012 23:07,
Baltimore Orioles,Boston Red Sox,3,6,+116,-135,16 Aug 2012 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,10,6,-135,+117,16 Aug 2012 20:05,
New York Yankees,Texas Rangers,6,10,-111,-106,16 Aug 2012 17:05,
Los Angeles Angels,Cleveland Indians,8,4,-167,+142,16 Aug 2012 02:05,
St.Louis Cardinals,Arizona Diamondbacks,5,2,-182,+158,16 Aug 2012 00:15,
Kansas City Royals,Oakland Athletics,3,2,+104,-123,16 Aug 2012 00:10,
Atlanta Braves,San Diego Padres,6,1,-185,+161,15 Aug 2012 23:10,
Cincinnati Reds,New York Mets,6,1,-104,-112,15 Aug 2012 23:10,
Toronto Blue Jays,Chicago White Sox,5,9,-106,-111,15 Aug 2012 23:07,
Baltimore Orioles,Boston Red Sox,5,3,-128,+110,15 Aug 2012 23:05,
New York Yankees,Texas Rangers,3,2,-115,-102,15 Aug 2012 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,3,9,+124,-143,15 Aug 2012 23:05,
San Francisco Giants,Washington Nationals,4,6,+106,-123,15 Aug 2012 19:45,
Seattle Mariners,Tampa Bay Rays,1,0,-130,+110,15 Aug 2012 19:40,
Colorado Rockies,Milwaukee Brewers,7,6,-114,-101,15 Aug 2012 19:10,
Chicago Cubs,Houston Astros,7,2,-133,+114,15 Aug 2012 18:20,
Minnesota Twins,Detroit Tigers,1,5,+133,-154,15 Aug 2012 17:10,
Miami Marlins,Philadelphia Phillies,9,2,+112,-132,15 Aug 2012 16:40,
San Francisco Giants,Washington Nationals,6,1,-132,+112,15 Aug 2012 02:15,
Seattle Mariners,Tampa Bay Rays,3,2,+145,-169,15 Aug 2012 02:10,
Los Angeles Angels,Cleveland Indians,9,6,-185,+161,15 Aug 2012 02:05,
Colorado Rockies,Milwaukee Brewers,8,6,-104,-114,15 Aug 2012 00:40,
St.Louis Cardinals,Arizona Diamondbacks,8,2,-108,-110,15 Aug 2012 00:15,
Kansas City Royals,Oakland Athletics,5,0,-114,-104,15 Aug 2012 00:10,
Minnesota Twins,Detroit Tigers,4,8,+142,-164,15 Aug 2012 00:10,
Chicago Cubs,Houston Astros,1,10,-122,+104,15 Aug 2012 00:05,
Pittsburgh Pirates,Los Angeles Dodgers,0,11,+102,-118,15 Aug 2012 00:00,
Atlanta Braves,San Diego Padres,6,0,-172,+149,14 Aug 2012 23:10,
Cincinnati Reds,New York Mets,3,0,-189,+161,14 Aug 2012 23:10,
Miami Marlins,Philadelphia Phillies,0,1,-156,+135,14 Aug 2012 23:10,
Toronto Blue Jays,Chicago White Sox,2,3,+102,-120,14 Aug 2012 23:07,
Baltimore Orioles,Boston Red Sox,7,1,-112,-105,14 Aug 2012 23:05,
New York Yankees,Texas Rangers,3,0,-141,+122,14 Aug 2012 23:05,
San Francisco Giants,Washington Nationals,2,14,-118,+100,14 Aug 2012 02:15,
Seattle Mariners,Tampa Bay Rays,1,4,+117,-135,14 Aug 2012 02:10,
Los Angeles Angels,Cleveland Indians,2,6,-196,+168,14 Aug 2012 02:05,
Colorado Rockies,Milwaukee Brewers,9,6,+127,-147,14 Aug 2012 00:40,
Minnesota Twins,Detroit Tigers,9,3,+122,-141,14 Aug 2012 00:10,
Chicago Cubs,Houston Astros,7,1,-185,+161,14 Aug 2012 00:05,
Atlanta Braves,San Diego Padres,1,4,-192,+166,13 Aug 2012 23:30,
Miami Marlins,Philadelphia Phillies,0,4,+141,-164,13 Aug 2012 23:10,
Toronto Blue Jays,Chicago White Sox,3,2,+108,-127,13 Aug 2012 23:07,
New York Yankees,Texas Rangers,8,2,-115,-102,13 Aug 2012 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,4,5,-132,+114,13 Aug 2012 23:05,
New York Mets,Atlanta Braves,6,5,-103,-114,13 Aug 2012 00:00,
Arizona Diamondbacks,Washington Nationals,7,4,-133,+114,12 Aug 2012 20:10,
San Francisco Giants,Colorado Rockies,9,6,-169,+147,12 Aug 2012 20:05,
Los Angeles Angels,Seattle Mariners,1,4,-270,+225,12 Aug 2012 19:35,
Texas Rangers,Detroit Tigers,8,3,-141,+122,12 Aug 2012 19:05,
Chicago Cubs,Cincinnati Reds,0,3,+165,-192,12 Aug 2012 18:20,
Chicago White Sox,Oakland Athletics,7,3,-156,+135,12 Aug 2012 18:10,
Minnesota Twins,Tampa Bay Rays,3,7,+108,-128,12 Aug 2012 18:10,
Houston Astros,Milwaukee Brewers,3,5,+162,-185,12 Aug 2012 18:05,
Baltimore Orioles,Kansas City Royals,5,3,-125,+106,12 Aug 2012 17:35,
Philadelphia Phillies,St.Louis Cardinals,8,7,+100,-119,12 Aug 2012 17:35,
Pittsburgh Pirates,San Diego Padres,11,5,-175,+152,12 Aug 2012 17:35,
Miami Marlins,Los Angeles Dodgers,0,5,+119,-139,12 Aug 2012 17:10,
Toronto Blue Jays,New York Yankees,10,7,+156,-182,12 Aug 2012 17:07,
Cleveland Indians,Boston Red Sox,1,14,+134,-156,12 Aug 2012 17:05,
Los Angeles Angels,Seattle Mariners,4,7,-238,+200,12 Aug 2012 01:05,
Arizona Diamondbacks,Washington Nationals,5,6,-132,+112,12 Aug 2012 00:10,
Texas Rangers,Detroit Tigers,2,1,+122,-141,12 Aug 2012 00:05,
Chicago White Sox,Oakland Athletics,7,9,-143,+127,11 Aug 2012 23:10,
Miami Marlins,Los Angeles Dodgers,7,3,+110,-128,11 Aug 2012 23:10,
Minnesota Twins,Tampa Bay Rays,2,4,+168,-196,11 Aug 2012 23:10,
New York Mets,Atlanta Braves,3,9,-109,-109,11 Aug 2012 23:10,
Baltimore Orioles,Kansas City Royals,3,7,-139,+120,11 Aug 2012 23:05,
Houston Astros,Milwaukee Brewers,6,5,+154,-179,11 Aug 2012 23:05,
Philadelphia Phillies,St.Louis Cardinals,1,4,-141,+122,11 Aug 2012 23:05,
Pittsburgh Pirates,San Diego Padres,0,5,-179,+154,11 Aug 2012 23:05,
Cleveland Indians,Boston Red Sox,5,2,+119,-137,11 Aug 2012 22:05,
Chicago Cubs,Cincinnati Reds,2,4,+119,-137,11 Aug 2012 20:05,
San Francisco Giants,Colorado Rockies,9,3,-238,+206,11 Aug 2012 20:05,
Toronto Blue Jays,New York Yankees,2,5,+134,-156,11 Aug 2012 17:07,
San Francisco Giants,Colorado Rockies,0,3,-227,+191,11 Aug 2012 02:35,
Los Angeles Angels,Seattle Mariners,6,5,-119,+100,11 Aug 2012 02:05,
Arizona Diamondbacks,Washington Nationals,1,9,+106,-125,11 Aug 2012 01:40,
Chicago White Sox,Oakland Athletics,4,3,-112,-105,11 Aug 2012 00:10,
Minnesota Twins,Tampa Bay Rays,6,12,-101,-118,11 Aug 2012 00:10,
Houston Astros,Milwaukee Brewers,4,3,+100,-118,11 Aug 2012 00:05,
Texas Rangers,Detroit Tigers,2,6,-128,+110,11 Aug 2012 00:05,
Miami Marlins,Los Angeles Dodgers,2,5,+141,-164,10 Aug 2012 23:10,
New York Mets,Atlanta Braves,0,4,-102,-115,10 Aug 2012 23:10,
Toronto Blue Jays,New York Yankees,4,10,+121,-141,10 Aug 2012 23:07,
Baltimore Orioles,Kansas City Royals,7,1,-120,+102,10 Aug 2012 23:05,
Cleveland Indians,Boston Red Sox,2,3,+137,-159,10 Aug 2012 23:05,
Philadelphia Phillies,St.Louis Cardinals,3,1,-123,+104,10 Aug 2012 23:05,
Pittsburgh Pirates,San Diego Padres,8,7,-139,+121,10 Aug 2012 23:05,
Chicago Cubs,Cincinnati Reds,8,10,+124,-143,10 Aug 2012 18:20,
Chicago Cubs,Cincinnati Reds,5,3,+136,-149,10 Aug 2012 01:15,
Houston Astros,Washington Nationals,0,5,+154,-182,10 Aug 2012 00:05,
Baltimore Orioles,Kansas City Royals,2,8,-185,+162,09 Aug 2012 23:05,
Cleveland Indians,Boston Red Sox,5,3,+120,-139,09 Aug 2012 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,3,6,-127,+108,09 Aug 2012 20:05,
St.Louis Cardinals,San Francisco Giants,3,1,-137,+118,09 Aug 2012 17:45,
Tampa Bay Rays,Toronto Blue Jays,7,1,-196,+169,09 Aug 2012 17:10,
Detroit Tigers,New York Yankees,3,4,-119,+100,09 Aug 2012 17:05,
New York Mets,Miami Marlins,6,1,-156,+135,09 Aug 2012 16:10,
Los Angeles Dodgers,Colorado Rockies,6,4,-217,+181,09 Aug 2012 02:10,
St.Louis Cardinals,San Francisco Giants,0,15,-119,+102,09 Aug 2012 00:15,
Chicago White Sox,Kansas City Royals,1,2,-179,+154,09 Aug 2012 00:10,
Houston Astros,Washington Nationals,3,4,+188,-222,09 Aug 2012 00:05,
New York Mets,Miami Marlins,0,13,-149,+129,08 Aug 2012 23:10,
Tampa Bay Rays,Toronto Blue Jays,3,2,-145,+125,08 Aug 2012 23:10,
Baltimore Orioles,Seattle Mariners,9,2,-133,+114,08 Aug 2012 23:05,
Detroit Tigers,New York Yankees,8,12,+120,-139,08 Aug 2012 23:05,
Philadelphia Phillies,Atlanta Braves,6,12,+129,-147,08 Aug 2012 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,7,6,+125,-145,08 Aug 2012 23:05,
San Diego Padres,Chicago Cubs,2,0,-137,+118,08 Aug 2012 22:35,
Oakland Athletics,Los Angeles Angels,9,8,+124,-143,08 Aug 2012 19:35,
Milwaukee Brewers,Cincinnati Reds,3,2,+127,-149,08 Aug 2012 18:10,
Boston Red Sox,Texas Rangers,9,10,-102,-116,08 Aug 2012 17:35,
Cleveland Indians,Minnesota Twins,6,2,-125,+106,08 Aug 2012 16:05,
Los Angeles Dodgers,Colorado Rockies,1,3,-179,+154,08 Aug 2012 02:10,
Oakland Athletics,Los Angeles Angels,10,4,+123,-143,08 Aug 2012 02:05,
San Diego Padres,Chicago Cubs,7,4,-135,+119,08 Aug 2012 02:05,
St.Louis Cardinals,San Francisco Giants,2,4,-213,+181,08 Aug 2012 00:15,
Chicago White Sox,Kansas City Royals,2,5,-208,+177,08 Aug 2012 00:10,
Milwaukee Brewers,Cincinnati Reds,3,1,-104,-114,08 Aug 2012 00:10,
Houston Astros,Washington Nationals,2,3,+158,-182,08 Aug 2012 00:05,
Boston Red Sox,Texas Rangers,3,6,-115,-103,07 Aug 2012 23:10,
New York Mets,Miami Marlins,2,4,-156,+135,07 Aug 2012 23:10,
Tampa Bay Rays,Toronto Blue Jays,4,1,-182,+156,07 Aug 2012 23:10,
Baltimore Orioles,Seattle Mariners,8,7,-133,+114,07 Aug 2012 23:05,
Cleveland Indians,Minnesota Twins,5,7,-110,-108,07 Aug 2012 23:05,
Detroit Tigers,New York Yankees,6,5,-105,-112,07 Aug 2012 23:05,
Philadelphia Phillies,Atlanta Braves,3,0,-141,+121,07 Aug 2012 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,4,10,-122,+104,07 Aug 2012 23:05,
Los Angeles Dodgers,Colorado Rockies,0,2,-192,+165,07 Aug 2012 02:10,
Oakland Athletics,Los Angeles Angels,0,4,+143,-164,07 Aug 2012 02:05,
San Diego Padres,Chicago Cubs,2,0,-139,+119,07 Aug 2012 02:05,
St.Louis Cardinals,San Francisco Giants,8,2,-119,+100,07 Aug 2012 00:15,
Chicago White Sox,Kansas City Royals,4,2,-227,+191,07 Aug 2012 00:10,
Milwaukee Brewers,Cincinnati Reds,6,3,-137,+119,07 Aug 2012 00:10,
Houston Astros,Washington Nationals,4,5,+168,-196,07 Aug 2012 00:05,
Boston Red Sox,Texas Rangers,9,2,+123,-143,06 Aug 2012 23:10,
Baltimore Orioles,Seattle Mariners,3,1,-137,+118,06 Aug 2012 23:05,
Cleveland Indians,Minnesota Twins,3,14,-123,+104,06 Aug 2012 23:05,
Detroit Tigers,New York Yankees,7,2,-179,+156,06 Aug 2012 23:05,
Philadelphia Phillies,Atlanta Braves,1,6,+100,-119,06 Aug 2012 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,4,0,-101,-116,06 Aug 2012 23:05,
St.Louis Cardinals,Milwaukee Brewers,3,0,-179,+154,06 Aug 2012 00:05,
Los Angeles Dodgers,Chicago Cubs,7,6,-182,+163,05 Aug 2012 20:10,
San Diego Padres,New York Mets,7,3,+122,-139,05 Aug 2012 20:05,
Oakland Athletics,Toronto Blue Jays,5,6,-172,+149,05 Aug 2012 20:05,
Colorado Rockies,San Francisco Giants,3,8,+138,-156,05 Aug 2012 19:10,
Chicago White Sox,Los Angeles Angels,4,2,-105,-112,05 Aug 2012 18:10,
Kansas City Royals,Texas Rangers,7,6,+123,-143,05 Aug 2012 18:10,
Tampa Bay Rays,Baltimore Orioles,0,1,-238,+200,05 Aug 2012 17:40,
Atlanta Braves,Houston Astros,6,1,-238,+202,05 Aug 2012 17:35,
Boston Red Sox,Minnesota Twins,6,4,-208,+174,05 Aug 2012 17:35,
Philadelphia Phillies,Arizona Diamondbacks,5,4,-149,+127,05 Aug 2012 17:35,
Washington Nationals,Miami Marlins,4,1,-238,+200,05 Aug 2012 17:35,
Cincinnati Reds,Pittsburgh Pirates,2,6,-116,-101,05 Aug 2012 17:10,
Detroit Tigers,Cleveland Indians,10,8,-217,+185,05 Aug 2012 17:05,
New York Yankees,Seattle Mariners,6,2,-189,+163,05 Aug 2012 17:05,
Los Angeles Dodgers,Chicago Cubs,3,1,-323,+260,05 Aug 2012 01:10,
San Diego Padres,New York Mets,2,6,-139,+120,05 Aug 2012 00:35,
Colorado Rockies,San Francisco Giants,6,11,+136,-156,05 Aug 2012 00:10,
St.Louis Cardinals,Milwaukee Brewers,6,1,-204,+173,04 Aug 2012 23:15,
Atlanta Braves,Houston Astros,2,3,-217,+186,04 Aug 2012 23:10,
Boston Red Sox,Minnesota Twins,4,6,-196,+169,04 Aug 2012 23:10,
Chicago White Sox,Los Angeles Angels,5,6,-120,+102,04 Aug 2012 23:10,
Cincinnati Reds,Pittsburgh Pirates,5,4,-130,+110,04 Aug 2012 23:10,
Tampa Bay Rays,Baltimore Orioles,0,4,-139,+119,04 Aug 2012 23:10,
Detroit Tigers,Cleveland Indians,6,1,-204,+174,04 Aug 2012 23:05,
Philadelphia Phillies,Arizona Diamondbacks,3,0,-141,+121,04 Aug 2012 23:05,
Washington Nationals,Miami Marlins,10,7,-185,+159,04 Aug 2012 23:05,
Kansas City Royals,Texas Rangers,2,4,+144,-167,04 Aug 2012 22:10,
Oakland Athletics,Toronto Blue Jays,1,3,-169,+146,04 Aug 2012 20:05,
New York Yankees,Seattle Mariners,0,1,-154,+131,04 Aug 2012 17:05,
Los Angeles Dodgers,Chicago Cubs,6,1,-164,+141,04 Aug 2012 02:10,
Oakland Athletics,Toronto Blue Jays,5,4,-167,+146,04 Aug 2012 02:05,
San Diego Padres,New York Mets,3,1,+119,-137,04 Aug 2012 02:05,
Colorado Rockies,San Francisco Giants,4,16,+133,-154,04 Aug 2012 00:40,
St.Louis Cardinals,Milwaukee Brewers,9,3,-154,+133,04 Aug 2012 00:15,
Chicago White Sox,Los Angeles Angels,8,6,+127,-147,04 Aug 2012 00:10,
Kansas City Royals,Texas Rangers,3,5,+159,-182,04 Aug 2012 00:10,
Washington Nationals,Miami Marlins,2,5,-141,+129,03 Aug 2012 23:45,
Atlanta Braves,Houston Astros,4,1,-286,+233,03 Aug 2012 23:35,
Boston Red Sox,Minnesota Twins,5,6,-185,+159,03 Aug 2012 23:10,
Cincinnati Reds,Pittsburgh Pirates,3,0,-143,+123,03 Aug 2012 23:10,
Tampa Bay Rays,Baltimore Orioles,2,0,-175,+150,03 Aug 2012 23:10,
Detroit Tigers,Cleveland Indians,10,2,-161,+140,03 Aug 2012 23:05,
New York Yankees,Seattle Mariners,6,3,-263,+219,03 Aug 2012 23:05,
Philadelphia Phillies,Arizona Diamondbacks,2,4,+116,-135,03 Aug 2012 23:05,
Washington Nationals,Miami Marlins,7,4,-167,+144,03 Aug 2012 20:05,
Oakland Athletics,Toronto Blue Jays,4,1,-133,+116,03 Aug 2012 02:05,
Colorado Rockies,St.Louis Cardinals,8,2,+136,-156,03 Aug 2012 00:40,
Kansas City Royals,Cleveland Indians,7,6,-139,+119,03 Aug 2012 00:10,
Texas Rangers,Los Angeles Angels,15,9,-120,+102,03 Aug 2012 00:05,
Atlanta Braves,Miami Marlins,6,1,-182,+158,02 Aug 2012 23:10,
Boston Red Sox,Minnesota Twins,0,5,-200,+171,02 Aug 2012 23:10,
Washington Nationals,Philadelphia Phillies,3,0,-112,-105,02 Aug 2012 23:05,
San Francisco Giants,New York Mets,1,9,-135,+116,02 Aug 2012 19:45,
Cincinnati Reds,San Diego Padres,9,4,-204,+175,02 Aug 2012 16:35,
San Francisco Giants,New York Mets,1,2,-179,+152,02 Aug 2012 02:15,
Seattle Mariners,Toronto Blue Jays,5,3,+100,-119,02 Aug 2012 02:10,
Colorado Rockies,St.Louis Cardinals,5,9,+121,-141,02 Aug 2012 00:40,
Kansas City Royals,Cleveland Indians,5,2,+100,-118,02 Aug 2012 00:10,
Texas Rangers,Los Angeles Angels,11,10,-175,+154,02 Aug 2012 00:05,
Atlanta Braves,Miami Marlins,2,4,-192,+167,01 Aug 2012 23:10,
Boston Red Sox,Detroit Tigers,5,7,-109,-109,01 Aug 2012 23:10,
Cincinnati Reds,San Diego Padres,6,4,-175,+150,01 Aug 2012 23:10,
Washington Nationals,Philadelphia Phillies,2,3,-133,+116,01 Aug 2012 23:05,
Oakland Athletics,Tampa Bay Rays,1,4,-120,+102,01 Aug 2012 19:35,
Los Angeles Dodgers,Arizona Diamondbacks,0,4,-115,+100,01 Aug 2012 19:10,
Chicago Cubs,Pittsburgh Pirates,4,8,+108,-127,01 Aug 2012 18:20,
Milwaukee Brewers,Houston Astros,13,4,-256,+216,01 Aug 2012 18:10,
Minnesota Twins,Chicago White Sox,2,3,+104,-122,01 Aug 2012 17:10,
New York Yankees,Baltimore Orioles,12,3,-192,+166,01 Aug 2012 17:05,
San Francisco Giants,New York Mets,4,1,-164,+141,01 Aug 2012 02:15,
Los Angeles Dodgers,Arizona Diamondbacks,2,8,-120,+102,01 Aug 2012 02:10,
Seattle Mariners,Toronto Blue Jays,7,2,-122,+104,01 Aug 2012 02:10,
Oakland Athletics,Tampa Bay Rays,0,8,-120,+102,01 Aug 2012 02:05,
Colorado Rockies,St.Louis Cardinals,6,11,+118,-137,01 Aug 2012 00:40,
Kansas City Royals,Cleveland Indians,8,3,-122,+104,01 Aug 2012 00:10,
Milwaukee Brewers,Houston Astros,10,1,-256,+214,01 Aug 2012 00:10,
Minnesota Twins,Chicago White Sox,3,4,+129,-152,01 Aug 2012 00:10,
Chicago Cubs,Pittsburgh Pirates,0,5,+114,-132,01 Aug 2012 00:05,
Texas Rangers,Los Angeles Angels,2,6,-108,-110,01 Aug 2012 00:05,
Atlanta Braves,Miami Marlins,7,1,-175,+152,31 Jul 2012 23:10,
Boston Red Sox,Detroit Tigers,4,1,+118,-137,31 Jul 2012 23:10,
Cincinnati Reds,San Diego Padres,7,6,-175,+152,31 Jul 2012 23:10,
New York Yankees,Baltimore Orioles,5,11,-179,+154,31 Jul 2012 23:05,
Washington Nationals,Philadelphia Phillies,0,8,-145,+125,31 Jul 2012 23:05,
San Francisco Giants,New York Mets,7,8,-196,+167,31 Jul 2012 02:15,
Los Angeles Dodgers,Arizona Diamondbacks,2,7,-125,+106,31 Jul 2012 02:10,
Seattle Mariners,Toronto Blue Jays,4,1,-109,-109,31 Jul 2012 02:10,
Oakland Athletics,Tampa Bay Rays,4,3,+114,-132,31 Jul 2012 02:05,
Milwaukee Brewers,Houston Astros,8,7,-179,+154,31 Jul 2012 00:10,
Minnesota Twins,Chicago White Sox,7,6,+112,-132,31 Jul 2012 00:10,
Chicago Cubs,Pittsburgh Pirates,14,4,+110,-128,31 Jul 2012 00:05,
Atlanta Braves,Miami Marlins,8,2,-159,+137,30 Jul 2012 23:10,
Boston Red Sox,Detroit Tigers,7,3,-119,+100,30 Jul 2012 23:10,
Cincinnati Reds,San Diego Padres,5,11,-152,+131,30 Jul 2012 23:10,
New York Yankees,Baltimore Orioles,4,5,-172,+150,30 Jul 2012 23:05,
Texas Rangers,Los Angeles Angels,8,15,-156,+135,30 Jul 2012 23:05,
New York Yankees,Boston Red Sox,2,3,-169,+148,30 Jul 2012 00:00,
Texas Rangers,Chicago White Sox,2,0,-154,+133,29 Jul 2012 23:05,
Arizona Diamondbacks,New York Mets,1,5,-112,-105,29 Jul 2012 20:10,
Seattle Mariners,Kansas City Royals,7,6,-200,+172,29 Jul 2012 20:10,
San Francisco Giants,Los Angeles Dodgers,0,4,-101,-118,29 Jul 2012 20:05,
Los Angeles Angels,Tampa Bay Rays,0,2,-185,+159,29 Jul 2012 19:35,
Colorado Rockies,Cincinnati Reds,2,7,+147,-169,29 Jul 2012 19:10,
Chicago Cubs,St.Louis Cardinals,4,2,+129,-149,29 Jul 2012 18:20,
Milwaukee Brewers,Washington Nationals,10,11,+131,-154,29 Jul 2012 18:10,
Minnesota Twins,Cleveland Indians,5,1,-112,-102,29 Jul 2012 18:10,
Houston Astros,Pittsburgh Pirates,9,5,+122,-143,29 Jul 2012 18:05,
Atlanta Braves,Philadelphia Phillies,6,2,-111,-106,29 Jul 2012 17:35,
Baltimore Orioles,Oakland Athletics,6,1,-125,+106,29 Jul 2012 17:35,
Miami Marlins,San Diego Padres,5,4,-169,+147,29 Jul 2012 17:10,
Toronto Blue Jays,Detroit Tigers,1,4,+124,-143,29 Jul 2012 17:07,
Los Angeles Angels,Tampa Bay Rays,0,3,-167,+145,29 Jul 2012 01:05,
Arizona Diamondbacks,New York Mets,6,3,-185,+161,29 Jul 2012 00:10,
Colorado Rockies,Cincinnati Reds,7,9,+133,-154,29 Jul 2012 00:10,
Texas Rangers,Chicago White Sox,2,5,-192,+165,29 Jul 2012 00:05,
Atlanta Braves,Philadelphia Phillies,2,1,-128,+110,28 Jul 2012 23:10,
Miami Marlins,San Diego Padres,4,2,-139,+120,28 Jul 2012 23:10,
Milwaukee Brewers,Washington Nationals,1,4,+120,-139,28 Jul 2012 23:10,
Minnesota Twins,Cleveland Indians,12,5,+108,-128,28 Jul 2012 23:10,
Baltimore Orioles,Oakland Athletics,1,6,-111,-106,28 Jul 2012 23:05,
Houston Astros,Pittsburgh Pirates,3,4,+152,-175,28 Jul 2012 23:05,
Seattle Mariners,Kansas City Royals,4,3,-112,-105,28 Jul 2012 20:10,
New York Yankees,Boston Red Sox,6,8,-182,+156,28 Jul 2012 20:05,
San Francisco Giants,Los Angeles Dodgers,0,10,-105,-112,28 Jul 2012 20:05,
Toronto Blue Jays,Detroit Tigers,5,1,+121,-141,28 Jul 2012 17:07,
Chicago Cubs,St.Louis Cardinals,3,2,-104,-114,28 Jul 2012 17:05,
San Francisco Giants,Los Angeles Dodgers,3,5,-192,+164,28 Jul 2012 02:15,
Seattle Mariners,Kansas City Royals,6,1,-119,+100,28 Jul 2012 02:10,
Los Angeles Angels,Tampa Bay Rays,3,1,-167,+145,28 Jul 2012 02:05,
Arizona Diamondbacks,New York Mets,11,5,-141,+122,28 Jul 2012 01:40,
Colorado Rockies,Cincinnati Reds,0,3,-102,-116,28 Jul 2012 00:40,
Milwaukee Brewers,Washington Nationals,6,0,-133,+114,28 Jul 2012 00:10,
Minnesota Twins,Cleveland Indians,11,0,-137,+118,28 Jul 2012 00:10,
Houston Astros,Pittsburgh Pirates,5,6,+139,-161,28 Jul 2012 00:05,
Texas Rangers,Chicago White Sox,5,9,-139,+121,28 Jul 2012 00:05,
