team1,team2,score1,score2,odds1,odds2,datetime,notes
St.Louis Cardinals,Pittsburgh Pirates,4,3,-172,+154,01 Oct 2016 17:05,
San Francisco Giants,Los Angeles Dodgers,9,3,-147,+129,01 Oct 2016 02:15,
Seattle Mariners,Oakland Athletics,5,1,-192,+170,01 Oct 2016 02:10,
Los Angeles Angels,Houston Astros,7,1,+110,-123,01 Oct 2016 02:05,
Arizona Diamondbacks,San Diego Padres,5,3,-132,+114,01 Oct 2016 01:40,
Kansas City Royals,Cleveland Indians,2,7,+112,-128,01 Oct 2016 00:15,
St.Louis Cardinals,Pittsburgh Pirates,7,0,-189,+166,01 Oct 2016 00:15,
Chicago White Sox,Minnesota Twins,7,3,-156,+137,01 Oct 2016 00:10,
Colorado Rockies,Milwaukee Brewers,4,1,-143,+125,01 Oct 2016 00:10,
Texas Rangers,Tampa Bay Rays,3,1,-217,+186,01 Oct 2016 00:05,
Atlanta Braves,Detroit Tigers,2,6,+118,-137,30 Sep 2016 23:35,
Boston Red Sox,Toronto Blue Jays,5,3,-154,+135,30 Sep 2016 23:10,
Cincinnati Reds,Chicago Cubs,3,7,+147,-167,30 Sep 2016 23:10,
New York Yankees,Baltimore Orioles,1,8,-159,+138,30 Sep 2016 23:05,
Philadelphia Phillies,New York Mets,1,5,+150,-169,30 Sep 2016 23:05,
Washington Nationals,Miami Marlins,4,7,-137,+120,30 Sep 2016 23:05,
San Francisco Giants,Colorado Rockies,7,2,-208,+181,30 Sep 2016 02:15,
Seattle Mariners,Oakland Athletics,3,2,-154,+136,30 Sep 2016 02:10,
San Diego Padres,Los Angeles Dodgers,4,9,+145,-164,30 Sep 2016 01:10,
Chicago White Sox,Tampa Bay Rays,3,5,-118,+102,30 Sep 2016 00:10,
Kansas City Royals,Minnesota Twins,6,7,-189,+166,29 Sep 2016 23:15,
St.Louis Cardinals,Cincinnati Reds,4,3,-196,+171,29 Sep 2016 23:15,
Atlanta Braves,Philadelphia Phillies,5,2,-125,+110,29 Sep 2016 23:10,
Toronto Blue Jays,Baltimore Orioles,0,4,-208,+177,29 Sep 2016 23:07,
New York Yankees,Boston Red Sox,5,1,-161,+142,29 Sep 2016 23:05,
Pittsburgh Pirates,Chicago Cubs,1,1,-145,+127,29 Sep 2016 23:05,
Washington Nationals,Arizona Diamondbacks,5,3,-132,+114,29 Sep 2016 17:05,
San Francisco Giants,Colorado Rockies,0,2,-185,+164,29 Sep 2016 02:15,
San Diego Padres,Los Angeles Dodgers,6,5,+161,-182,29 Sep 2016 02:10,
Los Angeles Angels,Oakland Athletics,8,6,-114,-102,29 Sep 2016 02:05,
St.Louis Cardinals,Cincinnati Reds,1,2,-182,+159,29 Sep 2016 00:15,
Chicago White Sox,Tampa Bay Rays,1,0,+102,-118,29 Sep 2016 00:10,
Texas Rangers,Milwaukee Brewers,8,5,-222,+189,29 Sep 2016 00:05,
Kansas City Royals,Minnesota Twins,5,2,-132,+116,28 Sep 2016 23:15,
Detroit Tigers,Cleveland Indians,6,3,-133,+117,28 Sep 2016 23:10,
Atlanta Braves,Philadelphia Phillies,12,2,-145,+127,28 Sep 2016 23:10,
Miami Marlins,New York Mets,2,5,-114,-102,28 Sep 2016 23:10,
Toronto Blue Jays,Baltimore Orioles,2,3,-152,+134,28 Sep 2016 23:07,
New York Yankees,Boston Red Sox,5,3,+106,-123,28 Sep 2016 23:05,
Pittsburgh Pirates,Chicago Cubs,8,4,+154,-175,28 Sep 2016 23:05,
Washington Nationals,Arizona Diamondbacks,0,3,-167,+146,28 Sep 2016 23:05,
Houston Astros,Seattle Mariners,4,12,+106,-122,28 Sep 2016 18:10,
San Francisco Giants,Colorado Rockies,12,3,-189,+166,28 Sep 2016 02:15,
San Diego Padres,Los Angeles Dodgers,7,1,+200,-233,28 Sep 2016 02:10,
Los Angeles Angels,Oakland Athletics,8,1,-122,+108,28 Sep 2016 02:05,
St.Louis Cardinals,Cincinnati Reds,12,5,-227,+196,28 Sep 2016 00:15,
Chicago White Sox,Tampa Bay Rays,13,6,-175,+154,28 Sep 2016 00:10,
Houston Astros,Seattle Mariners,8,4,-114,-101,28 Sep 2016 00:10,
Texas Rangers,Milwaukee Brewers,6,4,-196,+172,28 Sep 2016 00:05,
Kansas City Royals,Minnesota Twins,4,3,-175,+154,27 Sep 2016 23:15,
Atlanta Braves,Philadelphia Phillies,7,6,-145,+127,27 Sep 2016 23:10,
Detroit Tigers,Cleveland Indians,12,0,-286,+238,27 Sep 2016 23:10,
Miami Marlins,New York Mets,1,12,+149,-169,27 Sep 2016 23:10,
Toronto Blue Jays,Baltimore Orioles,5,1,-128,+112,27 Sep 2016 23:07,
New York Yankees,Boston Red Sox,6,4,+193,-222,27 Sep 2016 23:05,
Pittsburgh Pirates,Chicago Cubs,4,6,+127,-145,27 Sep 2016 23:05,
Washington Nationals,Arizona Diamondbacks,4,2,-286,+239,27 Sep 2016 23:05,
Los Angeles Angels,Oakland Athletics,2,1,+102,-116,27 Sep 2016 02:05,
St.Louis Cardinals,Cincinnati Reds,2,15,-263,+227,27 Sep 2016 00:15,
Chicago White Sox,Tampa Bay Rays,7,1,+119,-135,27 Sep 2016 00:10,
Houston Astros,Seattle Mariners,3,4,-127,+110,27 Sep 2016 00:10,
Texas Rangers,Milwaukee Brewers,3,8,-185,+161,27 Sep 2016 00:05,
Detroit Tigers,Cleveland Indians,4,7,+154,-175,26 Sep 2016 23:10,
Miami Marlins,New York Mets,7,3,-109,-106,26 Sep 2016 23:10,
Toronto Blue Jays,New York Yankees,5,7,-208,+181,26 Sep 2016 23:07,
Pittsburgh Pirates,Chicago Cubs,2,12,+150,-169,26 Sep 2016 23:05,
Washington Nationals,Arizona Diamondbacks,4,14,-185,+163,26 Sep 2016 23:05,
Chicago Cubs,St.Louis Cardinals,3,1,-164,+146,26 Sep 2016 00:08,
San Diego Padres,San Francisco Giants,4,3,+106,-122,25 Sep 2016 20:40,
Los Angeles Dodgers,Colorado Rockies,4,3,-149,+131,25 Sep 2016 20:10,
Oakland Athletics,Texas Rangers,7,1,-111,-104,25 Sep 2016 20:05,
Houston Astros,Los Angeles Angels,4,1,-189,+165,25 Sep 2016 18:10,
Milwaukee Brewers,Cincinnati Reds,2,4,-135,+119,25 Sep 2016 18:10,
Minnesota Twins,Seattle Mariners,3,4,+127,-145,25 Sep 2016 18:10,
Baltimore Orioles,Arizona Diamondbacks,2,1,-270,+227,25 Sep 2016 17:35,
Pittsburgh Pirates,Washington Nationals,7,10,-139,+122,25 Sep 2016 17:35,
Cleveland Indians,Chicago White Sox,0,3,-156,+139,25 Sep 2016 17:10,
Detroit Tigers,Kansas City Royals,9,12,-154,+137,25 Sep 2016 17:10,
Miami Marlins,Atlanta Braves,,,-185,+165,25 Sep 2016 17:10,
New York Mets,Philadelphia Phillies,17,0,-196,+173,25 Sep 2016 17:10,
Tampa Bay Rays,Boston Red Sox,2,3,+108,-123,25 Sep 2016 17:10,
Toronto Blue Jays,New York Yankees,4,3,-128,+112,25 Sep 2016 17:07,
Los Angeles Dodgers,Colorado Rockies,14,1,-357,+290,25 Sep 2016 01:10,
San Diego Padres,San Francisco Giants,6,9,+197,-227,25 Sep 2016 00:40,
Milwaukee Brewers,Cincinnati Reds,1,6,-112,-103,24 Sep 2016 23:10,
Cleveland Indians,Chicago White Sox,1,8,-145,+127,24 Sep 2016 23:10,
Houston Astros,Los Angeles Angels,4,10,-139,+123,24 Sep 2016 23:10,
Miami Marlins,Atlanta Braves,6,4,-200,+175,24 Sep 2016 23:10,
Minnesota Twins,Seattle Mariners,3,2,+131,-152,24 Sep 2016 23:10,
New York Mets,Philadelphia Phillies,8,10,-222,+189,24 Sep 2016 23:10,
Baltimore Orioles,Arizona Diamondbacks,6,1,-161,+141,24 Sep 2016 23:05,
Pittsburgh Pirates,Washington Nationals,1,6,-108,-105,24 Sep 2016 23:05,
Tampa Bay Rays,Boston Red Sox,4,6,+127,-147,24 Sep 2016 22:10,
Toronto Blue Jays,New York Yankees,3,0,-233,+200,24 Sep 2016 20:07,
Oakland Athletics,Texas Rangers,0,5,+108,-122,24 Sep 2016 20:05,
Chicago Cubs,St.Louis Cardinals,4,10,-139,+123,24 Sep 2016 17:05,
Detroit Tigers,Kansas City Royals,4,7,-161,+141,24 Sep 2016 17:05,
San Diego Padres,San Francisco Giants,7,2,+138,-156,24 Sep 2016 02:40,
Los Angeles Dodgers,Colorado Rockies,5,2,-172,+152,24 Sep 2016 02:10,
Oakland Athletics,Texas Rangers,0,3,+137,-154,24 Sep 2016 01:35,
Houston Astros,Los Angeles Angels,6,10,-147,+127,24 Sep 2016 00:10,
Milwaukee Brewers,Cincinnati Reds,5,4,-120,+104,24 Sep 2016 00:10,
Minnesota Twins,Seattle Mariners,1,10,+144,-161,24 Sep 2016 00:10,
Cleveland Indians,Chicago White Sox,10,4,-179,+156,23 Sep 2016 23:10,
Detroit Tigers,Kansas City Royals,8,3,-130,+114,23 Sep 2016 23:10,
Miami Marlins,Atlanta Braves,2,3,-145,+127,23 Sep 2016 23:10,
New York Mets,Philadelphia Phillies,10,5,-141,+124,23 Sep 2016 23:10,
Tampa Bay Rays,Boston Red Sox,1,2,-101,-114,23 Sep 2016 23:10,
Toronto Blue Jays,New York Yankees,9,0,-208,+179,23 Sep 2016 23:07,
Baltimore Orioles,Arizona Diamondbacks,3,2,-233,+200,23 Sep 2016 23:05,
Pittsburgh Pirates,Washington Nationals,6,5,-116,+100,23 Sep 2016 23:05,
Chicago Cubs,St.Louis Cardinals,5,0,-196,+170,23 Sep 2016 18:20,
Los Angeles Dodgers,Colorado Rockies,7,4,-250,+216,23 Sep 2016 02:10,
San Diego Padres,San Francisco Giants,1,2,+139,-159,23 Sep 2016 02:10,
Houston Astros,Los Angeles Angels,0,2,-164,+145,23 Sep 2016 00:10,
Milwaukee Brewers,Pittsburgh Pirates,3,1,-102,-112,23 Sep 2016 00:10,
Minnesota Twins,Detroit Tigers,2,4,+131,-149,23 Sep 2016 00:10,
Cleveland Indians,Kansas City Royals,5,2,-147,+127,22 Sep 2016 23:10,
Miami Marlins,Atlanta Braves,3,6,-135,+119,22 Sep 2016 23:10,
New York Mets,Philadelphia Phillies,9,8,-159,+139,22 Sep 2016 23:10,
Tampa Bay Rays,New York Yankees,2,0,-132,+114,22 Sep 2016 23:10,
Baltimore Orioles,Boston Red Sox,3,5,+116,-132,22 Sep 2016 23:05,
Minnesota Twins,Detroit Tigers,2,9,+131,-149,22 Sep 2016 18:10,
Los Angeles Dodgers,San Francisco Giants,9,3,-154,+135,22 Sep 2016 02:10,
San Diego Padres,Arizona Diamondbacks,2,3,+110,-128,22 Sep 2016 01:10,
Milwaukee Brewers,Pittsburgh Pirates,1,4,+112,-128,22 Sep 2016 00:10,
Chicago Cubs,Cincinnati Reds,9,2,-286,+241,22 Sep 2016 00:05,
Texas Rangers,Los Angeles Angels,4,5,-159,+140,22 Sep 2016 00:05,
Cleveland Indians,Kansas City Royals,4,3,-192,+169,21 Sep 2016 23:10,
Miami Marlins,Washington Nationals,3,8,+179,-208,21 Sep 2016 23:10,
New York Mets,Atlanta Braves,3,4,-179,+158,21 Sep 2016 23:10,
Tampa Bay Rays,New York Yankees,5,11,+108,-125,21 Sep 2016 23:10,
Baltimore Orioles,Boston Red Sox,1,5,-108,-108,21 Sep 2016 23:05,
Philadelphia Phillies,Chicago White Sox,8,3,+139,-159,21 Sep 2016 23:05,
Seattle Mariners,Toronto Blue Jays,2,1,+110,-125,21 Sep 2016 19:40,
Oakland Athletics,Houston Astros,5,6,+140,-159,21 Sep 2016 19:35,
Colorado Rockies,St.Louis Cardinals,11,1,+121,-137,21 Sep 2016 19:10,
Los Angeles Dodgers,San Francisco Giants,0,2,-147,+129,21 Sep 2016 02:10,
San Diego Padres,Arizona Diamondbacks,5,2,+106,-122,21 Sep 2016 02:10,
Seattle Mariners,Toronto Blue Jays,2,10,+104,-119,21 Sep 2016 02:10,
Oakland Athletics,Houston Astros,1,2,+118,-133,21 Sep 2016 02:05,
Colorado Rockies,St.Louis Cardinals,5,10,+110,-125,21 Sep 2016 00:40,
Milwaukee Brewers,Pittsburgh Pirates,3,6,+110,-125,21 Sep 2016 00:10,
Minnesota Twins,Detroit Tigers,1,8,+102,-116,21 Sep 2016 00:10,
Chicago Cubs,Cincinnati Reds,6,1,-286,+245,21 Sep 2016 00:05,
Texas Rangers,Los Angeles Angels,5,4,-192,+169,21 Sep 2016 00:05,
Cleveland Indians,Kansas City Royals,2,1,-159,+141,20 Sep 2016 23:10,
Miami Marlins,Washington Nationals,1,0,-179,+158,20 Sep 2016 23:10,
New York Mets,Atlanta Braves,4,5,-122,+106,20 Sep 2016 23:10,
Tampa Bay Rays,New York Yankees,3,5,+100,-116,20 Sep 2016 23:10,
Baltimore Orioles,Boston Red Sox,2,5,-147,+129,20 Sep 2016 23:05,
Philadelphia Phillies,Chicago White Sox,7,6,-112,-102,20 Sep 2016 23:05,
Los Angeles Dodgers,San Francisco Giants,2,1,-189,+166,20 Sep 2016 02:10,
San Diego Padres,Arizona Diamondbacks,3,2,-154,+134,20 Sep 2016 02:10,
Seattle Mariners,Toronto Blue Jays,2,3,-118,+102,20 Sep 2016 02:10,
Oakland Athletics,Houston Astros,2,4,+100,-115,20 Sep 2016 02:05,
Colorado Rockies,St.Louis Cardinals,3,5,+102,-118,20 Sep 2016 00:40,
Chicago Cubs,Cincinnati Reds,5,2,-270,+235,20 Sep 2016 00:05,
Texas Rangers,Los Angeles Angels,3,2,-133,+117,20 Sep 2016 00:05,
Miami Marlins,Washington Nationals,4,3,-130,+114,19 Sep 2016 23:10,
New York Mets,Atlanta Braves,3,7,-270,+231,19 Sep 2016 23:10,
Baltimore Orioles,Boston Red Sox,2,5,+112,-128,19 Sep 2016 23:05,
Kansas City Royals,Chicago White Sox,8,3,-122,+106,19 Sep 2016 18:15,
Boston Red Sox,New York Yankees,5,4,-182,+159,19 Sep 2016 00:08,
Arizona Diamondbacks,Los Angeles Dodgers,10,9,+114,-130,18 Sep 2016 20:10,
Colorado Rockies,San Diego Padres,6,3,-189,+164,18 Sep 2016 20:10,
Seattle Mariners,Houston Astros,7,3,-110,-105,18 Sep 2016 20:10,
San Francisco Giants,St.Louis Cardinals,0,3,-104,-110,18 Sep 2016 20:05,
Los Angeles Angels,Toronto Blue Jays,4,0,+141,-164,18 Sep 2016 19:35,
Texas Rangers,Oakland Athletics,2,5,-185,+162,18 Sep 2016 19:05,
Chicago Cubs,Milwaukee Brewers,1,3,-345,+282,18 Sep 2016 18:20,
Kansas City Royals,Chicago White Sox,10,3,-122,+106,18 Sep 2016 18:15,
Atlanta Braves,Washington Nationals,6,2,+131,-149,18 Sep 2016 17:35,
Baltimore Orioles,Tampa Bay Rays,2,1,-152,+133,18 Sep 2016 17:35,
Philadelphia Phillies,Miami Marlins,4,5,+104,-119,18 Sep 2016 17:35,
Cincinnati Reds,Pittsburgh Pirates,7,4,+118,-135,18 Sep 2016 17:10,
Cleveland Indians,Detroit Tigers,5,9,-141,+125,18 Sep 2016 17:10,
New York Mets,Minnesota Twins,3,2,-137,+122,18 Sep 2016 17:10,
Seattle Mariners,Houston Astros,1,2,-137,+120,18 Sep 2016 01:10,
Los Angeles Angels,Toronto Blue Jays,6,1,+124,-141,18 Sep 2016 01:05,
San Francisco Giants,St.Louis Cardinals,2,3,-133,+116,18 Sep 2016 01:05,
Arizona Diamondbacks,Los Angeles Dodgers,2,6,+134,-152,18 Sep 2016 00:10,
Colorado Rockies,San Diego Padres,8,0,-164,+159,18 Sep 2016 00:10,
Texas Rangers,Oakland Athletics,2,11,-238,+208,18 Sep 2016 00:05,
Kansas City Royals,Chicago White Sox,3,2,-128,+110,17 Sep 2016 23:15,
New York Mets,Minnesota Twins,3,2,-147,+129,17 Sep 2016 23:10,
Baltimore Orioles,Tampa Bay Rays,2,5,-137,+123,17 Sep 2016 23:05,
Philadelphia Phillies,Miami Marlins,8,0,-112,-102,17 Sep 2016 23:05,
Cincinnati Reds,Pittsburgh Pirates,3,7,-101,-114,17 Sep 2016 22:10,
Cleveland Indians,Detroit Tigers,1,0,-145,+127,17 Sep 2016 20:10,
Chicago Cubs,Milwaukee Brewers,3,11,-213,+181,17 Sep 2016 20:05,
Atlanta Braves,Washington Nationals,7,3,+154,-172,17 Sep 2016 17:05,
Boston Red Sox,New York Yankees,6,5,-256,+222,17 Sep 2016 17:05,
Cincinnati Reds,Pittsburgh Pirates,4,10,+119,-139,17 Sep 2016 16:10,
San Francisco Giants,St.Louis Cardinals,8,2,-114,-101,17 Sep 2016 02:15,
Seattle Mariners,Houston Astros,0,6,-125,+110,17 Sep 2016 02:10,
Los Angeles Angels,Toronto Blue Jays,0,5,+124,-141,17 Sep 2016 02:05,
Arizona Diamondbacks,Los Angeles Dodgers,2,3,+129,-147,17 Sep 2016 01:40,
Colorado Rockies,San Diego Padres,8,7,-156,+138,17 Sep 2016 00:40,
Kansas City Royals,Chicago White Sox,4,7,+110,-127,17 Sep 2016 00:15,
Texas Rangers,Oakland Athletics,7,6,-192,+169,17 Sep 2016 00:05,
Atlanta Braves,Washington Nationals,2,7,+219,-256,16 Sep 2016 23:35,
Boston Red Sox,New York Yankees,7,4,-169,+150,16 Sep 2016 23:10,
Cincinnati Reds,Pittsburgh Pirates,7,9,+106,-122,16 Sep 2016 23:10,
Cleveland Indians,Detroit Tigers,11,4,-185,+164,16 Sep 2016 23:10,
New York Mets,Minnesota Twins,3,0,-175,+154,16 Sep 2016 23:10,
Baltimore Orioles,Tampa Bay Rays,5,4,-108,-108,16 Sep 2016 23:05,
Philadelphia Phillies,Miami Marlins,4,3,+123,-141,16 Sep 2016 23:05,
Chicago Cubs,Milwaukee Brewers,5,4,-161,+145,16 Sep 2016 18:20,
San Francisco Giants,St.Louis Cardinals,6,2,-152,+135,16 Sep 2016 02:15,
Los Angeles Angels,Toronto Blue Jays,2,7,+150,-169,16 Sep 2016 02:05,
Arizona Diamondbacks,Los Angeles Dodgers,7,3,+187,-217,16 Sep 2016 01:40,
Chicago Cubs,Milwaukee Brewers,4,5,-227,+191,16 Sep 2016 00:05,
Kansas City Royals,Oakland Athletics,5,14,-145,+127,15 Sep 2016 23:15,
Boston Red Sox,New York Yankees,7,5,-128,+110,15 Sep 2016 23:10,
Baltimore Orioles,Tampa Bay Rays,6,7,-120,+104,15 Sep 2016 23:05,
Philadelphia Phillies,Pittsburgh Pirates,2,15,-123,+108,15 Sep 2016 23:05,
Chicago White Sox,Cleveland Indians,2,1,+116,-132,15 Sep 2016 18:10,
Detroit Tigers,Minnesota Twins,1,5,-147,+131,15 Sep 2016 17:10,
Los Angeles Angels,Seattle Mariners,1,2,+135,-154,15 Sep 2016 02:05,
Arizona Diamondbacks,Colorado Rockies,11,6,-132,+114,15 Sep 2016 01:40,
Chicago White Sox,Cleveland Indians,1,6,+100,-115,15 Sep 2016 00:10,
Houston Astros,Texas Rangers,8,4,-156,+139,15 Sep 2016 00:10,
Kansas City Royals,Oakland Athletics,0,8,-120,+104,14 Sep 2016 23:15,
Atlanta Braves,Miami Marlins,5,7,+125,-143,14 Sep 2016 23:10,
Boston Red Sox,Baltimore Orioles,0,1,-154,+135,14 Sep 2016 23:10,
Cincinnati Reds,Milwaukee Brewers,0,7,-110,-105,14 Sep 2016 23:10,
Detroit Tigers,Minnesota Twins,9,6,-172,+150,14 Sep 2016 23:10,
Philadelphia Phillies,Pittsburgh Pirates,6,2,-104,-110,14 Sep 2016 23:05,
New York Yankees,Los Angeles Dodgers,0,2,+162,-185,14 Sep 2016 20:05,
Washington Nationals,New York Mets,1,0,-185,+164,14 Sep 2016 20:05,
San Francisco Giants,San Diego Padres,1,3,-278,+236,14 Sep 2016 19:45,
St.Louis Cardinals,Chicago Cubs,0,7,+117,-133,14 Sep 2016 17:45,
Toronto Blue Jays,Tampa Bay Rays,1,8,-147,+129,14 Sep 2016 16:37,
San Francisco Giants,San Diego Padres,4,6,-149,+131,14 Sep 2016 02:15,
Los Angeles Angels,Seattle Mariners,0,8,+112,-127,14 Sep 2016 02:05,
Arizona Diamondbacks,Colorado Rockies,11,4,-167,+146,14 Sep 2016 01:40,
St.Louis Cardinals,Chicago Cubs,4,2,-111,-103,14 Sep 2016 00:15,
Chicago White Sox,Cleveland Indians,8,1,-122,+106,14 Sep 2016 00:10,
Houston Astros,Texas Rangers,2,3,-141,+122,14 Sep 2016 00:10,
Kansas City Royals,Oakland Athletics,4,5,-172,+152,13 Sep 2016 23:15,
Atlanta Braves,Miami Marlins,5,7,-127,+110,13 Sep 2016 23:10,
Boston Red Sox,Baltimore Orioles,3,6,-156,+138,13 Sep 2016 23:10,
Cincinnati Reds,Milwaukee Brewers,6,4,-125,+108,13 Sep 2016 23:10,
Detroit Tigers,Minnesota Twins,1,8,-175,+154,13 Sep 2016 23:10,
Toronto Blue Jays,Tampa Bay Rays,2,6,-182,+162,13 Sep 2016 23:07,
New York Yankees,Los Angeles Dodgers,3,0,-105,-109,13 Sep 2016 23:05,
Philadelphia Phillies,Pittsburgh Pirates,3,5,+129,-147,13 Sep 2016 23:05,
Washington Nationals,New York Mets,3,4,+102,-118,13 Sep 2016 23:05,
San Francisco Giants,San Diego Padres,0,4,-303,+256,13 Sep 2016 02:15,
Los Angeles Angels,Seattle Mariners,1,8,-116,+102,13 Sep 2016 02:05,
Arizona Diamondbacks,Colorado Rockies,12,9,+119,-137,13 Sep 2016 01:40,
St.Louis Cardinals,Chicago Cubs,1,4,+125,-143,13 Sep 2016 00:15,
Chicago White Sox,Cleveland Indians,11,4,+177,-204,13 Sep 2016 00:10,
