team1,team2,score1,score2,odds1,odds2,datetime,notes
Pittsburgh Pirates,Los Angeles Dodgers,6,5,+163,-189,27 Sep 2009 17:35,
Washington Nationals,Atlanta Braves,3,6,+167,-189,27 Sep 2009 17:35,
Miami Marlins,New York Mets,0,4,-200,+177,27 Sep 2009 17:10,
Toronto Blue Jays,Seattle Mariners,5,4,-104,-115,27 Sep 2009 17:07,
Cleveland Indians,Baltimore Orioles,9,0,-135,+117,27 Sep 2009 17:05,
New York Yankees,Boston Red Sox,4,2,-185,+162,27 Sep 2009 17:05,
Los Angeles Angels,Oakland Athletics,10,15,-238,+202,27 Sep 2009 01:05,
Arizona Diamondbacks,San Diego Padres,8,5,-182,+158,27 Sep 2009 00:10,
Colorado Rockies,St.Louis Cardinals,3,6,-135,+116,27 Sep 2009 00:10,
Texas Rangers,Tampa Bay Rays,15,3,+100,-118,27 Sep 2009 00:05,
Kansas City Royals,Minnesota Twins,6,11,+149,-172,26 Sep 2009 23:10,
Miami Marlins,New York Mets,9,6,-147,+127,26 Sep 2009 23:10,
Chicago White Sox,Detroit Tigers,5,12,-128,+110,26 Sep 2009 23:05,
Cleveland Indians,Baltimore Orioles,9,8,-139,+121,26 Sep 2009 23:05,
Houston Astros,Cincinnati Reds,4,10,-156,+138,26 Sep 2009 23:05,
Milwaukee Brewers,Philadelphia Phillies,7,5,-102,-116,26 Sep 2009 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,4,8,+154,-179,26 Sep 2009 23:05,
New York Yankees,Boston Red Sox,3,0,-179,+156,26 Sep 2009 20:10,
San Francisco Giants,Chicago Cubs,2,6,-122,+104,26 Sep 2009 20:10,
Toronto Blue Jays,Seattle Mariners,5,4,-123,+104,26 Sep 2009 17:07,
Washington Nationals,Atlanta Braves,5,11,+173,-204,26 Sep 2009 17:05,
San Francisco Giants,Chicago Cubs,0,3,-172,+150,26 Sep 2009 02:15,
Los Angeles Angels,Oakland Athletics,0,3,-227,+193,26 Sep 2009 02:05,
Arizona Diamondbacks,San Diego Padres,0,4,-143,+124,26 Sep 2009 01:40,
Chicago White Sox,Detroit Tigers,2,0,-169,+143,26 Sep 2009 00:11,
Colorado Rockies,St.Louis Cardinals,2,1,+129,-149,26 Sep 2009 00:10,
Kansas City Royals,Minnesota Twins,4,9,-105,-112,26 Sep 2009 00:10,
Houston Astros,Cincinnati Reds,4,10,-137,+118,26 Sep 2009 00:05,
Milwaukee Brewers,Philadelphia Phillies,8,4,+148,-172,26 Sep 2009 00:05,
Texas Rangers,Tampa Bay Rays,8,3,-101,-118,26 Sep 2009 00:05,
Miami Marlins,New York Mets,5,6,-185,+160,25 Sep 2009 23:10,
Toronto Blue Jays,Seattle Mariners,5,0,-213,+177,25 Sep 2009 23:07,
Cleveland Indians,Baltimore Orioles,4,2,-119,+100,25 Sep 2009 23:05,
New York Yankees,Boston Red Sox,9,5,+104,-123,25 Sep 2009 23:05,
Pittsburgh Pirates,Los Angeles Dodgers,3,1,+170,-200,25 Sep 2009 23:05,
Washington Nationals,Atlanta Braves,1,4,+156,-179,25 Sep 2009 23:05,
San Francisco Giants,Chicago Cubs,2,3,-108,-110,25 Sep 2009 02:15,
Colorado Rockies,San Diego Padres,4,5,-192,+165,25 Sep 2009 00:40,
Kansas City Royals,Boston Red Sox,3,10,+171,-200,25 Sep 2009 00:10,
Milwaukee Brewers,Philadelphia Phillies,4,9,+116,-133,25 Sep 2009 00:05,
Toronto Blue Jays,Seattle Mariners,4,5,+131,-154,24 Sep 2009 23:07,
Cleveland Indians,Detroit Tigers,5,6,+190,-227,24 Sep 2009 23:05,
Washington Nationals,Los Angeles Dodgers,6,7,+134,-156,24 Sep 2009 23:05,
Oakland Athletics,Texas Rangers,12,3,-118,+100,24 Sep 2009 19:35,
Pittsburgh Pirates,Cincinnati Reds,1,4,+117,-133,24 Sep 2009 16:35,
Arizona Diamondbacks,San Francisco Giants,2,5,+108,-128,24 Sep 2009 02:10,
Oakland Athletics,Texas Rangers,8,9,+112,-130,24 Sep 2009 02:05,
Colorado Rockies,San Diego Padres,3,6,-208,+175,24 Sep 2009 00:40,
Chicago White Sox,Minnesota Twins,6,8,-128,+108,24 Sep 2009 00:11,
Kansas City Royals,Boston Red Sox,2,9,+179,-208,24 Sep 2009 00:10,
Houston Astros,St.Louis Cardinals,3,0,+108,-127,24 Sep 2009 00:05,
Milwaukee Brewers,Chicago Cubs,3,2,-137,+119,24 Sep 2009 00:05,
Miami Marlins,Philadelphia Phillies,7,6,+129,-152,23 Sep 2009 23:10,
New York Mets,Atlanta Braves,2,5,+112,-130,23 Sep 2009 23:10,
Tampa Bay Rays,Seattle Mariners,5,4,-179,+152,23 Sep 2009 23:08,
Toronto Blue Jays,Baltimore Orioles,7,3,-119,-101,23 Sep 2009 23:07,
Cleveland Indians,Detroit Tigers,3,11,+100,-118,23 Sep 2009 23:05,
Pittsburgh Pirates,Cincinnati Reds,2,12,+108,-127,23 Sep 2009 23:05,
Washington Nationals,Los Angeles Dodgers,5,4,+159,-185,23 Sep 2009 23:05,
Los Angeles Angels,New York Yankees,2,3,-132,+114,23 Sep 2009 19:35,
Los Angeles Angels,New York Yankees,5,6,-120,+100,23 Sep 2009 02:05,
Oakland Athletics,Texas Rangers,9,1,-130,+112,23 Sep 2009 02:05,
Arizona Diamondbacks,San Francisco Giants,10,8,+102,-120,23 Sep 2009 01:40,
Colorado Rockies,San Diego Padres,11,10,-238,+199,23 Sep 2009 00:40,
Chicago White Sox,Minnesota Twins,6,8,-164,+137,23 Sep 2009 00:11,
Kansas City Royals,Boston Red Sox,5,1,-156,+136,23 Sep 2009 00:10,
Houston Astros,St.Louis Cardinals,2,11,+136,-156,23 Sep 2009 00:05,
Milwaukee Brewers,Chicago Cubs,2,7,-114,-104,23 Sep 2009 00:05,
Miami Marlins,Philadelphia Phillies,3,0,-120,+110,22 Sep 2009 23:45,
New York Mets,Atlanta Braves,1,3,+148,-172,22 Sep 2009 23:10,
Tampa Bay Rays,Seattle Mariners,3,4,-156,+134,22 Sep 2009 23:08,
Toronto Blue Jays,Baltimore Orioles,6,5,-143,+120,22 Sep 2009 23:07,
Cleveland Indians,Detroit Tigers,1,3,+110,-127,22 Sep 2009 23:05,
Pittsburgh Pirates,Cincinnati Reds,4,10,-114,-105,22 Sep 2009 23:05,
Washington Nationals,Los Angeles Dodgers,2,14,+162,-196,22 Sep 2009 23:05,
Miami Marlins,Philadelphia Phillies,3,9,-152,+131,22 Sep 2009 20:10,
Los Angeles Angels,New York Yankees,5,2,-110,-108,22 Sep 2009 02:05,
Oakland Athletics,Texas Rangers,3,10,-108,-109,22 Sep 2009 02:05,
Arizona Diamondbacks,San Francisco Giants,4,5,-104,-114,22 Sep 2009 01:40,
Chicago White Sox,Minnesota Twins,0,7,+106,-127,22 Sep 2009 00:11,
Kansas City Royals,Boston Red Sox,12,9,+145,-167,22 Sep 2009 00:10,
Houston Astros,St.Louis Cardinals,3,7,-145,+127,22 Sep 2009 00:05,
Milwaukee Brewers,Chicago Cubs,2,10,-152,+131,22 Sep 2009 00:05,
New York Mets,Atlanta Braves,3,11,+127,-147,21 Sep 2009 23:10,
Toronto Blue Jays,Baltimore Orioles,9,2,-139,+118,21 Sep 2009 23:07,
Pittsburgh Pirates,San Diego Padres,6,11,-102,-116,21 Sep 2009 23:05,
St.Louis Cardinals,Chicago Cubs,3,6,-167,+142,21 Sep 2009 00:05,
Arizona Diamondbacks,Colorado Rockies,1,5,-115,-104,20 Sep 2009 20:10,
Los Angeles Dodgers,San Francisco Giants,6,2,-111,-109,20 Sep 2009 20:10,
Seattle Mariners,New York Yankees,7,1,+142,-167,20 Sep 2009 20:10,
Oakland Athletics,Cleveland Indians,11,4,-133,+112,20 Sep 2009 20:05,
Minnesota Twins,Detroit Tigers,2,6,-185,+156,20 Sep 2009 18:10,
Chicago White Sox,Kansas City Royals,1,2,-130,+110,20 Sep 2009 18:05,
Milwaukee Brewers,Houston Astros,6,0,-185,+159,20 Sep 2009 18:05,
Tampa Bay Rays,Toronto Blue Jays,3,1,-114,-104,20 Sep 2009 17:38,
Baltimore Orioles,Boston Red Sox,3,9,+142,-169,20 Sep 2009 17:35,
Pittsburgh Pirates,San Diego Padres,0,4,-111,-108,20 Sep 2009 17:35,
Atlanta Braves,Philadelphia Phillies,2,4,-108,-111,20 Sep 2009 17:30,
Cincinnati Reds,Miami Marlins,8,1,+100,-112,20 Sep 2009 17:10,
New York Mets,Washington Nationals,6,2,-145,+125,20 Sep 2009 17:10,
Texas Rangers,Los Angeles Angels,5,10,+134,-159,20 Sep 2009 17:05,
Seattle Mariners,New York Yankees,1,10,+179,-217,20 Sep 2009 02:10,
Arizona Diamondbacks,Colorado Rockies,4,10,-118,-103,20 Sep 2009 00:10,
Cincinnati Reds,Miami Marlins,2,3,-118,-103,19 Sep 2009 23:10,
Tampa Bay Rays,Toronto Blue Jays,4,0,-200,+169,19 Sep 2009 23:08,
Baltimore Orioles,Boston Red Sox,5,11,+190,-227,19 Sep 2009 23:05,
Chicago White Sox,Kansas City Royals,13,3,-185,+167,19 Sep 2009 23:05,
Milwaukee Brewers,Houston Astros,7,2,-143,+121,19 Sep 2009 23:05,
Texas Rangers,Los Angeles Angels,3,2,-110,-109,19 Sep 2009 23:05,
Atlanta Braves,Philadelphia Phillies,6,4,-167,+141,19 Sep 2009 23:00,
Los Angeles Dodgers,San Francisco Giants,12,1,-147,+124,19 Sep 2009 20:10,
Minnesota Twins,Detroit Tigers,6,2,+108,-127,19 Sep 2009 20:10,
St.Louis Cardinals,Chicago Cubs,2,1,-185,+159,19 Sep 2009 20:10,
Oakland Athletics,Cleveland Indians,8,4,-114,-105,19 Sep 2009 20:05,
New York Mets,Washington Nationals,3,2,-112,-106,19 Sep 2009 17:10,
Pittsburgh Pirates,San Diego Padres,1,2,-135,+112,19 Sep 2009 16:35,
Los Angeles Dodgers,San Francisco Giants,4,8,-154,+135,19 Sep 2009 02:10,
Seattle Mariners,New York Yankees,3,2,-114,-104,19 Sep 2009 02:10,
Oakland Athletics,Cleveland Indians,2,1,-159,+140,19 Sep 2009 02:05,
Arizona Diamondbacks,Colorado Rockies,7,5,+127,-145,19 Sep 2009 01:40,
St.Louis Cardinals,Chicago Cubs,3,2,-118,+100,19 Sep 2009 00:15,
Chicago White Sox,Kansas City Royals,0,11,-227,+189,19 Sep 2009 00:11,
Minnesota Twins,Detroit Tigers,3,0,-141,+122,19 Sep 2009 00:10,
Milwaukee Brewers,Houston Astros,3,2,-125,+106,19 Sep 2009 00:05,
Texas Rangers,Los Angeles Angels,0,2,+100,-116,19 Sep 2009 00:05,
Tampa Bay Rays,Toronto Blue Jays,11,4,-213,+175,18 Sep 2009 23:38,
Atlanta Braves,Philadelphia Phillies,4,9,-109,-109,18 Sep 2009 23:30,
Cincinnati Reds,Miami Marlins,3,4,-118,+100,18 Sep 2009 23:10,
New York Mets,Washington Nationals,5,6,-141,+123,18 Sep 2009 23:10,
Baltimore Orioles,Boston Red Sox,1,3,+127,-145,18 Sep 2009 23:05,
Pittsburgh Pirates,San Diego Padres,5,1,-108,-110,18 Sep 2009 23:05,
Oakland Athletics,Cleveland Indians,5,2,-104,-112,18 Sep 2009 02:05,
Boston Red Sox,Los Angeles Angels,3,4,-161,+139,17 Sep 2009 23:10,
Cincinnati Reds,Miami Marlins,3,2,+106,-123,17 Sep 2009 23:10,
Baltimore Orioles,Tampa Bay Rays,0,3,+106,-125,17 Sep 2009 23:05,
Philadelphia Phillies,Washington Nationals,4,2,-303,+252,17 Sep 2009 23:05,
Atlanta Braves,New York Mets,7,3,-244,+200,17 Sep 2009 23:00,
Seattle Mariners,Chicago White Sox,4,3,+110,-128,17 Sep 2009 22:40,
Chicago Cubs,Milwaukee Brewers,4,7,-159,+137,17 Sep 2009 18:20,
Detroit Tigers,Kansas City Royals,2,9,-111,-106,17 Sep 2009 17:05,
San Francisco Giants,Colorado Rockies,3,4,-123,+106,17 Sep 2009 02:15,
Seattle Mariners,Chicago White Sox,4,1,-108,-109,17 Sep 2009 02:10,
Chicago Cubs,Milwaukee Brewers,5,9,-175,+152,17 Sep 2009 00:05,
Texas Rangers,Oakland Athletics,0,4,-159,+139,17 Sep 2009 00:05,
Boston Red Sox,Los Angeles Angels,9,8,+104,-125,16 Sep 2009 23:10,
Cincinnati Reds,Houston Astros,6,5,-130,+112,16 Sep 2009 23:10,
Baltimore Orioles,Tampa Bay Rays,4,2,-114,-104,16 Sep 2009 23:05,
Detroit Tigers,Kansas City Royals,4,3,-175,+154,16 Sep 2009 23:05,
New York Yankees,Toronto Blue Jays,5,4,-217,+185,16 Sep 2009 23:05,
Philadelphia Phillies,Washington Nationals,6,1,-270,+225,16 Sep 2009 23:05,
Atlanta Braves,New York Mets,6,5,-227,+191,16 Sep 2009 23:00,
San Diego Padres,Arizona Diamondbacks,6,5,-125,+106,16 Sep 2009 19:35,
Los Angeles Dodgers,Pittsburgh Pirates,3,1,-286,+231,16 Sep 2009 19:10,
St.Louis Cardinals,Miami Marlins,2,5,-127,+108,16 Sep 2009 18:15,
Minnesota Twins,Cleveland Indians,7,3,-145,+125,16 Sep 2009 17:10,
San Francisco Giants,Colorado Rockies,10,2,+123,-143,16 Sep 2009 02:15,
Los Angeles Dodgers,Pittsburgh Pirates,5,4,-250,+209,16 Sep 2009 02:10,
Seattle Mariners,Chicago White Sox,3,6,-110,-106,16 Sep 2009 02:10,
San Diego Padres,Arizona Diamondbacks,2,4,+120,-139,16 Sep 2009 02:05,
St.Louis Cardinals,Miami Marlins,1,2,-250,+209,16 Sep 2009 00:15,
Minnesota Twins,Cleveland Indians,5,4,-222,+188,16 Sep 2009 00:10,
Chicago Cubs,Milwaukee Brewers,13,7,-120,+100,16 Sep 2009 00:05,
Texas Rangers,Oakland Athletics,1,6,-179,+152,16 Sep 2009 00:05,
Boston Red Sox,Los Angeles Angels,4,1,+104,-120,15 Sep 2009 23:10,
Cincinnati Reds,Houston Astros,5,4,+143,-164,15 Sep 2009 23:10,
Baltimore Orioles,Tampa Bay Rays,10,5,+125,-143,15 Sep 2009 23:05,
Detroit Tigers,Kansas City Royals,1,11,-167,+144,15 Sep 2009 23:05,
New York Yankees,Toronto Blue Jays,4,10,+104,-119,15 Sep 2009 23:05,
Philadelphia Phillies,Washington Nationals,5,0,-323,+254,15 Sep 2009 23:05,
Atlanta Braves,New York Mets,6,0,-256,+215,15 Sep 2009 23:00,
San Francisco Giants,Colorado Rockies,9,1,-182,+158,15 Sep 2009 02:15,
Los Angeles Dodgers,Pittsburgh Pirates,6,2,-256,+211,15 Sep 2009 02:10,
San Diego Padres,Arizona Diamondbacks,2,4,-154,+134,15 Sep 2009 02:05,
St.Louis Cardinals,Miami Marlins,11,6,-114,-103,15 Sep 2009 00:15,
Minnesota Twins,Cleveland Indians,6,3,-159,+135,15 Sep 2009 00:10,
Chicago Cubs,Milwaukee Brewers,2,0,-167,+148,15 Sep 2009 00:05,
Texas Rangers,Oakland Athletics,0,9,-213,+181,15 Sep 2009 00:05,
Cincinnati Reds,Houston Astros,3,1,+112,-130,14 Sep 2009 23:10,
Baltimore Orioles,Tampa Bay Rays,4,8,+127,-149,14 Sep 2009 23:05,
Detroit Tigers,Toronto Blue Jays,6,5,-286,+238,14 Sep 2009 23:05,
New York Yankees,Los Angeles Angels,5,3,-122,+104,14 Sep 2009 23:05,
Texas Rangers,Seattle Mariners,7,2,+117,-125,14 Sep 2009 01:00,
Philadelphia Phillies,New York Mets,1,0,-213,+177,14 Sep 2009 00:05,
Boston Red Sox,Tampa Bay Rays,4,0,-189,+164,13 Sep 2009 21:00,
Texas Rangers,Seattle Mariners,0,5,-154,+145,13 Sep 2009 21:00,
Arizona Diamondbacks,Milwaukee Brewers,3,5,-167,+147,13 Sep 2009 20:10,
San Diego Padres,Colorado Rockies,7,3,+114,-135,13 Sep 2009 20:05,
San Francisco Giants,Los Angeles Dodgers,7,2,-101,-118,13 Sep 2009 20:05,
