team1,team2,score1,score2,odds1,odds2,datetime,notes
Los Angeles Dodgers,San Diego Padres,9,2,-238,+206,27 Sep 2017 02:10,
Oakland Athletics,Seattle Mariners,3,6,+106,-120,27 Sep 2017 02:05,
Arizona Diamondbacks,San Francisco Giants,11,4,-250,+216,27 Sep 2017 01:40,
Colorado Rockies,Miami Marlins,6,0,-164,+146,27 Sep 2017 00:40,
Kansas City Royals,Detroit Tigers,2,1,-169,+150,27 Sep 2017 00:15,
St.Louis Cardinals,Chicago Cubs,8,7,+102,-118,27 Sep 2017 00:15,
Chicago White Sox,Los Angeles Angels,3,9,+162,-182,27 Sep 2017 00:10,
Texas Rangers,Houston Astros,3,14,+129,-147,27 Sep 2017 00:05,
Milwaukee Brewers,Cincinnati Reds,7,6,-159,+142,26 Sep 2017 23:40,
Boston Red Sox,Toronto Blue Jays,4,9,-222,+193,26 Sep 2017 23:10,
Cleveland Indians,Minnesota Twins,6,8,-185,+164,26 Sep 2017 23:10,
New York Mets,Atlanta Braves,4,3,+108,-123,26 Sep 2017 23:10,
New York Yankees,Tampa Bay Rays,6,1,-172,+154,26 Sep 2017 23:05,
Philadelphia Phillies,Washington Nationals,4,1,+168,-192,26 Sep 2017 23:05,
Pittsburgh Pirates,Baltimore Orioles,10,1,+102,-116,26 Sep 2017 23:05,
Los Angeles Dodgers,San Diego Padres,9,3,-278,+237,26 Sep 2017 02:10,
Oakland Athletics,Seattle Mariners,1,7,-105,-108,26 Sep 2017 02:05,
Arizona Diamondbacks,San Francisco Giants,2,9,-119,+104,26 Sep 2017 01:40,
Colorado Rockies,Miami Marlins,4,5,-169,+150,26 Sep 2017 00:40,
St.Louis Cardinals,Chicago Cubs,2,10,-145,+127,26 Sep 2017 00:15,
Chicago White Sox,Los Angeles Angels,4,2,+192,-222,26 Sep 2017 00:10,
Texas Rangers,Houston Astros,2,11,+122,-137,26 Sep 2017 00:05,
New York Mets,Atlanta Braves,3,2,-132,+116,25 Sep 2017 23:45,
Boston Red Sox,Toronto Blue Jays,4,6,-189,+168,25 Sep 2017 23:10,
Philadelphia Phillies,Washington Nationals,1,3,-200,+173,25 Sep 2017 23:05,
New York Mets,Atlanta Braves,2,9,+110,-122,25 Sep 2017 20:10,
New York Yankees,Kansas City Royals,11,3,-208,+181,25 Sep 2017 17:05,
Houston Astros,Los Angeles Angels,5,7,-175,+156,25 Sep 2017 00:05,
San Diego Padres,Colorado Rockies,4,8,+114,-130,24 Sep 2017 20:40,
Arizona Diamondbacks,Miami Marlins,3,2,-182,+163,24 Sep 2017 20:10,
Los Angeles Dodgers,San Francisco Giants,3,1,-357,+300,24 Sep 2017 20:10,
Seattle Mariners,Cleveland Indians,2,4,+179,-204,24 Sep 2017 20:10,
Oakland Athletics,Texas Rangers,8,1,-115,+100,24 Sep 2017 20:05,
Chicago White Sox,Kansas City Royals,8,1,+117,-132,24 Sep 2017 18:10,
Milwaukee Brewers,Chicago Cubs,0,5,+114,-130,24 Sep 2017 18:10,
Atlanta Braves,Philadelphia Phillies,0,2,-127,+110,24 Sep 2017 17:35,
Baltimore Orioles,Tampa Bay Rays,9,4,+112,-128,24 Sep 2017 17:35,
Pittsburgh Pirates,St.Louis Cardinals,4,1,+102,-116,24 Sep 2017 17:35,
Cincinnati Reds,Boston Red Sox,4,5,+117,-133,24 Sep 2017 17:10,
New York Mets,Washington Nationals,2,3,+131,-149,24 Sep 2017 17:10,
Toronto Blue Jays,New York Yankees,9,5,-118,+104,24 Sep 2017 17:07,
Detroit Tigers,Minnesota Twins,4,10,+170,-192,24 Sep 2017 16:10,
Los Angeles Dodgers,San Francisco Giants,1,2,-132,+116,24 Sep 2017 01:10,
Oakland Athletics,Texas Rangers,1,0,+100,-112,24 Sep 2017 01:05,
San Diego Padres,Colorado Rockies,5,0,-106,-108,24 Sep 2017 00:40,
Arizona Diamondbacks,Miami Marlins,6,12,-156,+138,24 Sep 2017 00:10,
Atlanta Braves,Philadelphia Phillies,4,2,-149,+131,23 Sep 2017 23:10,
Chicago White Sox,Kansas City Royals,2,8,+146,-164,23 Sep 2017 23:10,
New York Mets,Washington Nationals,3,4,+175,-200,23 Sep 2017 23:10,
Baltimore Orioles,Tampa Bay Rays,6,9,+100,-115,23 Sep 2017 23:05,
Pittsburgh Pirates,St.Louis Cardinals,11,6,-120,+106,23 Sep 2017 23:05,
Detroit Tigers,Minnesota Twins,4,10,+143,-161,23 Sep 2017 22:10,
Cincinnati Reds,Boston Red Sox,0,5,+119,-135,23 Sep 2017 20:10,
Seattle Mariners,Cleveland Indians,4,11,+139,-156,23 Sep 2017 20:10,
Toronto Blue Jays,New York Yankees,1,5,+159,-179,23 Sep 2017 20:07,
Houston Astros,Los Angeles Angels,6,2,-133,+119,23 Sep 2017 17:05,
Milwaukee Brewers,Chicago Cubs,4,3,+116,-132,23 Sep 2017 17:05,
Los Angeles Dodgers,San Francisco Giants,4,2,-227,+197,23 Sep 2017 02:10,
San Diego Padres,Colorado Rockies,1,4,+131,-149,23 Sep 2017 02:10,
Seattle Mariners,Cleveland Indians,3,1,+125,-141,23 Sep 2017 02:10,
Oakland Athletics,Texas Rangers,4,1,-135,+119,23 Sep 2017 02:05,
Arizona Diamondbacks,Miami Marlins,13,11,-233,+204,23 Sep 2017 01:40,
Chicago White Sox,Kansas City Royals,7,6,+137,-154,23 Sep 2017 00:10,
Houston Astros,Los Angeles Angels,3,0,-139,+124,23 Sep 2017 00:10,
Atlanta Braves,Philadelphia Phillies,7,2,-133,+118,22 Sep 2017 23:35,
Milwaukee Brewers,Chicago Cubs,4,5,+102,-118,22 Sep 2017 23:35,
Cincinnati Reds,Boston Red Sox,4,5,+119,-135,22 Sep 2017 23:10,
Detroit Tigers,Minnesota Twins,3,7,+120,-137,22 Sep 2017 23:10,
New York Mets,Washington Nationals,7,6,-111,+100,22 Sep 2017 23:10,
Toronto Blue Jays,New York Yankees,8,1,+158,-179,22 Sep 2017 23:07,
Baltimore Orioles,Tampa Bay Rays,3,8,+117,-132,22 Sep 2017 23:05,
Pittsburgh Pirates,St.Louis Cardinals,3,4,+135,-154,22 Sep 2017 23:05,
San Diego Padres,Colorado Rockies,3,0,+102,-116,22 Sep 2017 02:10,
Seattle Mariners,Texas Rangers,2,4,-164,+145,22 Sep 2017 02:10,
Houston Astros,Chicago White Sox,1,3,-312,+265,22 Sep 2017 00:10,
Milwaukee Brewers,Chicago Cubs,3,5,+117,-133,22 Sep 2017 00:10,
Atlanta Braves,Washington Nationals,3,2,+129,-147,21 Sep 2017 23:35,
Cincinnati Reds,St.Louis Cardinals,5,8,+175,-200,21 Sep 2017 23:10,
Detroit Tigers,Minnesota Twins,1,12,+118,-133,21 Sep 2017 23:10,
Toronto Blue Jays,Kansas City Royals,0,1,-147,+129,21 Sep 2017 23:07,
Baltimore Orioles,Tampa Bay Rays,3,1,+102,-116,21 Sep 2017 23:05,
Los Angeles Angels,Cleveland Indians,1,4,-106,-106,21 Sep 2017 20:00,
Philadelphia Phillies,Los Angeles Dodgers,4,5,+185,-208,21 Sep 2017 17:05,
Seattle Mariners,Texas Rangers,6,8,-149,+133,21 Sep 2017 02:10,
Los Angeles Angels,Cleveland Indians,5,6,+100,-114,21 Sep 2017 02:07,
San Diego Padres,Arizona Diamondbacks,7,13,+147,-167,21 Sep 2017 01:10,
Houston Astros,Chicago White Sox,4,3,-357,+301,21 Sep 2017 00:10,
Atlanta Braves,Washington Nationals,3,7,+142,-159,20 Sep 2017 23:35,
Cincinnati Reds,St.Louis Cardinals,2,9,+169,-192,20 Sep 2017 23:10,
Tampa Bay Rays,Chicago Cubs,8,1,+102,-116,20 Sep 2017 23:10,
Toronto Blue Jays,Kansas City Royals,5,15,-118,+104,20 Sep 2017 23:07,
Baltimore Orioles,Boston Red Sox,0,9,+211,-244,20 Sep 2017 23:05,
Philadelphia Phillies,Los Angeles Dodgers,7,5,+231,-270,20 Sep 2017 23:05,
Pittsburgh Pirates,Milwaukee Brewers,6,4,+112,-127,20 Sep 2017 23:05,
San Francisco Giants,Colorado Rockies,4,0,+116,-132,20 Sep 2017 19:45,
Detroit Tigers,Oakland Athletics,2,3,-102,-111,20 Sep 2017 17:10,
Miami Marlins,New York Mets,9,2,-175,+154,20 Sep 2017 17:10,
New York Yankees,Minnesota Twins,11,3,-312,+272,20 Sep 2017 17:05,
San Francisco Giants,Colorado Rockies,4,3,+100,-114,20 Sep 2017 02:15,
San Diego Padres,Arizona Diamondbacks,6,2,+162,-185,20 Sep 2017 02:10,
Seattle Mariners,Texas Rangers,1,3,-149,+133,20 Sep 2017 02:10,
Los Angeles Angels,Cleveland Indians,3,6,-104,-109,20 Sep 2017 02:07,
Houston Astros,Chicago White Sox,3,1,-270,+233,20 Sep 2017 00:10,
Atlanta Braves,Washington Nationals,2,4,+184,-213,19 Sep 2017 23:35,
Cincinnati Reds,St.Louis Cardinals,7,8,-104,-110,19 Sep 2017 23:10,
Detroit Tigers,Oakland Athletics,8,9,+110,-125,19 Sep 2017 23:10,
Miami Marlins,New York Mets,5,4,-128,+112,19 Sep 2017 23:10,
Tampa Bay Rays,Chicago Cubs,1,2,-143,+127,19 Sep 2017 23:10,
Toronto Blue Jays,Kansas City Royals,5,2,-175,+156,19 Sep 2017 23:07,
Baltimore Orioles,Boston Red Sox,0,1,-110,-103,19 Sep 2017 23:05,
New York Yankees,Minnesota Twins,5,2,-169,+149,19 Sep 2017 23:05,
Philadelphia Phillies,Los Angeles Dodgers,6,2,+148,-167,19 Sep 2017 23:05,
Pittsburgh Pirates,Milwaukee Brewers,0,1,-109,-105,19 Sep 2017 23:05,
San Diego Padres,Arizona Diamondbacks,4,2,+125,-141,19 Sep 2017 02:10,
Detroit Tigers,Oakland Athletics,3,8,-104,-109,18 Sep 2017 23:10,
Miami Marlins,New York Mets,13,1,-161,+144,18 Sep 2017 23:10,
Baltimore Orioles,Boston Red Sox,8,10,-123,+108,18 Sep 2017 23:05,
New York Yankees,Minnesota Twins,2,1,-164,+144,18 Sep 2017 23:05,
Philadelphia Phillies,Los Angeles Dodgers,4,3,+284,-333,18 Sep 2017 23:05,
Pittsburgh Pirates,Milwaukee Brewers,0,3,-108,-106,18 Sep 2017 23:05,
Washington Nationals,Los Angeles Dodgers,7,1,-169,+150,18 Sep 2017 00:08,
San Francisco Giants,Arizona Diamondbacks,7,2,+134,-152,17 Sep 2017 20:05,
Los Angeles Angels,Texas Rangers,2,4,-192,+170,17 Sep 2017 19:37,
Colorado Rockies,San Diego Padres,3,4,-238,+202,17 Sep 2017 19:10,
Chicago Cubs,St.Louis Cardinals,4,3,-185,+163,17 Sep 2017 18:20,
Houston Astros,Seattle Mariners,7,1,-233,+202,17 Sep 2017 18:10,
Miami Marlins,Milwaukee Brewers,3,10,+127,-145,17 Sep 2017 18:10,
Minnesota Twins,Toronto Blue Jays,13,7,-139,+122,17 Sep 2017 18:10,
Atlanta Braves,New York Mets,1,5,-172,+152,17 Sep 2017 17:35,
Philadelphia Phillies,Oakland Athletics,3,6,+106,-120,17 Sep 2017 17:35,
Cincinnati Reds,Pittsburgh Pirates,5,2,-103,-111,17 Sep 2017 17:10,
Cleveland Indians,Kansas City Royals,3,2,-256,+220,17 Sep 2017 17:10,
Detroit Tigers,Chicago White Sox,12,0,-127,+110,17 Sep 2017 17:10,
Tampa Bay Rays,Boston Red Sox,3,2,+119,-135,17 Sep 2017 17:10,
New York Yankees,Baltimore Orioles,4,6,-244,+209,17 Sep 2017 17:05,
Los Angeles Angels,Texas Rangers,2,0,-132,+116,17 Sep 2017 01:07,
San Francisco Giants,Arizona Diamondbacks,0,2,+127,-145,17 Sep 2017 01:05,
Colorado Rockies,San Diego Padres,16,0,-217,+187,17 Sep 2017 00:10,
Atlanta Braves,New York Mets,3,7,+102,-116,16 Sep 2017 23:10,
Miami Marlins,Milwaukee Brewers,7,4,+125,-143,16 Sep 2017 23:10,
Minnesota Twins,Toronto Blue Jays,2,7,-123,+108,16 Sep 2017 23:10,
Philadelphia Phillies,Oakland Athletics,5,3,-103,-110,16 Sep 2017 23:05,
Detroit Tigers,Chicago White Sox,4,10,-108,-106,16 Sep 2017 22:10,
Tampa Bay Rays,Boston Red Sox,1,3,-133,+118,16 Sep 2017 22:10,
Cincinnati Reds,Pittsburgh Pirates,2,1,-149,+131,16 Sep 2017 20:10,
Cleveland Indians,Kansas City Royals,8,4,-233,+200,16 Sep 2017 20:10,
Chicago Cubs,St.Louis Cardinals,4,1,-152,+133,16 Sep 2017 20:05,
New York Yankees,Baltimore Orioles,9,3,-185,+165,16 Sep 2017 20:05,
Houston Astros,Seattle Mariners,8,6,-200,+174,16 Sep 2017 17:05,
Washington Nationals,Los Angeles Dodgers,2,3,+142,-159,16 Sep 2017 17:05,
San Francisco Giants,Arizona Diamondbacks,2,3,+139,-156,16 Sep 2017 02:15,
Los Angeles Angels,Texas Rangers,7,6,-208,+181,16 Sep 2017 02:07,
Colorado Rockies,San Diego Padres,6,1,-156,+139,16 Sep 2017 00:40,
Houston Astros,Seattle Mariners,5,2,-128,+112,16 Sep 2017 00:10,
Miami Marlins,Milwaukee Brewers,2,10,+114,-132,16 Sep 2017 00:10,
Minnesota Twins,Toronto Blue Jays,3,4,+100,-115,16 Sep 2017 00:10,
Atlanta Braves,New York Mets,3,2,-125,+110,15 Sep 2017 23:35,
Cincinnati Reds,Pittsburgh Pirates,4,2,-133,+118,15 Sep 2017 23:10,
Cleveland Indians,Kansas City Royals,3,4,-213,+185,15 Sep 2017 23:10,
Detroit Tigers,Chicago White Sox,3,2,-119,+104,15 Sep 2017 23:10,
Tampa Bay Rays,Boston Red Sox,6,13,+185,-213,15 Sep 2017 23:10,
New York Yankees,Baltimore Orioles,8,2,-333,+285,15 Sep 2017 23:05,
Philadelphia Phillies,Oakland Athletics,0,4,-128,+112,15 Sep 2017 23:05,
Washington Nationals,Los Angeles Dodgers,0,7,+134,-152,15 Sep 2017 23:05,
Chicago Cubs,St.Louis Cardinals,8,2,-122,+108,15 Sep 2017 18:20,
Los Angeles Angels,Houston Astros,2,5,+122,-139,15 Sep 2017 02:07,
Minnesota Twins,Toronto Blue Jays,3,2,-143,+125,15 Sep 2017 00:10,
Chicago Cubs,New York Mets,14,6,-213,+185,15 Sep 2017 00:05,
Texas Rangers,Seattle Mariners,4,10,-104,-110,15 Sep 2017 00:05,
Cleveland Indians,Kansas City Royals,3,2,-179,+156,14 Sep 2017 23:10,
New York Yankees,Baltimore Orioles,13,5,-200,+174,14 Sep 2017 23:05,
Philadelphia Phillies,Miami Marlins,10,0,-123,+110,14 Sep 2017 23:05,
Washington Nationals,Atlanta Braves,5,2,-141,+124,14 Sep 2017 23:05,
Arizona Diamondbacks,Colorado Rockies,7,0,-182,+159,14 Sep 2017 19:40,
St.Louis Cardinals,Cincinnati Reds,5,2,-222,+192,14 Sep 2017 17:45,
Boston Red Sox,Oakland Athletics,6,2,-222,+192,14 Sep 2017 17:35,
Detroit Tigers,Chicago White Sox,7,17,-122,+106,14 Sep 2017 17:10,
San Francisco Giants,Los Angeles Dodgers,1,4,+206,-238,14 Sep 2017 02:15,
Los Angeles Angels,Houston Astros,9,1,-120,+106,14 Sep 2017 02:07,
Arizona Diamondbacks,Colorado Rockies,8,2,-143,+125,14 Sep 2017 01:40,
St.Louis Cardinals,Cincinnati Reds,0,6,-152,+135,14 Sep 2017 00:15,
Milwaukee Brewers,Pittsburgh Pirates,8,2,-164,+144,14 Sep 2017 00:10,
Minnesota Twins,San Diego Padres,3,1,-152,+131,14 Sep 2017 00:10,
Chicago Cubs,New York Mets,17,5,-303,+257,14 Sep 2017 00:05,
Texas Rangers,Seattle Mariners,1,8,-109,-105,14 Sep 2017 00:05,
Boston Red Sox,Oakland Athletics,3,7,-192,+168,13 Sep 2017 23:10,
Toronto Blue Jays,Baltimore Orioles,1,2,-125,+110,13 Sep 2017 23:07,
Philadelphia Phillies,Miami Marlins,8,1,-152,+133,13 Sep 2017 23:05,
Washington Nationals,Atlanta Braves,2,8,-323,+270,13 Sep 2017 23:05,
Kansas City Royals,Chicago White Sox,3,5,-152,+133,13 Sep 2017 18:15,
Tampa Bay Rays,New York Yankees,2,3,-130,+114,13 Sep 2017 17:10,
Cleveland Indians,Detroit Tigers,5,3,-312,+263,13 Sep 2017 16:10,
San Francisco Giants,Los Angeles Dodgers,3,5,+236,-278,13 Sep 2017 02:15,
Los Angeles Angels,Houston Astros,0,1,-105,-108,13 Sep 2017 02:07,
Arizona Diamondbacks,Colorado Rockies,2,4,-123,+108,13 Sep 2017 01:40,
St.Louis Cardinals,Cincinnati Reds,13,4,-161,+143,13 Sep 2017 00:15,
Minnesota Twins,San Diego Padres,16,0,-169,+150,13 Sep 2017 00:10,
Chicago Cubs,New York Mets,8,3,-323,+273,13 Sep 2017 00:05,
Texas Rangers,Seattle Mariners,3,10,-115,+100,13 Sep 2017 00:05,
Milwaukee Brewers,Pittsburgh Pirates,5,2,-112,-102,12 Sep 2017 23:40,
Boston Red Sox,Oakland Athletics,11,1,-175,+154,12 Sep 2017 23:10,
Cleveland Indians,Detroit Tigers,2,0,-455,+370,12 Sep 2017 23:10,
Tampa Bay Rays,New York Yankees,2,1,+122,-139,12 Sep 2017 23:10,
Toronto Blue Jays,Baltimore Orioles,3,2,+100,-115,12 Sep 2017 23:07,
Philadelphia Phillies,Miami Marlins,9,8,+106,-120,12 Sep 2017 23:05,
Washington Nationals,Atlanta Braves,0,8,-172,+150,12 Sep 2017 23:05,
Kansas City Royals,Chicago White Sox,4,3,-192,+167,12 Sep 2017 17:15,
San Francisco Giants,Los Angeles Dodgers,8,6,+177,-204,12 Sep 2017 02:15,
Arizona Diamondbacks,Colorado Rockies,4,5,-196,+173,12 Sep 2017 01:40,
Kansas City Royals,Chicago White Sox,3,11,-179,+158,12 Sep 2017 00:15,
Texas Rangers,Seattle Mariners,5,3,-133,+117,12 Sep 2017 00:05,
Milwaukee Brewers,Pittsburgh Pirates,0,7,-161,+142,11 Sep 2017 23:40,
Cleveland Indians,Detroit Tigers,11,0,-417,+337,11 Sep 2017 23:10,
