team1,team2,score1,score2,odds1,odds2,datetime,notes
Colorado Rockies,Houston Astros,1,4,-132,+100,05 Jun 2007 21:55,
Milwaukee Brewers,Chicago Cubs,7,5,-116,-116,05 Jun 2007 21:55,
New York Mets,Philadelphia Phillies,2,4,-147,+114,05 Jun 2007 21:55,
Oakland Athletics,Boston Red Sox,2,0,+129,-161,05 Jun 2007 21:55,
Seattle Mariners,Baltimore Orioles,5,4,-141,+110,05 Jun 2007 21:55,
Texas Rangers,Detroit Tigers,7,4,-105,-125,05 Jun 2007 21:55,
Toronto Blue Jays,Tampa Bay Rays,12,11,-250,+200,05 Jun 2007 21:55,
Atlanta Braves,Miami Marlins,3,1,-125,-105,05 Jun 2007 17:00,
Milwaukee Brewers,Chicago Cubs,2,7,-125,-105,04 Jun 2007 21:55,
Pittsburgh Pirates,Los Angeles Dodgers,5,6,+120,-152,04 Jun 2007 21:55,
Seattle Mariners,Baltimore Orioles,7,4,-132,+100,04 Jun 2007 21:55,
Tampa Bay Rays,Kansas City Royals,4,2,-156,+125,04 Jun 2007 19:10,
Philadelphia Phillies,San Francisco Giants,1,8,-120,-111,04 Jun 2007 17:05,
Boston Red Sox,New York Yankees,5,6,-141,+110,03 Jun 2007 21:55,
Oakland Athletics,Minnesota Twins,4,2,+110,-141,03 Jun 2007 20:05,
Los Angeles Angels,Baltimore Orioles,4,3,-141,+110,03 Jun 2007 19:35,
Colorado Rockies,Cincinnati Reds,10,9,-141,+110,03 Jun 2007 19:05,
Chicago Cubs,Atlanta Braves,10,1,-141,+110,03 Jun 2007 18:20,
Milwaukee Brewers,Miami Marlins,3,0,-147,+114,03 Jun 2007 18:05,
Tampa Bay Rays,Kansas City Royals,5,1,-147,+114,03 Jun 2007 17:40,
Pittsburgh Pirates,Los Angeles Dodgers,4,5,-111,-120,03 Jun 2007 17:35,
New York Mets,Arizona Diamondbacks,1,4,-161,+129,03 Jun 2007 17:10,
Toronto Blue Jays,Chicago White Sox,4,3,-132,+100,03 Jun 2007 17:05,
Cleveland Indians,Detroit Tigers,5,9,-152,+120,02 Jun 2007 21:55,
Colorado Rockies,Cincinnati Reds,4,1,-172,+140,02 Jun 2007 21:55,
Los Angeles Angels,Baltimore Orioles,7,4,-152,+120,02 Jun 2007 21:55,
Seattle Mariners,Texas Rangers,5,4,-147,+114,02 Jun 2007 21:55,
Tampa Bay Rays,Kansas City Royals,4,9,-125,-105,02 Jun 2007 21:55,
Boston Red Sox,New York Yankees,11,6,-135,+104,02 Jun 2007 19:55,
Chicago Cubs,Atlanta Braves,3,5,-152,+120,02 Jun 2007 17:05,
Los Angeles Angels,Baltimore Orioles,3,2,-192,+154,01 Jun 2007 21:55,
Cleveland Indians,Detroit Tigers,12,11,-161,+129,01 Jun 2007 21:55,
Colorado Rockies,Cincinnati Reds,2,4,-141,+110,01 Jun 2007 21:55,
Milwaukee Brewers,Miami Marlins,8,5,-152,+120,01 Jun 2007 21:55,
New York Mets,Arizona Diamondbacks,1,5,-132,+100,01 Jun 2007 21:55,
Toronto Blue Jays,Chicago White Sox,0,3,-147,+114,01 Jun 2007 21:55,
Chicago Cubs,Atlanta Braves,5,8,-172,+140,01 Jun 2007 18:20,
Colorado Rockies,St.Louis Cardinals,3,7,-152,+120,31 May 2007 21:55,
Houston Astros,Cincinnati Reds,10,2,+100,-132,31 May 2007 21:55,
Los Angeles Angels,Baltimore Orioles,2,6,-213,+170,31 May 2007 21:55,
Toronto Blue Jays,Chicago White Sox,2,0,-161,+129,31 May 2007 21:55,
Colorado Rockies,St.Louis Cardinals,4,8,-156,+125,30 May 2007 21:55,
Houston Astros,Cincinnati Reds,3,4,-116,-116,30 May 2007 21:55,
Kansas City Royals,Baltimore Orioles,0,3,+100,-132,30 May 2007 21:55,
Los Angeles Angels,Seattle Mariners,8,6,-120,-111,30 May 2007 21:55,
Philadelphia Phillies,Arizona Diamondbacks,3,4,-120,-111,30 May 2007 21:55,
Tampa Bay Rays,Detroit Tigers,5,3,-116,-116,30 May 2007 21:55,
Oakland Athletics,Texas Rangers,6,1,-222,+175,30 May 2007 19:35,
Minnesota Twins,Chicago White Sox,7,6,-116,-116,30 May 2007 17:10,
Milwaukee Brewers,Atlanta Braves,3,9,+100,-132,30 May 2007 17:05,
Colorado Rockies,St.Louis Cardinals,8,3,-116,-116,29 May 2007 21:55,
Kansas City Royals,Baltimore Orioles,2,6,+100,-132,29 May 2007 21:55,
Los Angeles Angels,Seattle Mariners,4,1,-152,+120,29 May 2007 21:55,
Milwaukee Brewers,Atlanta Braves,5,4,-120,-111,29 May 2007 21:55,
Philadelphia Phillies,Arizona Diamondbacks,5,11,-152,+120,29 May 2007 21:55,
Tampa Bay Rays,Detroit Tigers,2,14,+145,-175,29 May 2007 21:55,
Kansas City Royals,Baltimore Orioles,1,9,-105,-125,28 May 2007 21:55,
Los Angeles Angels,Seattle Mariners,5,12,-156,+125,28 May 2007 21:55,
Oakland Athletics,Texas Rangers,5,3,-152,+120,28 May 2007 21:55,
Philadelphia Phillies,Arizona Diamondbacks,4,5,-156,+125,28 May 2007 21:55,
Colorado Rockies,St.Louis Cardinals,6,2,-152,+120,28 May 2007 19:05,
Chicago Cubs,Miami Marlins,3,5,-156,+125,28 May 2007 18:20,
Minnesota Twins,Chicago White Sox,10,4,-192,+154,28 May 2007 18:10,
Milwaukee Brewers,Atlanta Braves,1,2,-135,+104,28 May 2007 18:05,
Cincinnati Reds,Pittsburgh Pirates,4,0,-116,-116,28 May 2007 17:15,
Detroit Tigers,Cleveland Indians,3,5,-116,-116,27 May 2007 21:55,
Arizona Diamondbacks,Houston Astros,8,4,+100,-132,27 May 2007 20:40,
Los Angeles Dodgers,Chicago Cubs,2,1,-120,-111,27 May 2007 20:10,
San Francisco Giants,Colorado Rockies,4,6,-172,+140,27 May 2007 20:05,
Texas Rangers,Boston Red Sox,5,6,+100,-132,27 May 2007 19:05,
St.Louis Cardinals,Washington Nationals,2,7,-182,+150,27 May 2007 18:15,
Kansas City Royals,Seattle Mariners,4,7,+104,-135,27 May 2007 18:10,
Chicago White Sox,Tampa Bay Rays,5,11,-147,+114,27 May 2007 18:05,
Baltimore Orioles,Oakland Athletics,8,4,-116,-116,27 May 2007 17:35,
Cincinnati Reds,Pittsburgh Pirates,10,14,-120,-111,27 May 2007 17:15,
New York Yankees,Los Angeles Angels,3,4,-141,+110,27 May 2007 17:05,
Arizona Diamondbacks,Houston Astros,5,4,-175,+145,26 May 2007 21:55,
Cincinnati Reds,Pittsburgh Pirates,5,9,-192,+154,26 May 2007 21:55,
Miami Marlins,New York Mets,2,7,+114,-147,26 May 2007 21:55,
San Diego Padres,Milwaukee Brewers,6,3,-120,-111,26 May 2007 21:55,
San Francisco Giants,Colorado Rockies,1,6,-152,+120,26 May 2007 21:55,
Baltimore Orioles,Oakland Athletics,8,3,-111,-120,26 May 2007 21:55,
St.Louis Cardinals,Washington Nationals,8,6,-182,+150,26 May 2007 21:55,
Texas Rangers,Boston Red Sox,4,7,+114,-147,26 May 2007 21:55,
New York Yankees,Los Angeles Angels,1,3,-167,+135,26 May 2007 17:05,
Arizona Diamondbacks,Houston Astros,13,3,-125,-105,25 May 2007 21:55,
Atlanta Braves,Philadelphia Phillies,3,8,-161,+129,25 May 2007 21:55,
Cincinnati Reds,Pittsburgh Pirates,4,10,-161,+129,25 May 2007 21:55,
Detroit Tigers,Cleveland Indians,4,7,-132,+100,25 May 2007 21:55,
Kansas City Royals,Seattle Mariners,2,10,-116,-116,25 May 2007 21:55,
Los Angeles Dodgers,Chicago Cubs,9,8,-116,-116,25 May 2007 21:55,
San Diego Padres,Milwaukee Brewers,8,6,-135,+104,25 May 2007 21:55,
San Francisco Giants,Colorado Rockies,3,5,-172,+140,25 May 2007 21:55,
Texas Rangers,Boston Red Sox,6,10,+150,-182,25 May 2007 21:55,
Arizona Diamondbacks,Houston Astros,9,1,-116,-116,24 May 2007 21:55,
Atlanta Braves,New York Mets,2,1,-141,+110,24 May 2007 21:55,
Cincinnati Reds,Washington Nationals,3,4,-152,+120,24 May 2007 21:55,
Kansas City Royals,Cleveland Indians,3,10,+104,-135,24 May 2007 21:55,
Miami Marlins,Philadelphia Phillies,5,4,-116,-116,24 May 2007 21:55,
San Diego Padres,Chicago Cubs,1,3,-141,+110,24 May 2007 21:55,
Tampa Bay Rays,Seattle Mariners,13,12,-116,-116,24 May 2007 19:10,
St.Louis Cardinals,Pittsburgh Pirates,3,1,-132,+100,24 May 2007 17:10,
Detroit Tigers,Los Angeles Angels,12,0,-156,+125,24 May 2007 17:05,
Arizona Diamondbacks,Colorado Rockies,0,2,-116,-116,23 May 2007 21:55,
Atlanta Braves,New York Mets,0,3,-116,-116,23 May 2007 21:55,
Kansas City Royals,Cleveland Indians,11,7,+140,-172,23 May 2007 21:55,
Los Angeles Dodgers,Milwaukee Brewers,5,1,-132,+100,23 May 2007 21:55,
New York Yankees,Boston Red Sox,8,3,-125,-105,23 May 2007 21:55,
San Diego Padres,Chicago Cubs,2,1,-132,+100,23 May 2007 21:55,
San Francisco Giants,Houston Astros,9,1,-161,+129,23 May 2007 21:55,
Tampa Bay Rays,Seattle Mariners,1,5,-116,-116,23 May 2007 21:55,
Texas Rangers,Minnesota Twins,3,5,-120,-111,23 May 2007 18:05,
Arizona Diamondbacks,Colorado Rockies,1,3,-141,+110,22 May 2007 21:55,
Atlanta Braves,New York Mets,8,1,-105,-125,22 May 2007 21:55,
Kansas City Royals,Cleveland Indians,4,3,+135,-167,22 May 2007 21:55,
Los Angeles Dodgers,Milwaukee Brewers,3,2,-116,-116,22 May 2007 21:55,
New York Yankees,Boston Red Sox,3,7,-172,+140,22 May 2007 21:55,
San Diego Padres,Chicago Cubs,5,1,-172,+140,22 May 2007 21:55,
San Francisco Giants,Houston Astros,4,2,-111,-120,22 May 2007 21:55,
Tampa Bay Rays,Seattle Mariners,2,5,-120,-111,22 May 2007 21:55,
Texas Rangers,Minnesota Twins,1,7,+150,-182,22 May 2007 21:55,
Arizona Diamondbacks,Colorado Rockies,6,5,-175,+145,21 May 2007 21:55,
Chicago White Sox,Oakland Athletics,8,5,-125,-105,21 May 2007 21:55,
Cincinnati Reds,Washington Nationals,8,7,-222,+175,21 May 2007 21:55,
Cleveland Indians,Seattle Mariners,5,2,-141,+110,21 May 2007 21:55,
Los Angeles Dodgers,Milwaukee Brewers,5,9,-116,-116,21 May 2007 21:55,
New York Yankees,Boston Red Sox,6,2,-141,+110,21 May 2007 21:55,
San Francisco Giants,Houston Astros,4,0,-135,+104,21 May 2007 21:55,
Texas Rangers,Minnesota Twins,14,4,-116,-116,21 May 2007 21:55,
New York Mets,New York Yankees,2,6,-152,+120,20 May 2007 21:55,
Seattle Mariners,San Diego Padres,1,2,-172,+140,20 May 2007 20:05,
Los Angeles Angels,Los Angeles Dodgers,4,1,-141,+110,20 May 2007 19:35,
Colorado Rockies,Kansas City Royals,5,10,-161,+129,20 May 2007 19:05,
Boston Red Sox,Atlanta Braves,6,3,+104,-135,20 May 2007 18:05,
Tampa Bay Rays,Miami Marlins,3,4,-147,+114,20 May 2007 17:40,
Pittsburgh Pirates,Arizona Diamondbacks,2,5,+104,-125,20 May 2007 17:35,
Cleveland Indians,Cincinnati Reds,5,3,-156,+125,20 May 2007 17:05,
Colorado Rockies,Kansas City Royals,6,4,-111,-120,19 May 2007 21:55,
Pittsburgh Pirates,Arizona Diamondbacks,8,9,-147,+114,19 May 2007 21:55,
Seattle Mariners,San Diego Padres,7,4,-116,-116,19 May 2007 21:55,
Tampa Bay Rays,Miami Marlins,2,7,-105,-125,19 May 2007 21:55,
Chicago Cubs,Chicago White Sox,11,6,-132,+100,19 May 2007 19:55,
Colorado Rockies,Kansas City Royals,2,5,-182,+150,18 May 2007 21:55,
Los Angeles Angels,Los Angeles Dodgers,9,1,-105,-125,18 May 2007 21:55,
Milwaukee Brewers,Minnesota Twins,1,8,-161,+129,18 May 2007 21:55,
New York Mets,New York Yankees,3,2,-116,-116,18 May 2007 21:55,
Pittsburgh Pirates,Arizona Diamondbacks,11,5,-141,+110,18 May 2007 21:55,
Tampa Bay Rays,Miami Marlins,4,8,-120,-111,18 May 2007 21:55,
Chicago Cubs,Chicago White Sox,6,3,-141,+110,18 May 2007 18:20,
Boston Red Sox,Detroit Tigers,2,1,-192,+154,17 May 2007 21:55,
Houston Astros,San Francisco Giants,1,2,-200,+165,17 May 2007 21:55,
Seattle Mariners,Los Angeles Angels,3,7,-132,+100,17 May 2007 21:55,
Tampa Bay Rays,Texas Rangers,8,6,-156,+125,17 May 2007 21:55,
Oakland Athletics,Kansas City Royals,4,7,-192,+154,17 May 2007 19:35,
Colorado Rockies,Arizona Diamondbacks,1,3,-116,-116,17 May 2007 19:05,
Cleveland Indians,Minnesota Twins,2,0,+100,-132,17 May 2007 16:05,
Chicago White Sox,New York Yankees,1,8,+120,-152,16 May 2007 21:56,
Colorado Rockies,Arizona Diamondbacks,5,3,-116,-116,16 May 2007 21:55,
Houston Astros,San Francisco Giants,2,1,-116,-116,16 May 2007 21:55,
Los Angeles Dodgers,St.Louis Cardinals,5,4,-152,+120,16 May 2007 21:55,
New York Mets,Chicago Cubs,8,1,-125,-105,16 May 2007 21:55,
San Diego Padres,Cincinnati Reds,3,2,-175,+145,16 May 2007 21:55,
Washington Nationals,Atlanta Braves,6,4,+110,-141,16 May 2007 21:55,
Colorado Rockies,Arizona Diamondbacks,0,3,-116,-116,15 May 2007 21:55,
Houston Astros,San Francisco Giants,6,5,-120,-111,15 May 2007 21:55,
Los Angeles Dodgers,St.Louis Cardinals,9,7,-161,+129,15 May 2007 21:55,
New York Mets,Chicago Cubs,1,10,-147,+114,15 May 2007 21:55,
San Diego Padres,Cincinnati Reds,1,2,-116,-116,15 May 2007 21:55,
Tampa Bay Rays,Texas Rangers,4,3,-147,+114,15 May 2007 21:55,
Washington Nationals,Atlanta Braves,2,6,+165,-200,15 May 2007 21:55,
Los Angeles Dodgers,St.Louis Cardinals,4,8,-152,+120,14 May 2007 21:55,
New York Mets,Chicago Cubs,5,4,-147,+114,14 May 2007 21:55,
San Diego Padres,Cincinnati Reds,7,1,-147,+114,14 May 2007 21:55,
Washington Nationals,Atlanta Braves,2,1,+154,-192,14 May 2007 21:55,
Texas Rangers,Los Angeles Angels,2,7,-111,-120,14 May 2007 18:05,
Minnesota Twins,Detroit Tigers,16,4,-111,-120,13 May 2007 21:55,
Oakland Athletics,Cleveland Indians,10,7,-116,-116,13 May 2007 20:05,
Texas Rangers,Los Angeles Angels,7,6,-111,-120,13 May 2007 19:05,
Houston Astros,Arizona Diamondbacks,5,2,-135,+104,13 May 2007 18:05,
Pittsburgh Pirates,Atlanta Braves,13,2,-116,-116,13 May 2007 17:35,
New York Mets,Milwaukee Brewers,9,1,-120,-111,13 May 2007 17:10,
Toronto Blue Jays,Tampa Bay Rays,1,2,-147,+114,13 May 2007 17:05,
Colorado Rockies,San Francisco Giants,6,2,-116,-116,12 May 2007 21:55,
Houston Astros,Arizona Diamondbacks,10,4,-192,+154,12 May 2007 21:55,
Oakland Athletics,Cleveland Indians,3,6,+100,-132,12 May 2007 20:05,
Philadelphia Phillies,Chicago Cubs,11,7,-132,+100,12 May 2007 19:45,
New York Mets,Milwaukee Brewers,3,12,-111,-120,12 May 2007 17:10,
Boston Red Sox,Baltimore Orioles,13,4,-233,+179,12 May 2007 17:05,
Colorado Rockies,San Francisco Giants,3,8,-116,-116,11 May 2007 21:55,
Houston Astros,Arizona Diamondbacks,1,3,-111,-120,11 May 2007 21:55,
Minnesota Twins,Detroit Tigers,3,7,-213,+170,11 May 2007 21:55,
New York Mets,Milwaukee Brewers,5,4,-125,-105,11 May 2007 21:55,
Oakland Athletics,Cleveland Indians,8,2,-105,-125,11 May 2007 21:55,
Pittsburgh Pirates,Atlanta Braves,1,4,-116,-116,11 May 2007 21:55,
Colorado Rockies,San Francisco Giants,5,3,-116,-116,10 May 2007 21:55,
Toronto Blue Jays,Boston Red Sox,0,8,-147,+114,10 May 2007 21:55,
Los Angeles Angels,Cleveland Indians,8,0,-135,+104,10 May 2007 19:35,
Chicago Cubs,Pittsburgh Pirates,4,6,-213,+170,10 May 2007 18:20,
Kansas City Royals,Oakland Athletics,3,17,+104,-135,10 May 2007 18:10,
Minnesota Twins,Chicago White Sox,0,3,-125,-105,10 May 2007 17:10,
Atlanta Braves,San Diego Padres,5,3,-200,+165,10 May 2007 17:05,
Cincinnati Reds,Houston Astros,9,5,-152,+120,10 May 2007 16:35,
Miami Marlins,Los Angeles Dodgers,3,0,+100,-132,10 May 2007 16:05,
Arizona Diamondbacks,Philadelphia Phillies,3,9,-116,-116,09 May 2007 21:55,
Atlanta Braves,San Diego Padres,3,2,-152,+120,09 May 2007 21:55,
Chicago Cubs,Pittsburgh Pirates,1,0,-152,+120,09 May 2007 21:55,
Cincinnati Reds,Houston Astros,2,3,-135,+104,09 May 2007 21:55,
Los Angeles Angels,Cleveland Indians,3,2,-132,+100,09 May 2007 21:55,
Minnesota Twins,Chicago White Sox,3,6,-141,+110,09 May 2007 21:55,
Toronto Blue Jays,Boston Red Sox,3,9,+135,-167,09 May 2007 21:55,
San Francisco Giants,New York Mets,3,5,+114,-147,09 May 2007 19:35,
St.Louis Cardinals,Colorado Rockies,9,2,-135,+104,09 May 2007 17:10,
Milwaukee Brewers,Washington Nationals,3,1,-222,+175,09 May 2007 17:05,
Arizona Diamondbacks,Philadelphia Phillies,3,2,-120,-111,08 May 2007 21:55,
Chicago Cubs,Pittsburgh Pirates,3,4,-156,+125,08 May 2007 21:55,
Cincinnati Reds,Houston Astros,6,7,-116,-116,08 May 2007 21:55,
Los Angeles Angels,Cleveland Indians,1,5,-120,-111,08 May 2007 21:55,
Minnesota Twins,Chicago White Sox,7,4,-116,-116,08 May 2007 21:55,
New York Yankees,Texas Rangers,8,2,-244,+190,08 May 2007 21:55,
San Francisco Giants,New York Mets,1,4,-116,-116,08 May 2007 21:55,
Toronto Blue Jays,Boston Red Sox,2,9,+154,-192,08 May 2007 21:55,
Arizona Diamondbacks,Philadelphia Phillies,4,3,-116,-116,07 May 2007 21:55,
Atlanta Braves,San Diego Padres,2,4,-125,-105,07 May 2007 21:55,
Cincinnati Reds,Houston Astros,4,5,+110,-141,07 May 2007 21:55,
Miami Marlins,Los Angeles Dodgers,1,6,-111,-120,07 May 2007 21:55,
Milwaukee Brewers,Washington Nationals,3,0,-233,+179,07 May 2007 21:55,
San Francisco Giants,New York Mets,9,4,-116,-116,07 May 2007 21:55,
St.Louis Cardinals,Colorado Rockies,2,3,-125,-105,07 May 2007 21:55,
Baltimore Orioles,Cleveland Indians,1,10,+100,-132,07 May 2007 16:35,
San Francisco Giants,Philadelphia Phillies,5,8,+104,-135,06 May 2007 21:55,
Arizona Diamondbacks,New York Mets,3,1,-111,-120,06 May 2007 20:40,
Los Angeles Angels,Chicago White Sox,3,4,-135,+104,06 May 2007 19:35,
Cincinnati Reds,Colorado Rockies,9,3,-172,+140,06 May 2007 19:15,
Texas Rangers,Toronto Blue Jays,3,2,-111,-120,06 May 2007 19:05,
Chicago Cubs,Washington Nationals,4,3,-152,+120,06 May 2007 18:20,
St.Louis Cardinals,Houston Astros,3,1,-141,+110,06 May 2007 18:15,
Minnesota Twins,Boston Red Sox,3,4,+140,-172,06 May 2007 18:10,
Milwaukee Brewers,Pittsburgh Pirates,6,4,-233,+179,06 May 2007 18:05,
Tampa Bay Rays,Oakland Athletics,3,5,+100,-132,06 May 2007 17:40,
Baltimore Orioles,Cleveland Indians,6,9,+129,-161,06 May 2007 17:35,
Atlanta Braves,Los Angeles Dodgers,6,4,-120,-111,06 May 2007 17:05,
Milwaukee Brewers,Pittsburgh Pirates,6,3,-152,+120,05 May 2007 21:55,
Minnesota Twins,Boston Red Sox,2,1,-222,+175,05 May 2007 21:55,
Texas Rangers,Toronto Blue Jays,11,4,+129,-161,05 May 2007 21:55,
Los Angeles Angels,Chicago White Sox,3,6,-156,+125,05 May 2007 19:55,
Chicago Cubs,Washington Nationals,5,3,-222,+175,05 May 2007 17:05,
Arizona Diamondbacks,New York Mets,3,5,+100,-132,04 May 2007 21:55,
Atlanta Braves,Los Angeles Dodgers,4,0,-161,+129,04 May 2007 21:55,
Baltimore Orioles,Cleveland Indians,3,2,-116,-116,04 May 2007 21:55,
Cincinnati Reds,Colorado Rockies,5,6,-132,+100,04 May 2007 21:55,
Los Angeles Angels,Chicago White Sox,5,1,-141,+110,04 May 2007 21:55,
Milwaukee Brewers,Pittsburgh Pirates,10,0,-152,+120,04 May 2007 21:55,
Minnesota Twins,Boston Red Sox,0,2,-111,-120,04 May 2007 21:55,
San Francisco Giants,Philadelphia Phillies,6,2,-116,-116,04 May 2007 21:55,
Chicago Cubs,Washington Nationals,6,4,-233,+179,04 May 2007 18:20,
Arizona Diamondbacks,New York Mets,4,9,+104,-135,03 May 2007 21:55,
Boston Red Sox,Seattle Mariners,8,7,-161,+129,03 May 2007 21:55,
Houston Astros,Cincinnati Reds,7,5,-132,+100,03 May 2007 21:55,
San Francisco Giants,Philadelphia Phillies,7,9,-141,+110,03 May 2007 21:55,
Tampa Bay Rays,Minnesota Twins,6,4,-116,-116,03 May 2007 21:55,
Kansas City Royals,Los Angeles Angels,5,2,-111,-120,03 May 2007 18:10,
Atlanta Braves,Philadelphia Phillies,4,3,-132,+100,02 May 2007 21:55,
Boston Red Sox,Oakland Athletics,6,4,-192,+154,02 May 2007 21:55,
Houston Astros,Cincinnati Reds,3,1,-120,-111,02 May 2007 21:55,
Kansas City Royals,Los Angeles Angels,3,1,-105,-125,02 May 2007 21:55,
San Diego Padres,Washington Nationals,7,3,-175,+145,02 May 2007 21:55,
San Francisco Giants,Colorado Rockies,5,3,-156,+125,02 May 2007 21:55,
Tampa Bay Rays,Minnesota Twins,4,3,+100,-132,02 May 2007 21:55,
Seattle Mariners,Chicago White Sox,3,2,-125,-105,02 May 2007 19:35,
New York Mets,Miami Marlins,6,3,-167,+135,02 May 2007 17:10,
Detroit Tigers,Baltimore Orioles,3,2,-161,+129,02 May 2007 17:05,
Pittsburgh Pirates,Chicago Cubs,1,7,-132,+100,02 May 2007 16:35,
Atlanta Braves,Philadelphia Phillies,4,6,+100,-132,01 May 2007 21:55,
Detroit Tigers,Baltimore Orioles,5,4,-132,+100,01 May 2007 21:55,
Houston Astros,Cincinnati Reds,2,11,-116,-116,01 May 2007 21:55,
Kansas City Royals,Los Angeles Angels,5,7,+104,-135,01 May 2007 21:55,
New York Mets,Miami Marlins,2,5,-152,+120,01 May 2007 21:55,
San Diego Padres,Washington Nationals,3,0,-161,+129,01 May 2007 21:55,
Seattle Mariners,Chicago White Sox,5,2,-120,-111,01 May 2007 21:55,
Detroit Tigers,Baltimore Orioles,8,4,-156,+125,30 Apr 2007 21:55,
Kansas City Royals,Los Angeles Angels,1,3,+140,-172,30 Apr 2007 21:55,
Los Angeles Dodgers,Arizona Diamondbacks,1,9,-116,-116,30 Apr 2007 21:55,
New York Mets,Miami Marlins,6,9,-167,+135,30 Apr 2007 21:55,
San Diego Padres,Washington Nationals,2,3,-250,+200,30 Apr 2007 21:55,
San Francisco Giants,Colorado Rockies,9,5,-147,+114,30 Apr 2007 21:55,
Arizona Diamondbacks,San Francisco Giants,5,4,-135,+104,29 Apr 2007 20:40,
Seattle Mariners,Kansas City Royals,5,1,-147,+114,29 Apr 2007 20:05,
Colorado Rockies,Atlanta Braves,9,7,-125,-105,29 Apr 2007 19:05,
Chicago White Sox,Los Angeles Angels,2,5,-141,+110,29 Apr 2007 18:05,
Pittsburgh Pirates,Cincinnati Reds,5,9,-116,-116,29 Apr 2007 17:35,
Cleveland Indians,Baltimore Orioles,6,1,-161,+129,29 Apr 2007 17:05,
Arizona Diamondbacks,San Francisco Giants,5,4,+100,-132,28 Apr 2007 21:55,
Cleveland Indians,Baltimore Orioles,4,7,-135,+104,28 Apr 2007 21:55,
Colorado Rockies,Atlanta Braves,2,6,-105,-125,28 Apr 2007 21:55,
San Diego Padres,Los Angeles Dodgers,3,2,-125,-105,28 Apr 2007 21:55,
Seattle Mariners,Kansas City Royals,3,8,-111,-120,28 Apr 2007 21:55,
Oakland Athletics,Tampa Bay Rays,12,5,-192,+154,28 Apr 2007 20:05,
New York Yankees,Boston Red Sox,3,1,-116,-116,28 Apr 2007 19:55,
St.Louis Cardinals,Chicago Cubs,1,8,-116,-116,28 Apr 2007 19:55,
Detroit Tigers,Minnesota Twins,3,11,-167,+135,28 Apr 2007 17:05,
Arizona Diamondbacks,San Francisco Giants,3,2,-116,-116,27 Apr 2007 21:55,
Cleveland Indians,Baltimore Orioles,5,4,-147,+114,27 Apr 2007 21:55,
Colorado Rockies,Atlanta Braves,7,9,-116,-116,27 Apr 2007 21:55,
Houston Astros,Milwaukee Brewers,1,4,-161,+129,27 Apr 2007 21:55,
Seattle Mariners,Kansas City Royals,7,4,-132,+100,27 Apr 2007 21:55,
St.Louis Cardinals,Chicago Cubs,3,5,-105,-125,27 Apr 2007 21:55,
Arizona Diamondbacks,San Diego Padres,7,4,-105,-125,26 Apr 2007 21:55,
Baltimore Orioles,Boston Red Sox,2,5,+125,-156,26 Apr 2007 21:55,
Los Angeles Dodgers,San Francisco Giants,4,5,-192,+154,26 Apr 2007 21:55,
Oakland Athletics,Seattle Mariners,2,4,-141,+110,26 Apr 2007 19:35,
Philadelphia Phillies,Washington Nationals,2,4,-213,+170,26 Apr 2007 19:05,
Minnesota Twins,Kansas City Royals,1,0,-152,+120,26 Apr 2007 17:10,
St.Louis Cardinals,Cincinnati Reds,7,5,-116,-116,26 Apr 2007 17:10,
Pittsburgh Pirates,Houston Astros,5,3,-111,-120,26 Apr 2007 16:35,
Cleveland Indians,Texas Rangers,9,4,-147,+114,26 Apr 2007 16:05,
Arizona Diamondbacks,San Diego Padres,3,2,-116,-116,25 Apr 2007 21:55,
Los Angeles Angels,Tampa Bay Rays,9,1,-222,+175,25 Apr 2007 21:55,
Los Angeles Dodgers,San Francisco Giants,4,6,-141,+110,25 Apr 2007 21:55,
Miami Marlins,Atlanta Braves,4,3,+135,-167,25 Apr 2007 21:55,
St.Louis Cardinals,Cincinnati Reds,5,2,-125,-105,25 Apr 2007 21:55,
Chicago Cubs,Milwaukee Brewers,9,3,-120,-111,25 Apr 2007 18:20,
New York Mets,Colorado Rockies,5,11,-192,+154,25 Apr 2007 17:10,
Arizona Diamondbacks,San Diego Padres,5,10,-152,+120,24 Apr 2007 21:55,
Chicago Cubs,Milwaukee Brewers,1,4,-156,+125,24 Apr 2007 21:55,
Kansas City Royals,Chicago White Sox,7,9,+129,-161,24 Apr 2007 21:55,
Los Angeles Dodgers,San Francisco Giants,3,5,-156,+125,24 Apr 2007 21:55,
Miami Marlins,Atlanta Braves,6,11,-116,-116,24 Apr 2007 21:55,
New York Mets,Colorado Rockies,2,1,-213,+170,24 Apr 2007 21:55,
St.Louis Cardinals,Cincinnati Reds,3,10,-125,+104,24 Apr 2007 21:55,
Los Angeles Angels,Detroit Tigers,9,8,-116,-116,24 Apr 2007 19:35,
Baltimore Orioles,Oakland Athletics,2,4,-116,-116,24 Apr 2007 19:05,
Chicago Cubs,Milwaukee Brewers,4,5,-156,+125,23 Apr 2007 21:55,
Kansas City Royals,Chicago White Sox,4,7,+100,-132,23 Apr 2007 21:55,
Los Angeles Angels,Detroit Tigers,5,9,-147,+114,23 Apr 2007 21:55,
Miami Marlins,Atlanta Braves,8,7,-147,+114,23 Apr 2007 21:55,
New York Mets,Colorado Rockies,6,1,-200,+165,23 Apr 2007 21:55,
Philadelphia Phillies,Houston Astros,11,4,-152,+120,23 Apr 2007 21:55,
Boston Red Sox,New York Yankees,7,6,-192,+154,22 Apr 2007 21:55,
