team1,team2,score1,score2,odds1,odds2,datetime,notes
Seattle Mariners,Oakland Athletics,2,4,-189,+167,03 Oct 2015 02:10,
Arizona Diamondbacks,Houston Astros,5,21,+154,-175,03 Oct 2015 01:40,
Chicago White Sox,Detroit Tigers,2,1,-238,+202,03 Oct 2015 00:10,
Milwaukee Brewers,Chicago Cubs,1,6,+204,-238,03 Oct 2015 00:10,
Minnesota Twins,Kansas City Royals,1,3,-118,+100,03 Oct 2015 00:10,
Texas Rangers,Los Angeles Angels,1,2,-120,+104,03 Oct 2015 00:05,
Atlanta Braves,St.Louis Cardinals,4,0,+112,-127,02 Oct 2015 23:35,
Cleveland Indians,Boston Red Sox,8,2,-128,+112,02 Oct 2015 23:10,
Tampa Bay Rays,Toronto Blue Jays,4,8,+112,-128,02 Oct 2015 23:10,
Pittsburgh Pirates,Cincinnati Reds,6,4,-263,+223,02 Oct 2015 23:05,
Arizona Diamondbacks,Colorado Rockies,8,6,-208,+181,02 Oct 2015 01:40,
Chicago White Sox,Kansas City Royals,4,6,+118,-135,02 Oct 2015 00:10,
Texas Rangers,Los Angeles Angels,5,3,-111,-104,02 Oct 2015 00:05,
Atlanta Braves,Washington Nationals,0,3,+181,-208,01 Oct 2015 23:10,
Cleveland Indians,Minnesota Twins,2,4,-104,-110,01 Oct 2015 23:10,
Tampa Bay Rays,Miami Marlins,4,1,+100,-116,01 Oct 2015 23:10,
New York Yankees,Boston Red Sox,4,1,-141,+123,01 Oct 2015 23:05,
San Diego Padres,Milwaukee Brewers,3,1,-139,+122,01 Oct 2015 22:40,
San Francisco Giants,Los Angeles Dodgers,2,3,+119,-135,01 Oct 2015 19:45,
Cincinnati Reds,Chicago Cubs,3,5,+102,-118,01 Oct 2015 16:35,
Baltimore Orioles,Toronto Blue Jays,6,4,-172,+156,01 Oct 2015 16:05,
Philadelphia Phillies,New York Mets,3,0,-106,-112,01 Oct 2015 16:05,
San Francisco Giants,Los Angeles Dodgers,5,0,+102,-116,01 Oct 2015 02:15,
San Diego Padres,Milwaukee Brewers,0,5,-147,+129,01 Oct 2015 02:10,
Seattle Mariners,Houston Astros,6,7,+137,-159,01 Oct 2015 02:10,
Arizona Diamondbacks,Colorado Rockies,3,1,-133,+118,01 Oct 2015 01:40,
Chicago White Sox,Kansas City Royals,3,5,-122,+106,01 Oct 2015 00:10,
Texas Rangers,Detroit Tigers,6,2,-189,+165,01 Oct 2015 00:05,
Atlanta Braves,Washington Nationals,2,0,+148,-167,30 Sep 2015 23:10,
Cincinnati Reds,Chicago Cubs,3,10,+144,-161,30 Sep 2015 23:10,
Tampa Bay Rays,Miami Marlins,6,4,-175,+154,30 Sep 2015 23:10,
Los Angeles Angels,Oakland Athletics,7,8,-244,+210,30 Sep 2015 23:05,
New York Yankees,Boston Red Sox,5,9,-172,+152,30 Sep 2015 23:05,
Philadelphia Phillies,New York Mets,7,5,+159,-179,30 Sep 2015 23:05,
Pittsburgh Pirates,St.Louis Cardinals,1,11,-132,+116,30 Sep 2015 23:05,
Cleveland Indians,Minnesota Twins,10,2,-135,+114,30 Sep 2015 22:10,
Baltimore Orioles,Toronto Blue Jays,8,1,-112,-105,30 Sep 2015 22:05,
Cleveland Indians,Minnesota Twins,1,7,-161,+145,30 Sep 2015 20:10,
Baltimore Orioles,Toronto Blue Jays,2,15,+140,-156,30 Sep 2015 20:05,
Pittsburgh Pirates,St.Louis Cardinals,8,2,-156,+138,30 Sep 2015 17:35,
San Francisco Giants,Los Angeles Dodgers,0,8,+114,-132,30 Sep 2015 02:15,
San Diego Padres,Milwaukee Brewers,3,4,-182,+160,30 Sep 2015 02:10,
Seattle Mariners,Houston Astros,6,4,+122,-139,30 Sep 2015 02:10,
Los Angeles Angels,Oakland Athletics,8,1,-164,+144,30 Sep 2015 02:05,
Arizona Diamondbacks,Colorado Rockies,4,3,-179,+156,30 Sep 2015 01:40,
Chicago White Sox,Kansas City Royals,4,2,+133,-152,30 Sep 2015 00:10,
Texas Rangers,Detroit Tigers,7,6,-182,+160,30 Sep 2015 00:05,
Atlanta Braves,Washington Nationals,2,1,+119,-135,29 Sep 2015 23:10,
Cincinnati Reds,Chicago Cubs,1,4,+131,-149,29 Sep 2015 23:10,
Tampa Bay Rays,Miami Marlins,4,2,-152,+133,29 Sep 2015 23:10,
New York Yankees,Boston Red Sox,4,10,-185,+162,29 Sep 2015 23:05,
Philadelphia Phillies,New York Mets,4,3,+164,-189,29 Sep 2015 23:05,
San Francisco Giants,Los Angeles Dodgers,3,2,+168,-192,29 Sep 2015 02:15,
Seattle Mariners,Houston Astros,2,3,+124,-141,29 Sep 2015 02:10,
Los Angeles Angels,Oakland Athletics,5,4,-189,+165,29 Sep 2015 02:05,
Chicago Cubs,Kansas City Royals,1,0,-108,-108,29 Sep 2015 00:05,
Texas Rangers,Detroit Tigers,4,7,-147,+127,29 Sep 2015 00:05,
Cleveland Indians,Minnesota Twins,2,4,-169,+149,28 Sep 2015 23:10,
Baltimore Orioles,Toronto Blue Jays,3,4,-102,-112,28 Sep 2015 23:05,
New York Yankees,Boston Red Sox,1,5,-133,+117,28 Sep 2015 23:05,
Pittsburgh Pirates,St.Louis Cardinals,0,3,-145,+127,28 Sep 2015 23:05,
Washington Nationals,Cincinnati Reds,5,1,-185,+163,28 Sep 2015 19:05,
Chicago Cubs,Pittsburgh Pirates,4,0,-182,+160,28 Sep 2015 00:08,
Colorado Rockies,Los Angeles Dodgers,12,5,+145,-164,27 Sep 2015 20:10,
San Diego Padres,Arizona Diamondbacks,2,4,-145,+127,27 Sep 2015 20:10,
Oakland Athletics,San Francisco Giants,4,5,-103,-111,27 Sep 2015 20:05,
Los Angeles Angels,Seattle Mariners,3,2,-103,-112,27 Sep 2015 19:35,
St.Louis Cardinals,Milwaukee Brewers,4,8,-233,+196,27 Sep 2015 18:15,
Houston Astros,Texas Rangers,4,2,-227,+195,27 Sep 2015 18:10,
Kansas City Royals,Cleveland Indians,3,0,+110,-127,27 Sep 2015 18:10,
Boston Red Sox,Baltimore Orioles,2,0,+100,-115,27 Sep 2015 17:35,
Washington Nationals,Philadelphia Phillies,5,12,-217,+188,27 Sep 2015 17:35,
Cincinnati Reds,New York Mets,1,8,+110,-127,27 Sep 2015 17:10,
Miami Marlins,Atlanta Braves,9,5,-135,+118,27 Sep 2015 17:10,
Detroit Tigers,Minnesota Twins,1,7,+117,-133,27 Sep 2015 17:08,
Toronto Blue Jays,Tampa Bay Rays,5,4,-172,+150,27 Sep 2015 17:07,
New York Yankees,Chicago White Sox,6,1,-196,+170,27 Sep 2015 17:05,
Los Angeles Angels,Seattle Mariners,3,2,-109,-105,27 Sep 2015 01:05,
San Diego Padres,Arizona Diamondbacks,3,0,-108,-108,27 Sep 2015 00:40,
Colorado Rockies,Los Angeles Dodgers,8,6,+147,-167,27 Sep 2015 00:10,
St.Louis Cardinals,Milwaukee Brewers,5,1,-238,+200,26 Sep 2015 23:15,
Kansas City Royals,Cleveland Indians,5,9,-127,+110,26 Sep 2015 23:10,
Miami Marlins,Atlanta Braves,6,2,+104,-119,26 Sep 2015 23:10,
Detroit Tigers,Minnesota Twins,2,6,+118,-135,26 Sep 2015 23:08,
Cincinnati Reds,New York Mets,2,10,+134,-152,26 Sep 2015 20:10,
Boston Red Sox,Baltimore Orioles,8,0,+114,-130,26 Sep 2015 20:05,
New York Yankees,Chicago White Sox,2,1,-164,+145,26 Sep 2015 20:05,
Oakland Athletics,San Francisco Giants,10,14,-114,-102,26 Sep 2015 20:05,
Washington Nationals,Philadelphia Phillies,2,1,-270,+234,26 Sep 2015 20:05,
Toronto Blue Jays,Tampa Bay Rays,10,8,-192,+169,26 Sep 2015 17:07,
Chicago Cubs,Pittsburgh Pirates,0,4,-101,-115,26 Sep 2015 17:05,
Houston Astros,Texas Rangers,9,7,-152,+133,26 Sep 2015 17:05,
San Diego Padres,Arizona Diamondbacks,3,6,+108,-123,26 Sep 2015 02:10,
Los Angeles Angels,Seattle Mariners,8,4,-179,+156,26 Sep 2015 02:05,
Oakland Athletics,San Francisco Giants,5,4,-167,+148,26 Sep 2015 02:05,
St.Louis Cardinals,Milwaukee Brewers,3,4,-227,+196,26 Sep 2015 00:15,
Colorado Rockies,Los Angeles Dodgers,7,4,+127,-145,26 Sep 2015 00:10,
Houston Astros,Texas Rangers,2,6,-141,+124,26 Sep 2015 00:10,
Kansas City Royals,Cleveland Indians,0,6,+142,-164,26 Sep 2015 00:10,
Boston Red Sox,Baltimore Orioles,7,0,-103,-111,25 Sep 2015 23:10,
Cincinnati Reds,New York Mets,5,12,+118,-135,25 Sep 2015 23:10,
Miami Marlins,Atlanta Braves,12,11,-204,+177,25 Sep 2015 23:10,
Detroit Tigers,Minnesota Twins,6,4,-104,-111,25 Sep 2015 23:08,
Toronto Blue Jays,Tampa Bay Rays,5,3,-164,+144,25 Sep 2015 23:07,
New York Yankees,Chicago White Sox,2,5,-137,+121,25 Sep 2015 23:05,
Washington Nationals,Philadelphia Phillies,2,8,-250,+217,25 Sep 2015 23:05,
Chicago Cubs,Pittsburgh Pirates,2,3,-115,+100,25 Sep 2015 18:20,
San Diego Padres,San Francisco Giants,5,4,+121,-139,25 Sep 2015 01:10,
Kansas City Royals,Seattle Mariners,10,4,-179,+158,25 Sep 2015 00:10,
Minnesota Twins,Cleveland Indians,3,6,-137,+120,25 Sep 2015 00:10,
St.Louis Cardinals,Milwaukee Brewers,7,3,-208,+183,24 Sep 2015 23:15,
Boston Red Sox,Tampa Bay Rays,2,4,-128,+112,24 Sep 2015 23:10,
Cincinnati Reds,New York Mets,4,6,+145,-164,24 Sep 2015 23:10,
Miami Marlins,Philadelphia Phillies,1,0,-185,+163,24 Sep 2015 23:10,
New York Yankees,Chicago White Sox,3,2,-108,-108,24 Sep 2015 23:05,
Washington Nationals,Baltimore Orioles,4,5,-145,+127,24 Sep 2015 20:05,
Oakland Athletics,Texas Rangers,1,8,+135,-154,24 Sep 2015 19:35,
Colorado Rockies,Pittsburgh Pirates,4,5,+112,-130,24 Sep 2015 19:10,
Los Angeles Dodgers,Arizona Diamondbacks,6,3,-222,+192,24 Sep 2015 19:10,
Los Angeles Dodgers,Arizona Diamondbacks,4,1,-154,+129,24 Sep 2015 02:10,
San Diego Padres,San Francisco Giants,5,4,-114,-101,24 Sep 2015 02:10,
Oakland Athletics,Texas Rangers,3,10,+104,-119,24 Sep 2015 02:05,
Colorado Rockies,Pittsburgh Pirates,7,13,+123,-139,24 Sep 2015 00:40,
St.Louis Cardinals,Cincinnati Reds,10,2,-161,+142,24 Sep 2015 00:15,
Kansas City Royals,Seattle Mariners,4,3,-185,+162,24 Sep 2015 00:10,
Minnesota Twins,Cleveland Indians,4,2,+118,-135,24 Sep 2015 00:10,
Chicago Cubs,Milwaukee Brewers,1,4,-233,+199,24 Sep 2015 00:05,
Miami Marlins,Philadelphia Phillies,4,3,-175,+154,23 Sep 2015 23:10,
New York Mets,Atlanta Braves,3,6,-233,+197,23 Sep 2015 23:10,
Boston Red Sox,Tampa Bay Rays,2,6,-118,+102,23 Sep 2015 23:10,
Toronto Blue Jays,New York Yankees,4,0,-189,+166,23 Sep 2015 23:07,
Washington Nationals,Baltimore Orioles,3,4,-182,+159,23 Sep 2015 23:05,
Houston Astros,Los Angeles Angels,5,6,-169,+152,23 Sep 2015 18:10,
Detroit Tigers,Chicago White Sox,7,4,-135,+119,23 Sep 2015 17:08,
Los Angeles Dodgers,Arizona Diamondbacks,0,8,-154,+135,23 Sep 2015 02:10,
San Diego Padres,San Francisco Giants,2,4,-141,+123,23 Sep 2015 02:10,
Oakland Athletics,Texas Rangers,6,8,+104,-120,23 Sep 2015 02:05,
Colorado Rockies,Pittsburgh Pirates,3,6,+127,-145,23 Sep 2015 00:40,
St.Louis Cardinals,Cincinnati Reds,3,1,-204,+175,23 Sep 2015 00:15,
Houston Astros,Los Angeles Angels,3,4,-172,+150,23 Sep 2015 00:10,
Kansas City Royals,Seattle Mariners,2,11,-108,-108,23 Sep 2015 00:10,
Minnesota Twins,Cleveland Indians,3,1,+106,-122,23 Sep 2015 00:10,
Chicago Cubs,Milwaukee Brewers,4,0,-333,+278,23 Sep 2015 00:05,
Boston Red Sox,Tampa Bay Rays,2,5,-116,+100,22 Sep 2015 23:10,
Miami Marlins,Philadelphia Phillies,2,6,-172,+152,22 Sep 2015 23:10,
New York Mets,Atlanta Braves,2,6,-200,+175,22 Sep 2015 23:10,
Detroit Tigers,Chicago White Sox,2,1,-102,-112,22 Sep 2015 23:08,
Toronto Blue Jays,New York Yankees,4,6,-110,-106,22 Sep 2015 23:07,
Washington Nationals,Baltimore Orioles,1,4,-147,+129,22 Sep 2015 23:05,
Los Angeles Dodgers,Arizona Diamondbacks,4,8,-172,+152,22 Sep 2015 02:10,
Colorado Rockies,Pittsburgh Pirates,3,9,-102,-115,22 Sep 2015 00:40,
St.Louis Cardinals,Cincinnati Reds,2,1,-169,+150,22 Sep 2015 00:15,
Houston Astros,Los Angeles Angels,6,3,-200,+173,22 Sep 2015 00:10,
Chicago Cubs,Milwaukee Brewers,9,5,-217,+186,22 Sep 2015 00:05,
Boston Red Sox,Tampa Bay Rays,8,7,+102,-118,21 Sep 2015 23:10,
New York Mets,Atlanta Braves,4,0,-172,+152,21 Sep 2015 23:10,
Detroit Tigers,Chicago White Sox,2,3,-108,-108,21 Sep 2015 23:08,
Toronto Blue Jays,New York Yankees,4,2,-233,+200,21 Sep 2015 23:07,
Detroit Tigers,Chicago White Sox,0,2,+131,-147,21 Sep 2015 17:08,
New York Mets,New York Yankees,2,11,-161,+142,21 Sep 2015 00:08,
Colorado Rockies,San Diego Padres,4,10,+110,-127,20 Sep 2015 20:10,
Los Angeles Dodgers,Pittsburgh Pirates,3,4,+112,-128,20 Sep 2015 20:10,
San Francisco Giants,Arizona Diamondbacks,5,1,-132,+114,20 Sep 2015 20:05,
Texas Rangers,Seattle Mariners,2,9,-108,-108,20 Sep 2015 19:05,
Chicago Cubs,St.Louis Cardinals,3,4,-141,+123,20 Sep 2015 18:20,
Houston Astros,Oakland Athletics,5,1,-217,+187,20 Sep 2015 18:10,
Milwaukee Brewers,Cincinnati Reds,8,4,+102,-116,20 Sep 2015 18:10,
Minnesota Twins,Los Angeles Angels,8,1,-108,-108,20 Sep 2015 18:10,
Atlanta Braves,Philadelphia Phillies,2,1,-145,+127,20 Sep 2015 17:35,
Washington Nationals,Miami Marlins,13,3,-278,+240,20 Sep 2015 17:35,
Cleveland Indians,Chicago White Sox,6,3,-172,+152,20 Sep 2015 17:10,
Tampa Bay Rays,Baltimore Orioles,7,6,-102,-112,20 Sep 2015 17:10,
Detroit Tigers,Kansas City Royals,3,10,+134,-152,20 Sep 2015 17:08,
Toronto Blue Jays,Boston Red Sox,3,4,-196,+171,20 Sep 2015 17:07,
Los Angeles Dodgers,Pittsburgh Pirates,2,3,-185,+163,20 Sep 2015 01:10,
Colorado Rockies,San Diego Padres,10,2,-106,-108,20 Sep 2015 00:10,
Texas Rangers,Seattle Mariners,10,1,-179,+158,20 Sep 2015 00:05,
Atlanta Braves,Philadelphia Phillies,2,1,-143,+125,19 Sep 2015 23:10,
Cleveland Indians,Chicago White Sox,3,4,-196,+169,19 Sep 2015 23:10,
Houston Astros,Oakland Athletics,10,6,-143,+125,19 Sep 2015 23:10,
Milwaukee Brewers,Cincinnati Reds,7,9,-141,+124,19 Sep 2015 23:10,
Minnesota Twins,Los Angeles Angels,2,5,+118,-133,19 Sep 2015 23:10,
Detroit Tigers,Kansas City Royals,6,5,+129,-147,19 Sep 2015 23:08,
Tampa Bay Rays,Baltimore Orioles,1,2,-103,-110,19 Sep 2015 22:10,
Toronto Blue Jays,Boston Red Sox,6,7,-167,+149,19 Sep 2015 20:07,
San Francisco Giants,Arizona Diamondbacks,0,6,-105,-109,19 Sep 2015 20:05,
Washington Nationals,Miami Marlins,5,2,-227,+193,19 Sep 2015 20:05,
Minnesota Twins,Los Angeles Angels,3,4,-120,+106,19 Sep 2015 17:10,
Chicago Cubs,St.Louis Cardinals,5,4,+106,-122,19 Sep 2015 17:05,
New York Mets,New York Yankees,0,5,-120,+104,19 Sep 2015 17:05,
San Francisco Giants,Arizona Diamondbacks,0,2,-233,+198,19 Sep 2015 02:15,
Los Angeles Dodgers,Pittsburgh Pirates,6,2,-179,+158,19 Sep 2015 02:10,
Colorado Rockies,San Diego Padres,7,4,-122,+106,19 Sep 2015 00:40,
Houston Astros,Oakland Athletics,3,4,-204,+179,19 Sep 2015 00:10,
Milwaukee Brewers,Cincinnati Reds,3,5,-120,+104,19 Sep 2015 00:10,
Texas Rangers,Seattle Mariners,1,3,-123,+106,19 Sep 2015 00:05,
Atlanta Braves,Philadelphia Phillies,2,1,-125,+110,18 Sep 2015 23:35,
Cleveland Indians,Chicago White Sox,12,1,+127,-145,18 Sep 2015 23:10,
New York Mets,New York Yankees,5,1,-108,-108,18 Sep 2015 23:10,
Tampa Bay Rays,Baltimore Orioles,8,6,-115,-101,18 Sep 2015 23:10,
Detroit Tigers,Kansas City Royals,5,4,+100,-115,18 Sep 2015 23:08,
Toronto Blue Jays,Boston Red Sox,6,1,-185,+164,18 Sep 2015 23:07,
Washington Nationals,Miami Marlins,5,4,-152,+133,18 Sep 2015 23:05,
Chicago Cubs,St.Louis Cardinals,8,3,-111,-104,18 Sep 2015 18:20,
Milwaukee Brewers,St.Louis Cardinals,3,6,+114,-132,18 Sep 2015 00:10,
Minnesota Twins,Los Angeles Angels,8,11,-120,+106,18 Sep 2015 00:10,
Texas Rangers,Houston Astros,8,2,+104,-120,18 Sep 2015 00:05,
Atlanta Braves,Toronto Blue Jays,0,5,+156,-179,17 Sep 2015 23:10,
Cleveland Indians,Kansas City Royals,4,8,-132,+114,17 Sep 2015 23:10,
Tampa Bay Rays,Baltimore Orioles,3,4,+104,-120,17 Sep 2015 23:10,
Washington Nationals,Miami Marlins,4,6,-164,+144,17 Sep 2015 23:05,
Chicago White Sox,Oakland Athletics,2,4,-154,+134,17 Sep 2015 18:10,
Pittsburgh Pirates,Chicago Cubs,6,9,-112,-103,17 Sep 2015 16:35,
San Francisco Giants,Cincinnati Reds,5,3,-172,+150,17 Sep 2015 02:15,
Los Angeles Dodgers,Colorado Rockies,2,0,-164,+144,17 Sep 2015 02:10,
Seattle Mariners,Los Angeles Angels,3,1,-149,+131,17 Sep 2015 02:10,
Arizona Diamondbacks,San Diego Padres,3,4,-128,+112,17 Sep 2015 01:40,
Chicago White Sox,Oakland Athletics,9,4,-149,+131,17 Sep 2015 00:10,
Milwaukee Brewers,St.Louis Cardinals,4,5,+156,-175,17 Sep 2015 00:10,
Minnesota Twins,Detroit Tigers,4,7,-161,+141,17 Sep 2015 00:10,
Texas Rangers,Houston Astros,14,3,+148,-167,17 Sep 2015 00:05,
Atlanta Braves,Toronto Blue Jays,1,9,+204,-238,16 Sep 2015 23:10,
Cleveland Indians,Kansas City Royals,5,1,-120,+104,16 Sep 2015 23:10,
New York Mets,Miami Marlins,0,6,-204,+175,16 Sep 2015 23:10,
Tampa Bay Rays,New York Yankees,1,3,-127,+110,16 Sep 2015 23:10,
Baltimore Orioles,Boston Red Sox,1,10,-128,+112,16 Sep 2015 23:05,
Philadelphia Phillies,Washington Nationals,2,12,+181,-208,16 Sep 2015 23:05,
Pittsburgh Pirates,Chicago Cubs,2,3,+124,-143,16 Sep 2015 23:05,
San Francisco Giants,Cincinnati Reds,8,9,-135,+118,16 Sep 2015 02:15,
Los Angeles Dodgers,Colorado Rockies,4,5,-208,+177,16 Sep 2015 02:10,
Seattle Mariners,Los Angeles Angels,3,4,-179,+156,16 Sep 2015 02:10,
Arizona Diamondbacks,San Diego Padres,6,4,-108,-108,16 Sep 2015 01:40,
Chicago White Sox,Oakland Athletics,6,17,-161,+143,16 Sep 2015 00:10,
Milwaukee Brewers,St.Louis Cardinals,1,3,+158,-182,16 Sep 2015 00:10,
Minnesota Twins,Detroit Tigers,4,5,-156,+138,16 Sep 2015 00:10,
Texas Rangers,Houston Astros,6,5,-112,-102,16 Sep 2015 00:05,
Atlanta Braves,Toronto Blue Jays,3,2,+140,-156,15 Sep 2015 23:10,
Cleveland Indians,Kansas City Royals,0,2,-103,-112,15 Sep 2015 23:10,
New York Mets,Miami Marlins,3,9,-250,+215,15 Sep 2015 23:10,
Tampa Bay Rays,New York Yankees,6,3,-112,-103,15 Sep 2015 23:10,
Baltimore Orioles,Boston Red Sox,6,5,-141,+123,15 Sep 2015 23:05,
Philadelphia Phillies,Washington Nationals,0,4,+211,-250,15 Sep 2015 23:05,
Pittsburgh Pirates,Chicago Cubs,1,2,-118,+102,15 Sep 2015 23:05,
Pittsburgh Pirates,Chicago Cubs,5,4,-154,+138,15 Sep 2015 17:35,
San Francisco Giants,Cincinnati Reds,5,3,-164,+144,15 Sep 2015 02:15,
Los Angeles Dodgers,Colorado Rockies,4,1,-370,+304,15 Sep 2015 02:10,
Seattle Mariners,Los Angeles Angels,10,1,-102,-112,15 Sep 2015 02:10,
Arizona Diamondbacks,San Diego Padres,3,10,-110,-105,15 Sep 2015 01:40,
Chicago White Sox,Oakland Athletics,8,7,+124,-141,15 Sep 2015 00:10,
Minnesota Twins,Detroit Tigers,7,1,-167,+148,15 Sep 2015 00:10,
