team1,team2,score1,score2,odds1,odds2,datetime,notes
Boston Red Sox,Tampa Bay Rays,3,0,-217,+174,08 Sep 2008 23:05,
Detroit Tigers,Oakland Athletics,14,8,-189,+152,08 Sep 2008 23:05,
Philadelphia Phillies,Miami Marlins,8,6,-159,+131,08 Sep 2008 23:05,
Detroit Tigers,Oakland Athletics,,,-,-,08 Sep 2008 17:05,
New York Mets,Philadelphia Phillies,6,3,-143,+120,08 Sep 2008 01:10,
Chicago White Sox,Los Angeles Angels,,,-,-,08 Sep 2008 00:00,
Los Angeles Dodgers,Arizona Diamondbacks,5,3,-143,+114,07 Sep 2008 20:10,
San Francisco Giants,Pittsburgh Pirates,11,6,-133,+104,07 Sep 2008 20:05,
Seattle Mariners,New York Yankees,5,2,+154,-196,07 Sep 2008 20:05,
Colorado Rockies,Houston Astros,5,7,-154,+125,07 Sep 2008 19:05,
Texas Rangers,Boston Red Sox,2,7,+114,-143,07 Sep 2008 19:05,
St.Louis Cardinals,Miami Marlins,3,1,-152,+123,07 Sep 2008 18:15,
Kansas City Royals,Cleveland Indians,1,3,+129,-161,07 Sep 2008 18:10,
Minnesota Twins,Detroit Tigers,5,7,-185,+147,07 Sep 2008 18:10,
Chicago White Sox,Los Angeles Angels,2,3,-137,+110,07 Sep 2008 18:05,
Milwaukee Brewers,San Diego Padres,1,10,-167,+135,07 Sep 2008 18:05,
Atlanta Braves,Washington Nationals,4,7,-143,+114,07 Sep 2008 17:35,
Cincinnati Reds,Chicago Cubs,4,3,+104,-133,07 Sep 2008 17:15,
New York Mets,Philadelphia Phillies,2,6,-139,+106,07 Sep 2008 17:10,
Toronto Blue Jays,Tampa Bay Rays,1,0,+104,-133,07 Sep 2008 17:07,
Seattle Mariners,New York Yankees,4,7,-104,-125,07 Sep 2008 01:10,
San Francisco Giants,Pittsburgh Pirates,7,6,-125,-104,07 Sep 2008 01:05,
Colorado Rockies,Houston Astros,0,2,-120,-108,07 Sep 2008 00:05,
Texas Rangers,Boston Red Sox,15,8,+100,-120,07 Sep 2008 00:05,
Chicago White Sox,Los Angeles Angels,7,6,-104,-125,07 Sep 2008 00:00,
St.Louis Cardinals,Miami Marlins,5,3,-154,+123,06 Sep 2008 23:15,
Atlanta Braves,Washington Nationals,5,8,-147,+116,06 Sep 2008 23:10,
Cincinnati Reds,Chicago Cubs,9,14,+120,-152,06 Sep 2008 23:10,
Kansas City Royals,Cleveland Indians,3,1,-135,+106,06 Sep 2008 23:10,
Baltimore Orioles,Oakland Athletics,1,5,-130,+100,06 Sep 2008 23:05,
Milwaukee Brewers,San Diego Padres,1,0,-156,+124,06 Sep 2008 23:05,
Los Angeles Dodgers,Arizona Diamondbacks,7,2,-123,-108,06 Sep 2008 19:55,
Minnesota Twins,Detroit Tigers,4,6,-135,+102,06 Sep 2008 19:55,
New York Mets,Philadelphia Phillies,,,-,-,06 Sep 2008 19:55,
Toronto Blue Jays,Tampa Bay Rays,7,4,+108,-141,06 Sep 2008 17:07,
Baltimore Orioles,Oakland Athletics,,,-,-,06 Sep 2008 17:05,
Los Angeles Dodgers,Arizona Diamondbacks,7,0,-132,+106,06 Sep 2008 02:40,
San Francisco Giants,Pittsburgh Pirates,0,7,-120,-104,06 Sep 2008 02:15,
Seattle Mariners,New York Yankees,3,1,+133,-164,06 Sep 2008 02:05,
Colorado Rockies,Houston Astros,5,3,-154,+127,06 Sep 2008 01:05,
St.Louis Cardinals,Miami Marlins,1,4,-118,-108,06 Sep 2008 00:15,
Chicago White Sox,Los Angeles Angels,10,2,-172,+141,06 Sep 2008 00:11,
Kansas City Royals,Cleveland Indians,3,9,+121,-147,06 Sep 2008 00:10,
Minnesota Twins,Detroit Tigers,10,2,-154,+125,06 Sep 2008 00:10,
Milwaukee Brewers,San Diego Padres,3,2,-385,+295,06 Sep 2008 00:05,
Texas Rangers,Boston Red Sox,1,8,+112,-139,06 Sep 2008 00:05,
Atlanta Braves,Washington Nationals,10,5,-161,+131,05 Sep 2008 23:35,
Cincinnati Reds,Chicago Cubs,10,2,+125,-152,05 Sep 2008 23:10,
New York Mets,Philadelphia Phillies,0,3,-139,+112,05 Sep 2008 23:10,
Toronto Blue Jays,Tampa Bay Rays,6,4,-196,+159,05 Sep 2008 23:07,
Baltimore Orioles,Oakland Athletics,2,11,-118,-106,05 Sep 2008 23:05,
Kansas City Royals,Oakland Athletics,9,6,-114,-111,05 Sep 2008 01:00,
Kansas City Royals,Oakland Athletics,5,4,-115,-105,05 Sep 2008 00:10,
Milwaukee Brewers,San Diego Padres,2,5,-256,+200,05 Sep 2008 00:05,
Atlanta Braves,Washington Nationals,2,0,-135,+110,04 Sep 2008 23:10,
Tampa Bay Rays,New York Yankees,7,5,-179,+147,04 Sep 2008 23:10,
Toronto Blue Jays,Minnesota Twins,9,0,-116,-108,04 Sep 2008 23:07,
Detroit Tigers,Los Angeles Angels,1,7,+127,-159,04 Sep 2008 17:05,
Cincinnati Reds,Pittsburgh Pirates,8,6,-137,+108,04 Sep 2008 16:35,
Los Angeles Dodgers,San Diego Padres,6,4,-217,+175,04 Sep 2008 02:10,
Chicago Cubs,Houston Astros,0,4,-222,+179,04 Sep 2008 00:05,
Kansas City Royals,Oakland Athletics,,,-,-,04 Sep 2008 00:05,
Cincinnati Reds,Pittsburgh Pirates,5,6,-217,+173,03 Sep 2008 23:10,
Tampa Bay Rays,New York Yankees,4,8,-122,-101,03 Sep 2008 23:10,
Washington Nationals,Philadelphia Phillies,9,7,+127,-156,03 Sep 2008 23:10,
Toronto Blue Jays,Minnesota Twins,5,4,-152,+125,03 Sep 2008 23:07,
Detroit Tigers,Los Angeles Angels,9,6,-119,-105,03 Sep 2008 23:05,
Arizona Diamondbacks,St.Louis Cardinals,4,3,-120,-105,03 Sep 2008 19:40,
Colorado Rockies,San Francisco Giants,2,9,-217,+172,03 Sep 2008 19:05,
Milwaukee Brewers,New York Mets,2,9,-119,-108,03 Sep 2008 18:05,
Texas Rangers,Seattle Mariners,1,0,-105,-122,03 Sep 2008 18:05,
Boston Red Sox,Baltimore Orioles,5,4,-,-,03 Sep 2008 17:35,
Miami Marlins,Atlanta Braves,5,3,-130,+102,03 Sep 2008 17:10,
Cleveland Indians,Chicago White Sox,2,4,+110,-139,03 Sep 2008 16:05,
Los Angeles Dodgers,San Diego Padres,8,4,-196,+160,03 Sep 2008 02:10,
Arizona Diamondbacks,St.Louis Cardinals,2,8,-122,-103,03 Sep 2008 01:40,
Colorado Rockies,San Francisco Giants,6,5,+146,-179,03 Sep 2008 00:35,
Kansas City Royals,Oakland Athletics,5,2,-154,+125,03 Sep 2008 00:10,
Chicago Cubs,Houston Astros,7,9,-200,+163,03 Sep 2008 00:05,
Milwaukee Brewers,New York Mets,5,6,-145,+120,03 Sep 2008 00:05,
Texas Rangers,Seattle Mariners,6,4,-167,+137,03 Sep 2008 00:05,
Cincinnati Reds,Pittsburgh Pirates,2,3,-161,+131,02 Sep 2008 23:10,
Miami Marlins,Atlanta Braves,14,16,-161,+134,02 Sep 2008 23:10,
Tampa Bay Rays,New York Yankees,2,7,-125,+100,02 Sep 2008 23:10,
Washington Nationals,Philadelphia Phillies,0,4,+164,-204,02 Sep 2008 23:10,
Toronto Blue Jays,Minnesota Twins,7,5,-111,-112,02 Sep 2008 23:07,
Boston Red Sox,Baltimore Orioles,14,2,-278,+219,02 Sep 2008 23:05,
Cleveland Indians,Chicago White Sox,9,3,+100,-127,02 Sep 2008 23:05,
Detroit Tigers,Los Angeles Angels,4,5,+114,-139,02 Sep 2008 23:05,
Los Angeles Dodgers,San Diego Padres,5,2,-167,+137,02 Sep 2008 00:10,
Texas Rangers,Seattle Mariners,6,12,-182,+148,02 Sep 2008 00:05,
Boston Red Sox,Baltimore Orioles,7,4,-222,+179,01 Sep 2008 23:05,
Cleveland Indians,Chicago White Sox,5,0,-182,+149,01 Sep 2008 23:05,
Arizona Diamondbacks,St.Louis Cardinals,8,6,-196,+160,01 Sep 2008 20:40,
Chicago Cubs,Houston Astros,0,3,-133,+110,01 Sep 2008 20:05,
Colorado Rockies,San Francisco Giants,4,0,-182,+150,01 Sep 2008 19:05,
Washington Nationals,Philadelphia Phillies,7,4,+129,-154,01 Sep 2008 19:05,
Milwaukee Brewers,New York Mets,2,4,+100,-120,01 Sep 2008 18:05,
Miami Marlins,Atlanta Braves,4,3,-182,+150,01 Sep 2008 17:10,
Detroit Tigers,New York Yankees,9,13,-,-,01 Sep 2008 17:05,
Arizona Diamondbacks,Los Angeles Dodgers,1,8,-179,+143,01 Sep 2008 00:05,
Oakland Athletics,Minnesota Twins,4,12,+140,-169,31 Aug 2008 20:05,
San Diego Padres,Colorado Rockies,2,1,-149,+125,31 Aug 2008 20:05,
Los Angeles Angels,Texas Rangers,3,4,-208,+170,31 Aug 2008 19:35,
Chicago Cubs,Philadelphia Phillies,3,5,-208,+170,31 Aug 2008 18:20,
Houston Astros,St.Louis Cardinals,3,0,+110,-133,31 Aug 2008 18:05,
Tampa Bay Rays,Baltimore Orioles,10,4,-233,+188,31 Aug 2008 17:40,
Boston Red Sox,Chicago White Sox,2,4,-154,+129,31 Aug 2008 17:35,
Pittsburgh Pirates,Milwaukee Brewers,0,7,+220,-278,31 Aug 2008 17:35,
Washington Nationals,Atlanta Braves,8,4,+114,-137,31 Aug 2008 17:35,
Miami Marlins,New York Mets,2,6,+104,-125,31 Aug 2008 17:10,
Cleveland Indians,Seattle Mariners,4,6,-154,+129,31 Aug 2008 17:05,
Detroit Tigers,Kansas City Royals,4,2,-208,+170,31 Aug 2008 17:05,
New York Yankees,Toronto Blue Jays,2,6,-120,+100,31 Aug 2008 17:05,
Cincinnati Reds,San Francisco Giants,9,3,-133,+110,31 Aug 2008 16:35,
San Diego Padres,Colorado Rockies,9,4,+135,-164,31 Aug 2008 02:05,
Los Angeles Angels,Texas Rangers,4,3,-189,+152,31 Aug 2008 01:05,
Oakland Athletics,Minnesota Twins,3,2,+146,-179,31 Aug 2008 01:05,
Arizona Diamondbacks,Los Angeles Dodgers,2,6,-145,+120,31 Aug 2008 00:10,
Cincinnati Reds,San Francisco Giants,7,6,-137,+112,30 Aug 2008 23:10,
Miami Marlins,New York Mets,4,3,-118,-106,30 Aug 2008 23:10,
Washington Nationals,Atlanta Braves,9,8,-118,-106,30 Aug 2008 23:10,
Boston Red Sox,Chicago White Sox,8,2,-119,-102,30 Aug 2008 23:05,
Detroit Tigers,Kansas City Royals,3,13,-208,+171,30 Aug 2008 23:05,
Houston Astros,St.Louis Cardinals,8,5,+104,-130,30 Aug 2008 23:05,
Pittsburgh Pirates,Milwaukee Brewers,3,11,+108,-132,30 Aug 2008 23:05,
Chicago Cubs,Philadelphia Phillies,2,5,-175,+140,30 Aug 2008 19:55,
Cleveland Indians,Seattle Mariners,3,4,-182,+145,30 Aug 2008 19:55,
Tampa Bay Rays,Baltimore Orioles,10,9,-,-,30 Aug 2008 19:55,
New York Yankees,Toronto Blue Jays,6,7,-167,+135,30 Aug 2008 17:05,
Los Angeles Angels,Texas Rangers,3,1,-263,+208,30 Aug 2008 02:05,
Oakland Athletics,Minnesota Twins,2,12,+143,-172,30 Aug 2008 02:05,
San Diego Padres,Colorado Rockies,4,9,+146,-179,30 Aug 2008 02:05,
Arizona Diamondbacks,Los Angeles Dodgers,9,3,-104,-120,30 Aug 2008 01:40,
Houston Astros,St.Louis Cardinals,3,2,+112,-137,30 Aug 2008 00:05,
Washington Nationals,Atlanta Braves,7,3,+134,-164,29 Aug 2008 23:35,
Cincinnati Reds,San Francisco Giants,11,7,-189,+154,29 Aug 2008 23:10,
Miami Marlins,New York Mets,4,5,+102,-128,29 Aug 2008 23:10,
Tampa Bay Rays,Baltimore Orioles,14,3,-182,+149,29 Aug 2008 23:10,
Boston Red Sox,Chicago White Sox,8,0,-175,+143,29 Aug 2008 23:05,
Cleveland Indians,Seattle Mariners,2,3,-120,-104,29 Aug 2008 23:05,
Detroit Tigers,Kansas City Royals,6,3,-208,+168,29 Aug 2008 23:05,
New York Yankees,Toronto Blue Jays,2,1,-104,-120,29 Aug 2008 23:05,
Pittsburgh Pirates,Milwaukee Brewers,1,3,+145,-179,29 Aug 2008 23:05,
Chicago Cubs,Philadelphia Phillies,3,2,-263,+202,29 Aug 2008 18:20,
Los Angeles Angels,Texas Rangers,7,5,-189,+154,29 Aug 2008 02:05,
Oakland Athletics,Minnesota Twins,3,2,+125,-154,29 Aug 2008 02:05,
Chicago Cubs,Philadelphia Phillies,6,4,-145,+119,29 Aug 2008 00:05,
Tampa Bay Rays,Toronto Blue Jays,3,2,-149,+123,28 Aug 2008 23:10,
Washington Nationals,Los Angeles Dodgers,11,2,+146,-179,28 Aug 2008 23:10,
Atlanta Braves,Miami Marlins,4,2,+100,-125,28 Aug 2008 23:00,
Houston Astros,Cincinnati Reds,3,2,-147,+120,28 Aug 2008 18:05,
New York Yankees,Boston Red Sox,3,2,-128,+100,28 Aug 2008 17:05,
San Francisco Giants,Colorado Rockies,4,1,-256,+202,28 Aug 2008 02:15,
Los Angeles Angels,Oakland Athletics,5,6,-250,+198,28 Aug 2008 02:05,
St.Louis Cardinals,Milwaukee Brewers,5,3,-154,+125,28 Aug 2008 00:15,
Kansas City Royals,Texas Rangers,2,3,-114,-111,28 Aug 2008 00:10,
Houston Astros,Cincinnati Reds,4,1,-263,+206,28 Aug 2008 00:05,
Tampa Bay Rays,Toronto Blue Jays,1,0,-208,+166,27 Aug 2008 23:10,
Washington Nationals,Los Angeles Dodgers,5,4,+150,-182,27 Aug 2008 23:10,
Baltimore Orioles,Chicago White Sox,11,3,+156,-192,27 Aug 2008 23:05,
Detroit Tigers,Cleveland Indians,7,9,-172,+141,27 Aug 2008 23:05,
New York Yankees,Boston Red Sox,3,11,-120,-104,27 Aug 2008 23:05,
Philadelphia Phillies,New York Mets,3,6,+133,-161,27 Aug 2008 23:05,
Atlanta Braves,Miami Marlins,1,4,-103,-120,27 Aug 2008 23:00,
Seattle Mariners,Minnesota Twins,5,6,+143,-179,27 Aug 2008 20:40,
San Diego Padres,Arizona Diamondbacks,5,4,+154,-192,27 Aug 2008 19:35,
Pittsburgh Pirates,Chicago Cubs,0,2,+145,-182,27 Aug 2008 16:35,
San Francisco Giants,Colorado Rockies,2,7,+100,-125,27 Aug 2008 02:15,
Seattle Mariners,Minnesota Twins,3,2,+149,-182,27 Aug 2008 02:10,
Los Angeles Angels,Oakland Athletics,5,1,-250,+200,27 Aug 2008 02:05,
San Diego Padres,Arizona Diamondbacks,9,2,+186,-233,27 Aug 2008 02:05,
St.Louis Cardinals,Milwaukee Brewers,0,12,-114,-111,27 Aug 2008 00:15,
Kansas City Royals,Texas Rangers,1,2,-122,-102,27 Aug 2008 00:10,
Houston Astros,Cincinnati Reds,1,2,-143,+118,27 Aug 2008 00:05,
Tampa Bay Rays,Toronto Blue Jays,2,6,-120,-105,26 Aug 2008 23:10,
Washington Nationals,Los Angeles Dodgers,2,1,+163,-204,26 Aug 2008 23:10,
Baltimore Orioles,Chicago White Sox,3,8,+127,-154,26 Aug 2008 23:05,
Detroit Tigers,Cleveland Indians,4,10,+133,-161,26 Aug 2008 23:05,
New York Yankees,Boston Red Sox,3,7,-156,+129,26 Aug 2008 23:05,
Philadelphia Phillies,New York Mets,8,7,-127,+102,26 Aug 2008 23:05,
Pittsburgh Pirates,Chicago Cubs,9,14,+186,-233,26 Aug 2008 23:05,
Atlanta Braves,Miami Marlins,10,9,-154,+127,26 Aug 2008 23:00,
San Francisco Giants,Colorado Rockies,2,4,-133,+108,26 Aug 2008 02:15,
Seattle Mariners,Minnesota Twins,4,2,+169,-208,26 Aug 2008 02:10,
Los Angeles Angels,Oakland Athletics,1,2,-244,+193,26 Aug 2008 02:05,
San Diego Padres,Arizona Diamondbacks,4,2,-106,-118,26 Aug 2008 02:05,
Kansas City Royals,Texas Rangers,4,9,-135,+110,26 Aug 2008 00:10,
Chicago White Sox,Baltimore Orioles,3,4,-154,+120,25 Aug 2008 23:45,
New York Mets,Houston Astros,9,1,-222,+179,25 Aug 2008 23:10,
Detroit Tigers,Cleveland Indians,3,4,-217,+175,25 Aug 2008 23:05,
Philadelphia Phillies,Los Angeles Dodgers,5,0,-118,-106,25 Aug 2008 23:05,
Pittsburgh Pirates,Chicago Cubs,3,12,+160,-196,25 Aug 2008 23:05,
Baltimore Orioles,Chicago White Sox,3,4,-102,-122,25 Aug 2008 22:00,
Philadelphia Phillies,Los Angeles Dodgers,5,2,-130,+104,25 Aug 2008 00:05,
Texas Rangers,Cleveland Indians,3,4,-137,+108,25 Aug 2008 00:05,
Arizona Diamondbacks,Miami Marlins,2,5,-128,+100,24 Aug 2008 20:10,
Seattle Mariners,Oakland Athletics,8,4,-217,+171,24 Aug 2008 20:10,
San Francisco Giants,San Diego Padres,7,4,-130,+104,24 Aug 2008 20:05,
Los Angeles Angels,Minnesota Twins,5,3,-154,+125,24 Aug 2008 19:35,
Colorado Rockies,Cincinnati Reds,4,3,-200,+156,24 Aug 2008 19:05,
Chicago Cubs,Washington Nationals,6,1,-417,+309,24 Aug 2008 18:20,
St.Louis Cardinals,Atlanta Braves,6,3,-227,+177,24 Aug 2008 18:15,
Kansas City Royals,Detroit Tigers,7,3,+143,-179,24 Aug 2008 18:10,
Chicago White Sox,Tampa Bay Rays,6,5,-172,+138,24 Aug 2008 18:05,
Milwaukee Brewers,Pittsburgh Pirates,4,3,-333,+252,24 Aug 2008 18:05,
Baltimore Orioles,New York Yankees,7,8,+104,-130,24 Aug 2008 17:35,
New York Mets,Houston Astros,4,6,-256,+195,24 Aug 2008 17:10,
Toronto Blue Jays,Boston Red Sox,5,6,+122,-149,24 Aug 2008 17:07,
Seattle Mariners,Oakland Athletics,1,5,-130,+106,24 Aug 2008 02:10,
Los Angeles Angels,Minnesota Twins,7,5,-143,+116,24 Aug 2008 01:05,
Arizona Diamondbacks,Miami Marlins,7,1,-167,+137,24 Aug 2008 00:10,
Colorado Rockies,Cincinnati Reds,7,6,-167,+137,24 Aug 2008 00:05,
Texas Rangers,Cleveland Indians,7,8,-137,+110,24 Aug 2008 00:05,
Kansas City Royals,Detroit Tigers,0,4,+140,-169,23 Aug 2008 23:10,
New York Mets,Houston Astros,3,8,-244,+193,23 Aug 2008 23:10,
Baltimore Orioles,New York Yankees,3,5,-149,+123,23 Aug 2008 23:05,
Milwaukee Brewers,Pittsburgh Pirates,6,3,-263,+210,23 Aug 2008 23:05,
San Francisco Giants,San Diego Padres,4,3,-161,+131,23 Aug 2008 20:05,
Chicago White Sox,Tampa Bay Rays,3,5,-145,+117,23 Aug 2008 19:55,
Philadelphia Phillies,Los Angeles Dodgers,9,2,-192,+152,23 Aug 2008 19:55,
St.Louis Cardinals,Atlanta Braves,4,8,-154,+123,23 Aug 2008 19:55,
Toronto Blue Jays,Boston Red Sox,11,0,+125,-154,23 Aug 2008 17:07,
Chicago Cubs,Washington Nationals,9,2,-400,+295,23 Aug 2008 17:05,
San Francisco Giants,San Diego Padres,5,0,-238,+187,23 Aug 2008 02:15,
Seattle Mariners,Oakland Athletics,7,5,-110,-116,23 Aug 2008 02:10,
Los Angeles Angels,Minnesota Twins,0,9,-189,+152,23 Aug 2008 02:05,
Arizona Diamondbacks,Miami Marlins,4,5,-204,+163,23 Aug 2008 01:40,
Colorado Rockies,Cincinnati Reds,5,8,-120,+100,23 Aug 2008 01:05,
St.Louis Cardinals,Atlanta Braves,18,3,-208,+165,23 Aug 2008 00:15,
Chicago White Sox,Tampa Bay Rays,4,9,-182,+148,23 Aug 2008 00:11,
Kansas City Royals,Detroit Tigers,3,4,+150,-189,23 Aug 2008 00:10,
Milwaukee Brewers,Pittsburgh Pirates,10,4,-286,+222,23 Aug 2008 00:05,
Texas Rangers,Cleveland Indians,5,7,-128,+100,23 Aug 2008 00:05,
New York Mets,Houston Astros,3,0,-217,+173,22 Aug 2008 23:10,
Toronto Blue Jays,Boston Red Sox,4,8,-114,-114,22 Aug 2008 23:07,
Baltimore Orioles,New York Yankees,4,9,+158,-196,22 Aug 2008 23:05,
Philadelphia Phillies,Los Angeles Dodgers,8,1,-128,+102,22 Aug 2008 23:05,
Chicago Cubs,Washington Nationals,5,13,-286,+210,22 Aug 2008 18:20,
Seattle Mariners,Oakland Athletics,0,2,-115,-111,22 Aug 2008 02:10,
Los Angeles Angels,Minnesota Twins,1,2,-167,+136,22 Aug 2008 02:05,
Arizona Diamondbacks,San Diego Padres,4,1,-333,+252,22 Aug 2008 01:40,
New York Mets,Atlanta Braves,5,4,-217,+173,21 Aug 2008 23:10,
Toronto Blue Jays,New York Yankees,14,3,-182,+149,21 Aug 2008 23:07,
Philadelphia Phillies,Washington Nationals,3,4,-278,+215,21 Aug 2008 23:05,
San Francisco Giants,Miami Marlins,4,3,+140,-182,21 Aug 2008 19:45,
Los Angeles Dodgers,Colorado Rockies,3,1,-200,+150,21 Aug 2008 19:10,
Chicago Cubs,Cincinnati Reds,3,2,-333,+240,21 Aug 2008 18:20,
Cleveland Indians,Kansas City Royals,10,3,-222,+170,21 Aug 2008 16:05,
San Francisco Giants,Miami Marlins,6,5,-123,-103,21 Aug 2008 02:15,
Los Angeles Dodgers,Colorado Rockies,3,4,-200,+160,21 Aug 2008 02:10,
Arizona Diamondbacks,San Diego Padres,8,6,-164,+133,21 Aug 2008 01:40,
St.Louis Cardinals,Pittsburgh Pirates,11,2,-222,+175,21 Aug 2008 00:15,
Chicago Cubs,Cincinnati Reds,1,2,-244,+190,21 Aug 2008 00:05,
Texas Rangers,Detroit Tigers,9,1,-125,-101,21 Aug 2008 00:05,
New York Mets,Atlanta Braves,6,3,-143,+117,20 Aug 2008 23:10,
Tampa Bay Rays,Los Angeles Angels,4,5,-127,+100,20 Aug 2008 23:10,
Toronto Blue Jays,New York Yankees,1,5,+122,-149,20 Aug 2008 23:07,
Baltimore Orioles,Boston Red Sox,11,6,+100,-127,20 Aug 2008 23:05,
Cleveland Indians,Kansas City Royals,8,5,-109,-118,20 Aug 2008 23:05,
Philadelphia Phillies,Washington Nationals,4,0,-244,+193,20 Aug 2008 23:05,
Chicago White Sox,Seattle Mariners,15,3,-222,+173,20 Aug 2008 18:05,
Milwaukee Brewers,Houston Astros,5,2,-182,+143,20 Aug 2008 18:05,
Minnesota Twins,Oakland Athletics,3,1,-263,+202,20 Aug 2008 17:10,
San Francisco Giants,Miami Marlins,0,6,+118,-143,20 Aug 2008 02:15,
Los Angeles Dodgers,Colorado Rockies,3,8,-149,+122,20 Aug 2008 02:10,
Arizona Diamondbacks,San Diego Padres,7,6,-200,+163,20 Aug 2008 01:40,
St.Louis Cardinals,Pittsburgh Pirates,1,4,-208,+168,20 Aug 2008 00:15,
Chicago White Sox,Seattle Mariners,5,0,-111,-112,20 Aug 2008 00:11,
Minnesota Twins,Oakland Athletics,13,2,-213,+170,20 Aug 2008 00:10,
Chicago Cubs,Cincinnati Reds,5,0,-312,+245,20 Aug 2008 00:05,
Milwaukee Brewers,Houston Astros,2,5,-250,+198,20 Aug 2008 00:05,
Texas Rangers,Detroit Tigers,3,11,-105,-122,20 Aug 2008 00:05,
New York Mets,Atlanta Braves,7,3,-213,+170,19 Aug 2008 23:10,
Tampa Bay Rays,Los Angeles Angels,4,2,-119,-105,19 Aug 2008 23:10,
Toronto Blue Jays,New York Yankees,2,1,-137,+112,19 Aug 2008 23:07,
Baltimore Orioles,Boston Red Sox,2,7,+140,-169,19 Aug 2008 23:05,
Cleveland Indians,Kansas City Royals,9,4,-179,+148,19 Aug 2008 23:05,
Philadelphia Phillies,Washington Nationals,5,4,-227,+184,19 Aug 2008 23:05,
Chicago White Sox,Seattle Mariners,13,5,-222,+175,19 Aug 2008 00:11,
Minnesota Twins,Oakland Athletics,2,3,-141,+116,19 Aug 2008 00:10,
Milwaukee Brewers,Houston Astros,9,3,-294,+227,19 Aug 2008 00:05,
Texas Rangers,Detroit Tigers,7,8,-118,-106,19 Aug 2008 00:05,
Tampa Bay Rays,Los Angeles Angels,6,4,-125,-101,18 Aug 2008 23:10,
Baltimore Orioles,Boston Red Sox,3,6,+100,-125,18 Aug 2008 23:05,
Atlanta Braves,San Francisco Giants,0,5,-200,+158,18 Aug 2008 20:30,
Pittsburgh Pirates,New York Mets,5,2,+112,-139,18 Aug 2008 16:35,
San Diego Padres,Philadelphia Phillies,1,2,+158,-196,18 Aug 2008 00:05,
Texas Rangers,Tampa Bay Rays,4,7,+127,-156,18 Aug 2008 00:05,
Los Angeles Dodgers,Milwaukee Brewers,7,5,-147,+120,17 Aug 2008 20:10,
Oakland Athletics,Chicago White Sox,1,13,-108,-119,17 Aug 2008 20:05,
Minnesota Twins,Seattle Mariners,11,8,-227,+179,17 Aug 2008 18:10,
Houston Astros,Arizona Diamondbacks,3,0,-116,-110,17 Aug 2008 18:05,
Boston Red Sox,Toronto Blue Jays,4,15,-233,+185,17 Aug 2008 17:35,
Pittsburgh Pirates,New York Mets,0,4,+160,-204,17 Aug 2008 17:35,
Washington Nationals,Colorado Rockies,2,7,+131,-164,17 Aug 2008 17:35,
Atlanta Braves,San Francisco Giants,1,3,+120,-147,17 Aug 2008 17:30,
Cincinnati Reds,St.Louis Cardinals,7,3,-116,-110,17 Aug 2008 17:15,
Miami Marlins,Chicago Cubs,2,9,+114,-143,17 Aug 2008 17:10,
Cleveland Indians,Los Angeles Angels,4,3,+127,-156,17 Aug 2008 17:05,
Detroit Tigers,Baltimore Orioles,8,16,-167,+135,17 Aug 2008 17:05,
New York Yankees,Kansas City Royals,15,6,-263,+208,17 Aug 2008 17:05,
Los Angeles Dodgers,Milwaukee Brewers,3,4,-149,+123,17 Aug 2008 02:10,
San Diego Padres,Philadelphia Phillies,8,3,+123,-149,17 Aug 2008 02:05,
Texas Rangers,Tampa Bay Rays,3,0,+100,-125,17 Aug 2008 00:05,
Cincinnati Reds,St.Louis Cardinals,3,9,-110,-114,16 Aug 2008 23:10,
Miami Marlins,Chicago Cubs,2,1,-112,-112,16 Aug 2008 23:10,
Washington Nationals,Colorado Rockies,6,13,-143,+117,16 Aug 2008 23:10,
Boston Red Sox,Toronto Blue Jays,1,4,-118,-106,16 Aug 2008 23:05,
Detroit Tigers,Baltimore Orioles,5,3,-217,+173,16 Aug 2008 23:05,
Houston Astros,Arizona Diamondbacks,5,11,-114,-111,16 Aug 2008 23:05,
Pittsburgh Pirates,New York Mets,4,7,+135,-164,16 Aug 2008 23:05,
Atlanta Braves,San Francisco Giants,11,5,-143,+118,16 Aug 2008 23:00,
Cleveland Indians,Los Angeles Angels,3,4,+120,-147,16 Aug 2008 19:55,
Minnesota Twins,Seattle Mariners,7,6,-213,+170,16 Aug 2008 19:55,
Oakland Athletics,Chicago White Sox,1,2,+114,-143,16 Aug 2008 19:55,
New York Yankees,Kansas City Royals,3,2,-175,+140,16 Aug 2008 17:05,
Los Angeles Dodgers,Milwaukee Brewers,5,3,-149,+124,16 Aug 2008 02:40,
Oakland Athletics,Chicago White Sox,6,4,-105,-119,16 Aug 2008 02:05,
San Diego Padres,Philadelphia Phillies,0,1,+106,-132,16 Aug 2008 02:05,
Minnesota Twins,Seattle Mariners,9,3,-238,+191,16 Aug 2008 00:10,
Houston Astros,Arizona Diamondbacks,2,12,+123,-149,16 Aug 2008 00:05,
Texas Rangers,Tampa Bay Rays,0,7,-114,-111,16 Aug 2008 00:05,
Washington Nationals,Colorado Rockies,3,4,+102,-127,15 Aug 2008 23:35,
Atlanta Braves,San Francisco Giants,1,5,-159,+129,15 Aug 2008 23:30,
Cincinnati Reds,St.Louis Cardinals,3,5,-109,-115,15 Aug 2008 23:10,
Miami Marlins,Chicago Cubs,5,6,+110,-137,15 Aug 2008 23:10,
