team1,team2,score1,score2,odds1,odds2,datetime,notes
Pittsburgh Pirates,Cincinnati Reds,6,2,-141,+123,02 Oct 2013 00:00,Wild Card
Texas Rangers,Tampa Bay Rays,2,5,-101,-115,01 Oct 2013 00:07,Wild Card
Arizona Diamondbacks,Washington Nationals,3,2,-122,+110,29 Sep 2013 20:10,Wild Card
Los Angeles Dodgers,Colorado Rockies,1,2,-200,+177,29 Sep 2013 20:10,Wild Card
Seattle Mariners,Oakland Athletics,0,9,+117,-133,29 Sep 2013 20:10,Wild Card
San Francisco Giants,San Diego Padres,7,6,-110,-105,29 Sep 2013 20:05,Wild Card
Texas Rangers,Los Angeles Angels,6,2,-244,+210,29 Sep 2013 19:05,Wild Card
St.Louis Cardinals,Chicago Cubs,4,0,-154,+140,29 Sep 2013 18:15,Wild Card
Chicago White Sox,Kansas City Royals,1,4,-112,-103,29 Sep 2013 18:10,Wild Card
Houston Astros,New York Yankees,1,5,+106,-122,29 Sep 2013 18:10,Wild Card
Minnesota Twins,Cleveland Indians,1,5,+196,-233,29 Sep 2013 18:10,Wild Card
Atlanta Braves,Philadelphia Phillies,12,5,-250,+220,29 Sep 2013 17:35,Wild Card
Baltimore Orioles,Boston Red Sox,7,6,-159,+142,29 Sep 2013 17:35,Wild Card
Cincinnati Reds,Pittsburgh Pirates,2,4,-130,+117,29 Sep 2013 17:10,
Miami Marlins,Detroit Tigers,1,0,+156,-179,29 Sep 2013 17:10,
New York Mets,Milwaukee Brewers,3,2,-109,-106,29 Sep 2013 17:10,
Toronto Blue Jays,Tampa Bay Rays,6,7,+166,-189,29 Sep 2013 17:07,
Los Angeles Dodgers,Colorado Rockies,0,1,-244,+212,29 Sep 2013 01:10,
Arizona Diamondbacks,Washington Nationals,0,2,-114,-102,29 Sep 2013 00:10,
Atlanta Braves,Philadelphia Phillies,4,5,-256,+225,28 Sep 2013 23:10,
Chicago White Sox,Kansas City Royals,6,5,+112,-128,28 Sep 2013 23:10,
Houston Astros,New York Yankees,1,2,+152,-172,28 Sep 2013 23:10,
Miami Marlins,Detroit Tigers,2,1,+171,-196,28 Sep 2013 23:10,
Baltimore Orioles,Boston Red Sox,6,5,+119,-132,28 Sep 2013 23:05,
St.Louis Cardinals,Chicago Cubs,6,2,-208,+185,28 Sep 2013 20:15,
New York Mets,Milwaukee Brewers,2,4,-105,-110,28 Sep 2013 20:10,
Seattle Mariners,Oakland Athletics,7,5,+135,-154,28 Sep 2013 20:10,
San Francisco Giants,San Diego Padres,3,9,-145,+129,28 Sep 2013 20:05,
Toronto Blue Jays,Tampa Bay Rays,7,2,+154,-175,28 Sep 2013 17:07,
Cincinnati Reds,Pittsburgh Pirates,3,8,-120,+104,28 Sep 2013 17:05,
Minnesota Twins,Cleveland Indians,1,5,+177,-204,28 Sep 2013 17:05,
Texas Rangers,Los Angeles Angels,7,4,-167,+147,28 Sep 2013 16:05,
San Francisco Giants,San Diego Padres,7,3,-122,+108,28 Sep 2013 02:15,
Los Angeles Dodgers,Colorado Rockies,11,0,-303,+254,28 Sep 2013 02:10,
Seattle Mariners,Oakland Athletics,2,8,-119,+102,28 Sep 2013 02:10,
Arizona Diamondbacks,Washington Nationals,4,8,+110,-127,28 Sep 2013 01:40,
St.Louis Cardinals,Chicago Cubs,7,0,-172,+150,28 Sep 2013 00:15,
Chicago White Sox,Kansas City Royals,1,6,-104,-111,28 Sep 2013 00:10,
Houston Astros,New York Yankees,2,3,+100,-115,28 Sep 2013 00:10,
Minnesota Twins,Cleveland Indians,6,12,+173,-196,28 Sep 2013 00:10,
Texas Rangers,Los Angeles Angels,5,3,-147,+129,28 Sep 2013 00:05,
Atlanta Braves,Philadelphia Phillies,1,0,-133,+116,27 Sep 2013 23:30,
Cincinnati Reds,Pittsburgh Pirates,1,4,-132,+116,27 Sep 2013 23:10,
Miami Marlins,Detroit Tigers,3,2,+123,-139,27 Sep 2013 23:10,
New York Mets,Milwaukee Brewers,2,4,-105,-110,27 Sep 2013 23:10,
Toronto Blue Jays,Tampa Bay Rays,6,3,+114,-133,27 Sep 2013 23:07,
Baltimore Orioles,Boston Red Sox,3,12,+119,-137,27 Sep 2013 23:05,
San Francisco Giants,Los Angeles Dodgers,3,2,-130,+114,27 Sep 2013 02:15,
Chicago White Sox,Kansas City Royals,2,3,+106,-122,27 Sep 2013 00:10,
Minnesota Twins,Cleveland Indians,5,6,+136,-154,27 Sep 2013 00:10,
Texas Rangers,Los Angeles Angels,6,5,-179,+156,27 Sep 2013 00:05,
Atlanta Braves,Philadelphia Phillies,7,1,-182,+160,26 Sep 2013 23:10,
New York Mets,Milwaukee Brewers,2,4,-175,+156,26 Sep 2013 23:10,
Baltimore Orioles,Toronto Blue Jays,3,2,-128,+112,26 Sep 2013 23:05,
New York Yankees,Tampa Bay Rays,0,4,+116,-133,26 Sep 2013 23:05,
San Diego Padres,Arizona Diamondbacks,3,2,-110,-105,26 Sep 2013 22:40,
San Francisco Giants,Los Angeles Dodgers,6,4,+122,-137,26 Sep 2013 02:15,
San Diego Padres,Arizona Diamondbacks,12,2,+102,-118,26 Sep 2013 02:10,
Seattle Mariners,Kansas City Royals,6,0,-116,+100,26 Sep 2013 02:10,
Colorado Rockies,Boston Red Sox,5,15,+114,-128,26 Sep 2013 00:40,
Minnesota Twins,Detroit Tigers,0,1,+195,-227,26 Sep 2013 00:10,
Texas Rangers,Houston Astros,7,3,-263,+225,26 Sep 2013 00:05,
Atlanta Braves,Milwaukee Brewers,0,4,-127,+112,25 Sep 2013 23:10,
Miami Marlins,Philadelphia Phillies,3,2,+140,-159,25 Sep 2013 23:10,
Baltimore Orioles,Toronto Blue Jays,9,5,-152,+135,25 Sep 2013 23:05,
Cleveland Indians,Chicago White Sox,7,2,-286,+242,25 Sep 2013 23:05,
New York Yankees,Tampa Bay Rays,3,8,+149,-169,25 Sep 2013 23:05,
Los Angeles Angels,Oakland Athletics,3,1,-118,+102,25 Sep 2013 19:35,
Chicago Cubs,Pittsburgh Pirates,4,2,+150,-172,25 Sep 2013 18:20,
St.Louis Cardinals,Washington Nationals,4,1,-122,+106,25 Sep 2013 17:45,
Cincinnati Reds,New York Mets,0,1,-270,+240,25 Sep 2013 16:35,
San Francisco Giants,Los Angeles Dodgers,1,2,-118,+102,25 Sep 2013 02:15,
San Diego Padres,Arizona Diamondbacks,1,2,-120,+104,25 Sep 2013 02:10,
Seattle Mariners,Kansas City Royals,4,0,+110,-127,25 Sep 2013 02:10,
Los Angeles Angels,Oakland Athletics,3,0,+112,-128,25 Sep 2013 02:05,
Colorado Rockies,Boston Red Sox,8,3,+127,-143,25 Sep 2013 00:40,
St.Louis Cardinals,Washington Nationals,2,0,-123,+106,25 Sep 2013 00:15,
Minnesota Twins,Detroit Tigers,2,4,+181,-213,25 Sep 2013 00:10,
Chicago Cubs,Pittsburgh Pirates,2,8,+149,-167,25 Sep 2013 00:05,
Texas Rangers,Houston Astros,3,2,-370,+305,25 Sep 2013 00:05,
Atlanta Braves,Milwaukee Brewers,3,2,-132,+117,24 Sep 2013 23:10,
Cincinnati Reds,New York Mets,2,4,-189,+167,24 Sep 2013 23:10,
Miami Marlins,Philadelphia Phillies,1,2,-120,+104,24 Sep 2013 23:10,
Baltimore Orioles,Toronto Blue Jays,2,3,-167,+147,24 Sep 2013 23:05,
Cleveland Indians,Chicago White Sox,5,4,-222,+192,24 Sep 2013 23:05,
New York Yankees,Tampa Bay Rays,0,7,-106,-109,24 Sep 2013 23:05,
San Diego Padres,Arizona Diamondbacks,4,1,-111,-104,24 Sep 2013 02:10,
Seattle Mariners,Kansas City Royals,5,6,+124,-141,24 Sep 2013 02:10,
Los Angeles Angels,Oakland Athletics,5,10,-137,+120,24 Sep 2013 02:05,
St.Louis Cardinals,Washington Nationals,4,3,-164,+144,24 Sep 2013 00:15,
Chicago White Sox,Toronto Blue Jays,3,2,-143,+125,24 Sep 2013 00:10,
Minnesota Twins,Detroit Tigers,4,3,+179,-208,24 Sep 2013 00:10,
Chicago Cubs,Pittsburgh Pirates,1,2,+114,-132,24 Sep 2013 00:05,
Texas Rangers,Houston Astros,12,0,-294,+244,24 Sep 2013 00:05,
Atlanta Braves,Milwaukee Brewers,0,5,-128,+112,23 Sep 2013 23:10,
Cincinnati Reds,New York Mets,3,2,-256,+222,23 Sep 2013 23:10,
Miami Marlins,Philadelphia Phillies,4,0,-112,-103,23 Sep 2013 23:10,
Tampa Bay Rays,Baltimore Orioles,5,4,-122,+108,23 Sep 2013 19:10,
Milwaukee Brewers,St.Louis Cardinals,6,4,+137,-156,23 Sep 2013 00:05,
Washington Nationals,Miami Marlins,5,4,-312,+273,22 Sep 2013 23:05,
Colorado Rockies,Arizona Diamondbacks,9,13,+108,-120,22 Sep 2013 20:10,
San Diego Padres,Los Angeles Dodgers,0,1,+125,-141,22 Sep 2013 20:10,
Oakland Athletics,Minnesota Twins,11,7,-256,+227,22 Sep 2013 20:05,
Los Angeles Angels,Seattle Mariners,2,3,-114,-102,22 Sep 2013 19:35,
Chicago Cubs,Atlanta Braves,2,5,+142,-156,22 Sep 2013 18:20,
Kansas City Royals,Texas Rangers,4,0,-125,+110,22 Sep 2013 18:10,
Tampa Bay Rays,Baltimore Orioles,3,1,+102,-114,22 Sep 2013 17:40,
Boston Red Sox,Toronto Blue Jays,5,2,-156,+139,22 Sep 2013 17:35,
Philadelphia Phillies,New York Mets,3,4,-204,+175,22 Sep 2013 17:35,
Pittsburgh Pirates,Cincinnati Reds,3,11,-118,+102,22 Sep 2013 17:35,
Washington Nationals,Miami Marlins,2,4,-244,+223,22 Sep 2013 17:35,
Detroit Tigers,Chicago White Sox,3,6,-250,+215,22 Sep 2013 17:08,
Cleveland Indians,Houston Astros,9,2,-263,+223,22 Sep 2013 17:05,
New York Yankees,San Francisco Giants,1,2,-147,+131,22 Sep 2013 17:05,
Los Angeles Angels,Seattle Mariners,6,5,-169,+150,22 Sep 2013 01:05,
San Diego Padres,Los Angeles Dodgers,0,4,+166,-189,22 Sep 2013 00:40,
Colorado Rockies,Arizona Diamondbacks,2,7,+102,-115,22 Sep 2013 00:10,
Boston Red Sox,Toronto Blue Jays,2,4,-149,+135,21 Sep 2013 23:10,
Kansas City Royals,Texas Rangers,1,3,-106,-110,21 Sep 2013 23:10,
Milwaukee Brewers,St.Louis Cardinals,2,7,+125,-143,21 Sep 2013 23:10,
Detroit Tigers,Chicago White Sox,7,6,-139,+123,21 Sep 2013 23:08,
Philadelphia Phillies,New York Mets,4,5,-106,-109,21 Sep 2013 23:05,
Pittsburgh Pirates,Cincinnati Reds,4,2,-111,-104,21 Sep 2013 23:05,
Cleveland Indians,Houston Astros,4,1,-263,+229,21 Sep 2013 22:05,
Chicago Cubs,Atlanta Braves,3,1,+120,-133,21 Sep 2013 20:05,
Oakland Athletics,Minnesota Twins,9,1,-238,+206,21 Sep 2013 20:05,
New York Yankees,San Francisco Giants,6,0,-167,+148,21 Sep 2013 17:05,
Tampa Bay Rays,Baltimore Orioles,5,1,-147,+133,21 Sep 2013 17:05,
San Diego Padres,Los Angeles Dodgers,2,0,-152,+136,21 Sep 2013 02:10,
Los Angeles Angels,Seattle Mariners,3,2,-128,+114,21 Sep 2013 02:05,
Oakland Athletics,Minnesota Twins,11,0,-222,+188,21 Sep 2013 02:05,
Colorado Rockies,Arizona Diamondbacks,9,4,-133,+121,21 Sep 2013 00:10,
Kansas City Royals,Texas Rangers,2,1,-130,+114,21 Sep 2013 00:10,
Milwaukee Brewers,St.Louis Cardinals,6,7,+171,-196,21 Sep 2013 00:10,
Boston Red Sox,Toronto Blue Jays,6,3,-227,+193,20 Sep 2013 23:10,
Tampa Bay Rays,Baltimore Orioles,5,4,-182,+160,20 Sep 2013 23:10,
Detroit Tigers,Chicago White Sox,12,5,-312,+262,20 Sep 2013 23:08,
Cleveland Indians,Houston Astros,2,1,-222,+192,20 Sep 2013 23:05,
New York Yankees,San Francisco Giants,5,1,-145,+127,20 Sep 2013 23:05,
Philadelphia Phillies,New York Mets,4,6,-217,+189,20 Sep 2013 23:05,
Pittsburgh Pirates,Cincinnati Reds,5,6,-118,+100,20 Sep 2013 23:05,
Washington Nationals,Miami Marlins,8,0,-270,+233,20 Sep 2013 23:05,
Chicago Cubs,Atlanta Braves,5,9,+117,-133,20 Sep 2013 18:20,
Oakland Athletics,Minnesota Twins,8,6,-213,+185,20 Sep 2013 02:05,
Boston Red Sox,Baltimore Orioles,3,1,-141,+123,19 Sep 2013 23:10,
Tampa Bay Rays,Texas Rangers,2,8,+102,-119,19 Sep 2013 23:10,
Toronto Blue Jays,New York Yankees,6,2,+108,-125,19 Sep 2013 23:07,
Cleveland Indians,Houston Astros,2,1,-278,+231,19 Sep 2013 23:05,
Washington Nationals,Miami Marlins,3,2,-238,+204,19 Sep 2013 23:05,
Arizona Diamondbacks,Los Angeles Dodgers,6,7,-106,-109,19 Sep 2013 19:40,
Colorado Rockies,St.Louis Cardinals,7,6,+148,-167,19 Sep 2013 19:10,
Milwaukee Brewers,Chicago Cubs,1,5,-141,+125,19 Sep 2013 18:10,
New York Mets,San Francisco Giants,1,2,+124,-141,19 Sep 2013 17:10,
Detroit Tigers,Seattle Mariners,5,4,-196,+173,19 Sep 2013 17:08,
Pittsburgh Pirates,San Diego Padres,10,1,-189,+166,19 Sep 2013 16:35,
Arizona Diamondbacks,Los Angeles Dodgers,9,4,-123,+106,19 Sep 2013 02:10,
Colorado Rockies,St.Louis Cardinals,3,4,+160,-182,19 Sep 2013 00:40,
Houston Astros,Cincinnati Reds,5,6,+138,-156,19 Sep 2013 00:10,
Kansas City Royals,Cleveland Indians,7,2,-105,-110,19 Sep 2013 00:10,
Milwaukee Brewers,Chicago Cubs,7,0,-139,+122,19 Sep 2013 00:10,
Boston Red Sox,Baltimore Orioles,3,5,-147,+129,18 Sep 2013 23:10,
New York Mets,San Francisco Giants,5,4,+143,-161,18 Sep 2013 23:10,
Tampa Bay Rays,Texas Rangers,4,3,-125,+110,18 Sep 2013 23:10,
Detroit Tigers,Seattle Mariners,0,8,-175,+152,18 Sep 2013 23:08,
Toronto Blue Jays,New York Yankees,3,4,-101,-114,18 Sep 2013 23:07,
Philadelphia Phillies,Miami Marlins,3,4,-125,+112,18 Sep 2013 23:05,
Pittsburgh Pirates,San Diego Padres,2,3,-164,+147,18 Sep 2013 23:05,
Washington Nationals,Atlanta Braves,2,5,-108,-108,18 Sep 2013 23:05,
Oakland Athletics,Los Angeles Angels,4,5,-179,+159,18 Sep 2013 19:35,
Chicago White Sox,Minnesota Twins,3,4,-137,+121,18 Sep 2013 18:10,
Oakland Athletics,Los Angeles Angels,2,1,-156,+139,18 Sep 2013 02:05,
Arizona Diamondbacks,Los Angeles Dodgers,3,9,-110,-105,18 Sep 2013 01:40,
Colorado Rockies,St.Louis Cardinals,4,11,+123,-139,18 Sep 2013 00:40,
Chicago White Sox,Minnesota Twins,4,3,-145,+129,18 Sep 2013 00:10,
Houston Astros,Cincinnati Reds,0,10,+163,-185,18 Sep 2013 00:10,
Kansas City Royals,Cleveland Indians,3,5,-106,-105,18 Sep 2013 00:10,
Milwaukee Brewers,Chicago Cubs,4,3,-139,+122,18 Sep 2013 00:10,
Boston Red Sox,Baltimore Orioles,2,3,-120,+104,17 Sep 2013 23:10,
New York Mets,San Francisco Giants,5,8,+106,-123,17 Sep 2013 23:10,
Tampa Bay Rays,Texas Rangers,1,7,-123,+108,17 Sep 2013 23:10,
Detroit Tigers,Seattle Mariners,6,2,-270,+233,17 Sep 2013 23:08,
Toronto Blue Jays,New York Yankees,2,0,-103,-112,17 Sep 2013 23:07,
Philadelphia Phillies,Miami Marlins,6,4,-164,+145,17 Sep 2013 23:05,
Pittsburgh Pirates,San Diego Padres,2,5,-185,+163,17 Sep 2013 23:05,
Washington Nationals,Atlanta Braves,4,0,-141,+127,17 Sep 2013 23:05,
Washington Nationals,Atlanta Braves,6,5,-118,+102,17 Sep 2013 17:05,
Oakland Athletics,Los Angeles Angels,1,12,-139,+124,17 Sep 2013 02:05,
Arizona Diamondbacks,Los Angeles Dodgers,2,1,-108,-108,17 Sep 2013 01:40,
Colorado Rockies,St.Louis Cardinals,6,2,+141,-159,17 Sep 2013 00:40,
Chicago White Sox,Minnesota Twins,12,1,-120,+104,17 Sep 2013 00:10,
Houston Astros,Cincinnati Reds,1,6,+163,-185,17 Sep 2013 00:10,
Kansas City Royals,Cleveland Indians,7,1,-147,+129,17 Sep 2013 00:10,
Milwaukee Brewers,Chicago Cubs,6,1,-125,+108,17 Sep 2013 00:10,
Tampa Bay Rays,Texas Rangers,6,2,-130,+114,16 Sep 2013 23:10,
Detroit Tigers,Seattle Mariners,4,2,-222,+193,16 Sep 2013 23:08,
Philadelphia Phillies,Miami Marlins,12,2,-233,+198,16 Sep 2013 23:05,
Pittsburgh Pirates,San Diego Padres,0,2,-172,+152,16 Sep 2013 23:05,
Boston Red Sox,New York Yankees,9,2,-164,+145,16 Sep 2013 00:05,
Arizona Diamondbacks,Colorado Rockies,8,2,-123,+108,15 Sep 2013 20:10,
Los Angeles Dodgers,San Francisco Giants,3,4,-123,+108,15 Sep 2013 20:10,
Texas Rangers,Oakland Athletics,1,5,-130,+114,15 Sep 2013 19:05,
St.Louis Cardinals,Seattle Mariners,12,2,-196,+171,15 Sep 2013 18:15,
Chicago White Sox,Cleveland Indians,1,7,-123,+106,15 Sep 2013 18:10,
Houston Astros,Los Angeles Angels,1,2,+140,-159,15 Sep 2013 18:10,
Milwaukee Brewers,Cincinnati Reds,6,5,+114,-132,15 Sep 2013 18:10,
Minnesota Twins,Tampa Bay Rays,6,4,+192,-222,15 Sep 2013 18:10,
Atlanta Braves,San Diego Padres,0,4,-208,+181,15 Sep 2013 17:35,
Pittsburgh Pirates,Chicago Cubs,3,2,-185,+164,15 Sep 2013 17:35,
Washington Nationals,Philadelphia Phillies,11,2,-196,+172,15 Sep 2013 17:35,
New York Mets,Miami Marlins,1,0,-147,+129,15 Sep 2013 17:10,
Detroit Tigers,Kansas City Royals,3,2,-200,+175,15 Sep 2013 17:08,
Toronto Blue Jays,Baltimore Orioles,1,3,+102,-119,15 Sep 2013 17:07,
Los Angeles Dodgers,San Francisco Giants,3,19,-159,+140,15 Sep 2013 01:10,
Arizona Diamondbacks,Colorado Rockies,9,2,-175,+156,15 Sep 2013 00:10,
St.Louis Cardinals,Seattle Mariners,1,4,-213,+187,14 Sep 2013 23:15,
Atlanta Braves,San Diego Padres,2,1,-200,+175,14 Sep 2013 23:10,
Chicago White Sox,Cleveland Indians,1,8,+137,-156,14 Sep 2013 23:10,
Houston Astros,Los Angeles Angels,2,6,+140,-159,14 Sep 2013 23:10,
Minnesota Twins,Tampa Bay Rays,0,7,+147,-167,14 Sep 2013 23:10,
New York Mets,Miami Marlins,3,1,-102,-114,14 Sep 2013 23:10,
Detroit Tigers,Kansas City Royals,0,1,-130,+112,14 Sep 2013 23:08,
Pittsburgh Pirates,Chicago Cubs,2,1,-185,+163,14 Sep 2013 23:05,
Washington Nationals,Philadelphia Phillies,4,5,-159,+140,14 Sep 2013 23:05,
New York Mets,Miami Marlins,0,3,-120,+106,14 Sep 2013 20:10,
Toronto Blue Jays,Baltimore Orioles,4,3,+121,-137,14 Sep 2013 20:07,
Boston Red Sox,New York Yankees,5,1,-156,+139,14 Sep 2013 17:05,
Milwaukee Brewers,Cincinnati Reds,3,7,+175,-200,14 Sep 2013 17:05,
Texas Rangers,Oakland Athletics,0,1,-159,+141,14 Sep 2013 17:05,
Los Angeles Dodgers,San Francisco Giants,2,4,-179,+156,14 Sep 2013 02:10,
Arizona Diamondbacks,Colorado Rockies,5,7,-139,+123,14 Sep 2013 01:40,
St.Louis Cardinals,Seattle Mariners,2,1,-182,+162,14 Sep 2013 00:15,
Houston Astros,Los Angeles Angels,9,7,+123,-137,14 Sep 2013 00:10,
Milwaukee Brewers,Cincinnati Reds,5,1,+131,-149,14 Sep 2013 00:10,
Minnesota Twins,Tampa Bay Rays,0,3,+143,-161,14 Sep 2013 00:10,
Texas Rangers,Oakland Athletics,8,9,-128,+112,14 Sep 2013 00:05,
Atlanta Braves,San Diego Padres,3,4,-145,+127,13 Sep 2013 23:30,
Boston Red Sox,New York Yankees,8,4,-135,+120,13 Sep 2013 23:10,
New York Mets,Miami Marlins,4,3,-152,+135,13 Sep 2013 23:10,
Detroit Tigers,Kansas City Royals,6,3,-167,+148,13 Sep 2013 23:08,
Toronto Blue Jays,Baltimore Orioles,3,5,+102,-118,13 Sep 2013 23:07,
Pittsburgh Pirates,Chicago Cubs,4,5,-172,+152,13 Sep 2013 23:05,
Washington Nationals,Philadelphia Phillies,6,1,-169,+154,13 Sep 2013 23:05,
Chicago White Sox,Cleveland Indians,1,3,+122,-137,13 Sep 2013 18:10,
Los Angeles Dodgers,San Francisco Giants,3,2,-182,+159,13 Sep 2013 02:10,
St.Louis Cardinals,Milwaukee Brewers,3,5,-179,+156,13 Sep 2013 00:15,
Chicago White Sox,Cleveland Indians,3,14,+112,-128,13 Sep 2013 00:10,
Tampa Bay Rays,Boston Red Sox,4,3,-104,-111,12 Sep 2013 23:10,
Toronto Blue Jays,Los Angeles Angels,3,4,+102,-119,12 Sep 2013 23:07,
Baltimore Orioles,New York Yankees,5,6,-156,+138,12 Sep 2013 23:05,
Philadelphia Phillies,San Diego Padres,10,5,-101,-114,12 Sep 2013 23:05,
Pittsburgh Pirates,Chicago Cubs,3,1,-179,+156,12 Sep 2013 23:05,
Minnesota Twins,Oakland Athletics,2,8,+163,-182,12 Sep 2013 17:10,
New York Mets,Washington Nationals,2,7,+141,-159,12 Sep 2013 17:10,
Miami Marlins,Atlanta Braves,1,6,+131,-147,12 Sep 2013 16:40,
Los Angeles Dodgers,Arizona Diamondbacks,1,4,-127,+110,12 Sep 2013 02:10,
Seattle Mariners,Houston Astros,1,6,-149,+133,12 Sep 2013 02:10,
St.Louis Cardinals,Milwaukee Brewers,5,1,-154,+136,12 Sep 2013 00:15,
Chicago White Sox,Detroit Tigers,0,1,+154,-175,12 Sep 2013 00:10,
Minnesota Twins,Oakland Athletics,3,18,+145,-164,12 Sep 2013 00:10,
Miami Marlins,Atlanta Braves,5,2,-114,-102,11 Sep 2013 23:10,
New York Mets,Washington Nationals,0,3,+104,-119,11 Sep 2013 23:10,
Tampa Bay Rays,Boston Red Sox,3,7,-143,+125,11 Sep 2013 23:10,
Toronto Blue Jays,Los Angeles Angels,4,5,-110,-105,11 Sep 2013 23:07,
Baltimore Orioles,New York Yankees,4,5,-127,+110,11 Sep 2013 23:05,
Philadelphia Phillies,San Diego Padres,4,2,-161,+144,11 Sep 2013 23:05,
San Francisco Giants,Colorado Rockies,4,3,-147,+129,11 Sep 2013 19:45,
Texas Rangers,Pittsburgh Pirates,5,7,-135,+120,11 Sep 2013 18:05,
Cincinnati Reds,Chicago Cubs,6,0,-182,+160,11 Sep 2013 16:35,
Cleveland Indians,Kansas City Royals,2,6,+100,-115,11 Sep 2013 16:05,
San Francisco Giants,Colorado Rockies,8,9,-116,+100,11 Sep 2013 02:15,
Los Angeles Dodgers,Arizona Diamondbacks,5,3,-122,+106,11 Sep 2013 02:10,
Seattle Mariners,Houston Astros,2,13,-152,+135,11 Sep 2013 02:10,
St.Louis Cardinals,Milwaukee Brewers,4,2,-192,+168,11 Sep 2013 00:15,
Chicago White Sox,Detroit Tigers,1,9,+141,-159,11 Sep 2013 00:10,
Minnesota Twins,Oakland Athletics,4,3,+161,-182,11 Sep 2013 00:10,
Texas Rangers,Pittsburgh Pirates,4,5,-128,+112,11 Sep 2013 00:05,
Cincinnati Reds,Chicago Cubs,1,9,-250,+215,10 Sep 2013 23:10,
Miami Marlins,Atlanta Braves,3,4,+150,-169,10 Sep 2013 23:10,
New York Mets,Washington Nationals,3,6,+121,-137,10 Sep 2013 23:10,
Tampa Bay Rays,Boston Red Sox,0,2,-145,+127,10 Sep 2013 23:10,
Toronto Blue Jays,Los Angeles Angels,6,12,-132,+116,10 Sep 2013 23:07,
